,index,point1x,point1y,point2x,point2y,point3x,point3y,point4x,point4y,height,cluster,z
208,800,552355.189143,4182492.27581,552322.431911,4182486.77667,552315.189422,4182529.91871,552347.946653,4182535.41785,60.5,4,77.38
209,822,552411.801113,4182317.17896,552296.384524,4182201.17834,552241.012898,4182256.27118,552356.429487,4182372.2718,56.34,4,77.38
210,0,553011.401945,4183480.20056,552968.955488,4183473.1041,552951.777868,4183575.84964,552994.224325,4183582.94609,17.75,5,31.34
211,6,553160.844986,4183428.33757,553139.7765,4183424.85843,553135.887296,4183448.41011,553156.955782,4183451.88926,4.26,5,31.34
212,12,552824.360311,4183445.75611,552783.179398,4183439.2525,552775.726085,4183486.44693,552816.906998,4183492.95054,21.0,5,31.34
213,26,552944.880426,4183383.74177,552914.907306,4183379.09763,552910.593763,4183406.9371,552940.566883,4183411.58124,13.12,5,31.34
214,33,553587.519072,4183366.18843,553575.754913,4183280.72464,552531.427607,4183424.47713,552543.191766,4183509.94092,13.14,5,31.34
215,42,553045.996747,4183451.74366,553020.17925,4183447.35505,553014.501586,4183480.75589,553040.319083,4183485.14449,13.64,5,31.34
216,46,552893.346512,4183388.48187,552866.723748,4183383.56266,552860.899989,4183415.0808,552887.522753,4183420.00001,13.76,5,31.34
217,57,553004.876916,4183519.78548,552980.082793,4183515.87329,552976.218116,4183540.36628,553001.01224,4183544.27847,12.72,5,31.34
218,78,553128.405073,4183510.26091,553100.896736,4183505.5893,553093.750164,4183547.6712,553121.258502,4183552.34281,3.9,5,31.34
219,93,553163.651848,4183432.7786,553139.663488,4183429.12834,553135.264892,4183458.03448,553159.253252,4183461.68475,3.87,5,31.34
220,95,553120.066609,4183502.81059,553061.892138,4183493.14243,553046.523337,4183585.61833,553104.697808,4183595.28649,7.1,5,31.34
221,97,552842.013797,4183594.33592,552780.838418,4183584.29757,552771.248798,4183642.7383,552832.424177,4183652.77666,19.14,5,31.34
222,105,552974.290659,4183439.31596,552917.930654,4183430.10165,552912.383606,4183464.03058,552968.743612,4183473.24489,14.35,5,31.34
223,117,553286.051227,4183485.50625,553240.945096,4183456.99072,553200.269658,4183521.33151,553245.375789,4183549.84704,12.99,5,31.34
224,133,552888.488868,4183580.04439,552867.440388,4183576.72732,552864.175711,4183597.44332,552885.224191,4183600.7604,11.48,5,31.34
225,172,552887.643112,4183421.05925,552859.890889,4183417.20569,552855.921002,4183445.79563,552883.673225,4183449.6492,5.36,5,31.34
226,192,553033.385823,4183598.39279,552990.419965,4183591.99272,552984.315019,4183632.97737,553027.280877,4183639.37743,18.01,5,31.34
227,193,552863.25001,4183420.67324,552815.884919,4183412.65339,552810.165672,4183446.43116,552857.530763,4183454.45101,13.73,5,31.34
228,194,552933.371708,4183393.80407,552896.925979,4183387.54489,552891.087085,4183421.54333,552927.532814,4183427.80252,13.83,5,31.34
229,206,553087.33,4183713.91195,553060.865932,4183695.02618,553041.567023,4183722.06916,553068.031091,4183740.95494,12.25,5,31.34
230,216,553136.177764,4183184.50939,553116.516662,4183142.01069,552500.270329,4183427.10368,552519.931431,4183469.60238,11.76,5,31.34
231,231,553472.804218,4183484.49826,552600.95914,4183281.94725,552571.66156,4183408.05351,553443.506639,4183610.60452,12.73,5,31.34
232,234,553063.82754,4183454.42577,553037.826071,4183450.5643,553032.867689,4183483.95186,553058.869158,4183487.81333,13.66,5,31.34
233,235,552951.759104,4183596.65842,552918.764543,4183589.68383,552903.130091,4183663.64541,552936.124652,4183670.62,16.61,5,31.34
234,239,552776.347912,4183537.50462,552746.923953,4183532.28007,552740.338687,4183569.36742,552769.762646,4183574.59197,12.09,5,31.34
235,263,553182.221651,4183583.58879,553152.658065,4183563.94519,553104.394131,4183636.58231,553133.957718,4183656.22592,16.6,5,31.34
236,282,553090.476487,4183354.70016,553059.056734,4183349.76865,553053.118092,4183387.60514,553084.537846,4183392.53664,24.29,5,31.34
237,284,553344.597424,4183798.89542,553119.992182,4183633.70298,553093.257189,4183670.05343,553317.862431,4183835.24587,4.96,5,31.34
238,288,552911.085581,4183372.91358,552884.30656,4183368.25245,552879.316894,4183396.919,552906.095914,4183401.58012,13.26,5,31.34
239,297,553250.540897,4183229.89105,553194.926166,4183155.94912,552900.5532,4183377.35898,552956.16793,4183451.30091,14.37,5,31.34
240,305,552870.320069,4183390.27411,552838.360097,4183385.28128,552834.215401,4183411.81219,552866.175373,4183416.80503,13.68,5,31.34
241,310,552953.088702,4183565.3491,552898.024709,4183557.59336,552891.401613,4183604.61587,552946.465606,4183612.3716,17.99,5,31.34
242,315,553070.67973,4183429.04587,553068.261742,4183389.32924,552623.896735,4183416.38262,552626.314722,4183456.09925,13.23,5,31.34
243,327,553040.672664,4183581.26541,552983.343329,4183571.52119,552978.08831,4183602.43867,553035.417644,4183612.18289,15.68,5,31.34
244,333,553080.95186,4183400.78853,553053.354007,4183396.30152,553048.708098,4183424.87666,553076.305952,4183429.36367,13.1,5,31.34
245,345,552783.291714,4183554.46481,552761.232888,4183550.47472,552756.773169,4183575.12983,552778.831995,4183579.11992,0.78,5,31.34
246,405,552895.772173,4183628.47562,552838.017665,4183619.48877,552832.833622,4183652.80435,552890.58813,4183661.79119,31.26,5,31.34
247,409,552861.514777,4183352.36475,552833.51036,4183348.01743,552828.588877,4183379.72049,552856.593293,4183384.06781,13.46,5,31.34
248,446,553073.79512,4183490.02028,553031.212955,4183482.99444,553014.167948,4183586.30064,553056.750113,4183593.32649,17.65,5,31.34
249,456,553022.246344,4183482.37221,552993.840497,4183477.60293,552988.49758,4183509.4254,553016.903427,4183514.19468,15.57,5,31.34
250,484,553082.01898,4183391.90341,553054.372074,4183387.1889,553049.4991,4183415.76502,553077.146005,4183420.47954,13.15,5,31.34
251,486,552824.073192,4183445.61236,552763.538572,4183436.055,552753.888557,4183497.17642,552814.423177,4183506.73379,20.98,5,31.34
252,489,553032.651622,4183382.91477,552892.900797,4183363.31127,552887.630331,4183400.88375,553027.381156,4183420.48725,13.16,5,31.34
253,497,553020.324526,4183447.08233,552986.982567,4183440.9663,552980.736278,4183475.01833,553014.078237,4183481.13437,13.74,5,31.34
254,504,553054.984062,4183454.87505,552839.584773,4183389.62533,552829.541585,4183422.77943,553044.940874,4183488.02915,13.69,5,31.34
255,508,553060.39129,4183587.16655,553026.791131,4183579.31729,553003.847702,4183677.53083,553037.447861,4183685.38009,19.76,5,31.34
256,522,552941.926977,4183365.95674,552913.969608,4183361.57868,552908.980347,4183393.43906,552936.937716,4183397.81712,13.55,5,31.34
257,530,553161.110505,4183415.15725,553090.146657,4183405.11395,553081.975886,4183462.84692,553152.939734,4183472.89022,10.65,5,31.34
258,546,552995.544145,4183574.3818,552953.594695,4183567.5928,552946.552501,4183611.10674,552988.501951,4183617.89574,17.8,5,31.34
259,551,552991.267194,4183600.89601,552966.371689,4183597.15134,552962.616267,4183622.11833,552987.511772,4183625.863,12.27,5,31.34
260,573,552855.521478,4183367.80433,552825.891974,4183362.5043,552820.725512,4183391.38711,552850.355016,4183396.68714,13.01,5,31.34
261,575,553325.401219,4183446.68924,553271.74469,4183407.06666,553149.448832,4183572.67857,553203.105361,4183612.30115,16.85,5,31.34
262,583,552783.014632,4183539.00259,552756.62497,4183534.27257,552750.152436,4183570.384,552776.542098,4183575.11402,6.48,5,31.34
263,590,553075.838097,4183456.64387,553049.921139,4183452.48983,553044.582734,4183485.79603,553070.499691,4183489.95007,13.7,5,31.34
264,598,553037.197913,4183557.41325,552987.257281,4183548.83754,552981.823771,4183580.47958,553031.764403,4183589.05529,15.35,5,31.34
265,600,553104.011437,4183582.88708,553073.199186,4183560.39667,553035.390086,4183612.19579,553066.202338,4183634.6862,10.02,5,31.34
266,603,552867.975099,4183404.05128,552836.35212,4183398.70158,552831.851978,4183425.30269,552863.474956,4183430.65239,13.72,5,31.34
267,607,552801.223191,4183571.99372,552742.175504,4183562.35173,552736.979929,4183594.1695,552796.027616,4183603.81149,18.56,5,31.34
268,641,552893.745329,4183580.89792,552872.700617,4183577.56512,552869.420276,4183598.27859,552890.464987,4183601.61139,12.54,5,31.34
269,651,553033.329869,4183562.37899,553027.324938,4183519.81146,552984.290594,4183525.88224,552990.295526,4183568.44977,17.9,5,31.34
270,653,553058.199958,4183384.26076,553018.805388,4183378.26439,553012.572704,4183419.21146,553051.967274,4183425.20784,14.43,5,31.34
271,664,553137.01364,4183455.68979,553084.203148,4183447.76707,553075.723279,4183504.29137,553128.533771,4183512.21409,7.05,5,31.34
272,683,553057.637447,4183453.35248,553032.168736,4183449.56341,553027.180664,4183483.09139,553052.649376,4183486.88045,14.3,5,31.34
273,717,552849.243455,4183549.90419,552788.592004,4183539.9981,552778.113127,4183604.15647,552838.764578,4183614.06257,31.34,5,31.34
274,731,553069.622432,4183455.47492,553043.985365,4183451.69787,553039.060498,4183485.12582,553064.697565,4183488.90288,13.87,5,31.34
275,738,552907.329208,4183390.98897,552880.347082,4183386.10065,552874.655621,4183417.51584,552901.637748,4183422.40417,13.8,5,31.34
276,739,553154.057934,4183451.64843,553118.075064,4183446.01631,553113.354346,4183476.17631,553149.337216,4183481.80843,7.89,5,31.34
277,742,552880.915988,4183360.6951,552843.374781,4183354.4355,552837.280279,4183390.98655,552874.821487,4183397.24615,13.11,5,31.34
278,743,553027.554545,4183448.24992,553000.696133,4183443.2947,552994.855411,4183474.95276,553021.713822,4183479.90798,13.81,5,31.34
279,746,552905.458927,4183592.41885,552864.57486,4183585.67596,552857.41307,4183629.09989,552898.297137,4183635.84279,14.01,5,31.34
280,758,552887.630049,4183368.92428,552861.126634,4183364.41007,552856.237102,4183393.1171,552882.740517,4183397.6313,13.04,5,31.34
281,765,552990.9672,4183602.32264,552948.753445,4183595.44137,552936.569156,4183670.18695,552978.782911,4183677.06822,17.55,5,31.34
282,771,552858.715009,4183493.92856,552756.689472,4183477.03996,552746.641514,4183537.74054,552848.66705,4183554.62915,16.82,5,31.34
283,781,553035.880777,4183651.3299,552966.01994,4183639.57556,552960.264344,4183673.78342,553030.125181,4183685.53776,19.62,5,31.34
284,782,552866.335783,4183452.54941,552805.311473,4183441.89273,552799.458707,4183475.40795,552860.483017,4183486.06463,14.17,5,31.34
285,797,553038.95534,4183541.6614,553038.779474,4183500.54928,552996.006095,4183500.73225,552996.181961,4183541.84437,17.84,5,31.34
286,842,552925.805487,4183635.93608,552879.203198,4183628.11815,552873.95235,4183659.41819,552920.554638,4183667.23612,18.9,5,31.34
287,13,552799.419427,4183180.23505,552776.26714,4183176.78853,552772.244673,4183203.80986,552795.39696,4183207.25637,8.79,6,39.1
288,24,552910.671914,4183209.44322,552781.96277,4183173.60722,552766.249438,4183230.04348,552894.958582,4183265.87948,18.79,6,39.1
289,58,552890.251318,4183260.34437,552795.627889,4183244.5239,552780.166167,4183337.00162,552874.789596,4183352.82209,20.9,6,39.1
290,79,553117.843157,4183093.12494,553069.930949,4183085.13374,553060.053388,4183144.3559,553107.965597,4183152.34709,33.35,6,39.1
291,104,553134.959169,4183124.41807,553073.040074,4183113.78803,553064.838705,4183161.56029,553126.757801,4183172.19033,20.78,6,39.1
292,148,553138.309607,4183096.9411,553097.710477,4183090.31912,553091.4958,4183128.42108,553132.09493,4183135.04307,33.49,6,39.1
293,185,552857.100014,4182875.34705,552808.014112,4182867.41705,552802.706193,4182900.27253,552851.792096,4182908.20253,27.33,6,39.1
294,209,553139.568885,4183045.00754,553093.814083,4183037.2286,553086.073238,4183082.75936,553131.82804,4183090.53829,12.61,6,39.1
295,212,552909.240861,4183057.85299,552870.78209,4183051.02389,552860.342485,4183109.81563,552898.801256,4183116.64473,29.44,6,39.1
296,286,552918.931792,4183059.57802,552888.730585,4183054.68271,552879.249516,4183113.17536,552909.450722,4183118.07067,27.18,6,39.1
297,306,552922.948619,4183117.18192,552876.614261,4183109.00874,552870.439213,4183144.01554,552916.77357,4183152.18872,16.72,6,39.1
298,318,552921.196502,4183131.98793,552873.583566,4183124.28751,552868.134473,4183157.98013,552915.747409,4183165.68055,18.67,6,39.1
299,338,552902.014328,4182974.57416,552843.578411,4182964.41212,552838.093579,4182995.95216,552896.529496,4183006.1142,27.41,6,39.1
300,339,553187.183114,4183250.74359,553179.00705,4183217.14487,553145.240925,4183225.36167,553153.416989,4183258.96039,15.78,6,39.1
301,375,552890.721099,4183054.49681,552862.195708,4183049.61337,552852.134262,4183108.38474,552880.659653,4183113.26818,27.69,6,39.1
302,376,553107.964994,4183149.11908,553074.971301,4183143.51584,553067.021759,4183190.32527,553100.015452,4183195.92852,11.77,6,39.1
303,398,552853.39962,4182901.87025,552803.601896,4182893.81431,552797.91429,4182928.97216,552847.712014,4182937.02811,27.58,6,39.1
304,443,553126.811428,4183165.8836,553085.663802,4183159.19976,553080.196472,4183192.85822,553121.344098,4183199.54206,9.47,6,39.1
305,487,553308.26816,4182977.68388,552426.690781,4182677.53528,552401.019916,4182752.93412,553282.597295,4183053.08271,23.94,6,39.1
306,566,552766.055795,4183235.49668,552734.822601,4183230.40829,552728.232939,4183270.85648,552759.466133,4183275.94487,31.62,6,39.1
307,596,552796.039143,4183239.85945,552734.460181,4183229.18055,552724.500991,4183286.60933,552786.079953,4183297.28823,33.79,6,39.1
308,635,553244.761817,4183045.16756,553151.782545,4183008.5951,552970.938498,4183468.36041,553063.917769,4183504.93287,13.82,6,39.1
309,711,552925.398152,4183105.63167,552862.578518,4183095.80956,552857.664712,4183127.23699,552920.484346,4183137.05909,34.36,6,39.1
310,721,552866.777065,4183080.74209,552823.780155,4183073.43262,552818.886623,4183102.2181,552861.883532,4183109.52758,30.12,6,39.1
311,726,552865.884535,4183231.75469,552842.707668,4183227.88294,552835.428346,4183271.45803,552858.605212,4183275.32978,11.17,6,39.1
312,729,552783.544605,4183308.52875,552734.907876,4183300.94628,552730.439565,4183329.60766,552779.076295,4183337.19013,31.89,6,39.1
313,736,553050.07162,4183512.22911,552803.841644,4182464.61958,552761.298952,4182474.61881,553007.528928,4183522.22834,16.86,6,39.1
314,766,552985.360844,4183113.41877,552926.519714,4183103.57179,552920.807341,4183137.70638,552979.648472,4183147.55335,32.91,6,39.1
315,791,552787.090635,4183286.52401,552738.587566,4183278.78836,552731.907073,4183320.67551,552780.410143,4183328.41116,31.36,6,39.1
316,812,553135.912463,4183115.59497,553096.758233,4183108.47078,553091.525611,4183137.22902,553130.679841,4183144.35321,23.31,6,39.1
317,829,552984.783874,4183127.37239,552922.695505,4183116.88658,552914.387777,4183166.0781,552976.476147,4183176.56392,39.1,6,39.1
318,60,553518.288952,4183050.00366,553473.069082,4183004.33664,553448.788591,4183028.37938,553494.008461,4183074.04641,29.57,7,46.64
319,68,553536.182366,4183028.77997,553494.514778,4182986.63686,553470.877201,4183010.00772,553512.544789,4183052.15084,21.82,7,46.64
320,70,553496.947611,4183069.68543,553453.393231,4183025.58021,553429.707499,4183048.97013,553473.26188,4183093.07534,19.18,7,46.64
321,84,553462.037182,4182550.76018,553434.727732,4182517.66242,553393.814535,4182551.42051,553421.123985,4182584.51827,43.3,7,46.64
322,94,553272.850656,4182954.33694,553248.028484,4182930.31945,553226.664987,4182952.39872,553251.487159,4182976.4162,6.43,7,46.64
323,98,553530.675497,4182787.76881,553489.383975,4182746.15272,553445.271188,4182789.92148,553486.562711,4182831.53756,28.95,7,46.64
324,100,553546.773409,4183020.78884,553502.055943,4182975.84188,553478.560451,4182999.21741,553523.277917,4183044.16437,26.38,7,46.64
325,123,553582.668983,4183215.46087,553358.314331,4182695.48113,553298.880947,4182721.12474,553523.2356,4183241.10448,7.24,7,46.64
326,130,553470.02775,4183096.44941,553426.391319,4183052.3992,553366.403277,4183111.82375,553410.039708,4183155.87396,28.66,7,46.64
327,134,553413.019565,4182666.66358,553393.382205,4182650.54154,553372.674032,4182675.76501,553392.311391,4182691.88706,5.26,7,46.64
328,142,553507.596273,4183059.2682,553464.081935,4183014.95549,553439.078582,4183039.50836,553482.59292,4183083.82107,24.43,7,46.64
329,144,553455.395416,4182648.57161,553428.637285,4182633.29982,553414.099975,4182658.77104,553440.858106,4182674.04283,4.68,7,46.64
330,146,553433.874711,4182671.69678,553409.811958,4182658.10805,553395.875835,4182682.78596,553419.938588,4182696.37469,9.93,7,46.64
331,153,553412.537587,4182722.87691,553385.414133,4182695.45878,553367.241389,4182713.43621,553394.364843,4182740.85434,5.92,7,46.64
332,203,553466.273285,4182661.70292,553446.024127,4182646.55437,553426.674303,4182672.41938,553446.923461,4182687.56794,5.41,7,46.64
333,211,553322.220199,4182773.91933,553307.493203,4182738.49293,553241.037974,4182766.11883,553255.76497,4182801.54522,12.23,7,46.64
334,248,553602.904079,4182957.24737,553563.364508,4182916.53587,553518.886314,4182959.7337,553558.425884,4183000.4452,32.94,7,46.64
335,260,553589.296213,4182668.87591,553547.132175,4182625.85198,553518.0544,4182654.34859,553560.218438,4182697.37252,10.22,7,46.64
336,273,553427.151271,4182698.77526,553400.906163,4182679.45795,553385.793013,4182699.99115,553412.038121,4182719.30846,5.28,7,46.64
337,371,553526.558354,4182638.24356,553511.003899,4182622.16287,553493.239102,4182639.34632,553508.793557,4182655.42701,3.28,7,46.64
338,383,553393.623459,4182705.72565,553366.80486,4182677.92651,553348.592063,4182695.49689,553375.410662,4182723.29604,6.46,7,46.64
339,391,553436.559885,4182689.8321,553413.829951,4182678.80148,553399.682595,4182707.95383,553422.412529,4182718.98445,5.42,7,46.64
340,399,553429.120569,4182678.92032,553406.338279,4182665.65669,553390.580875,4182692.7224,553413.363164,4182705.98604,4.56,7,46.64
341,444,553528.628967,4183039.91953,553483.946599,4182994.76615,553459.453055,4183019.00419,553504.135423,4183064.15757,27.77,7,46.64
342,462,553527.629831,4182623.67641,553469.918103,4182565.3023,553436.411049,4182598.42914,553494.122777,4182656.80325,9.04,7,46.64
343,511,553469.136253,4182590.61115,553450.357217,4182571.33995,553432.360019,4182588.87751,553451.139055,4182608.14872,3.59,7,46.64
344,538,553493.612679,4182673.20003,553456.603414,4182635.7402,553391.453807,4182700.1062,553428.463073,4182737.56603,5.33,7,46.64
345,539,553415.715866,4182634.97648,553397.79168,4182616.55629,553370.48998,4182643.12282,553388.414166,4182661.54302,5.49,7,46.64
346,549,553294.117481,4182725.77937,553211.129596,4182639.75458,553180.146994,4182669.64342,553263.134879,4182755.6682,23.26,7,46.64
347,567,553470.29386,4182653.00645,553444.348072,4182633.4815,553429.217447,4182653.58788,553455.163235,4182673.11283,5.2,7,46.64
348,622,553455.838755,4182639.15384,553429.952164,4182619.71902,553414.753914,4182639.96262,553440.640505,4182659.39745,5.43,7,46.64
349,627,553411.294938,4182686.24984,553387.676033,4182664.03911,553370.334516,4182682.48009,553393.953421,4182704.69082,5.29,7,46.64
350,634,553567.859906,4183142.20152,553512.927573,4183100.61455,553467.360049,4183160.80481,553522.292382,4183202.39178,12.65,7,46.64
351,665,553607.034884,4182866.70588,553559.185982,4182818.25915,553515.857994,4182861.05247,553563.706895,4182909.4992,26.54,7,46.64
352,676,553434.131582,4183130.58202,553405.528137,4183101.85269,553380.794136,4183126.4783,553409.397581,4183155.20764,6.28,7,46.64
353,686,553559.821365,4183329.81269,553455.626542,4183268.80488,553430.651799,4183311.45908,553534.846622,4183372.46688,8.51,7,46.64
354,693,553507.048666,4182963.00373,553435.977992,4182891.26904,553356.151997,4182970.35611,553427.222671,4183042.09081,29.74,7,46.64
355,710,553487.522675,4182678.31334,553423.48166,4182616.64663,553385.495059,4182656.0958,553449.536074,4182717.76251,5.31,7,46.64
356,723,553342.884175,4182754.18056,553320.950764,4182732.67536,553293.79166,4182760.37526,553315.72507,4182781.88046,15.85,7,46.64
357,730,553269.560206,4182751.13819,553185.650897,4182664.90565,553154.66152,4182695.06013,553238.570829,4182781.29267,20.95,7,46.64
358,734,553577.515693,4182990.40518,553532.887239,4182945.33829,553487.875153,4182989.91247,553532.503607,4183034.97936,46.64,7,46.64
359,757,553398.129139,4182655.32049,553378.25567,4182635.70262,553351.351395,4182662.95743,553371.224864,4182682.5753,5.58,7,46.64
360,763,553547.331122,4183343.39081,553528.025865,4183331.39099,553516.322473,4183350.21936,553535.62773,4183362.21918,12.82,7,46.64
361,9,553263.141126,4183053.90345,553189.863502,4182979.71215,553148.006412,4183021.05376,553221.284036,4183095.24506,63.14,8,111.31
362,34,553191.623875,4182816.19012,553150.238128,4182774.1955,553085.343138,4182838.14959,553126.728885,4182880.14421,101.33,8,111.31
363,43,553508.326862,4182755.72753,553462.005392,4182709.01602,553412.53307,4182758.07524,553458.854539,4182804.78675,82.0,8,111.31
364,143,553497.942699,4183235.56894,553435.486044,4183189.24581,553302.593556,4183368.4224,553365.050211,4183414.74553,71.39,8,111.31
365,160,553563.254651,4182912.96299,553486.056257,4182835.39463,553417.86515,4182903.26049,553495.063544,4182980.82886,87.13,8,111.31
366,167,553432.344225,4182885.8715,553391.231036,4182844.39487,553349.790266,4182885.47251,553390.903455,4182926.94914,76.59,8,111.31
367,232,553453.141358,4182805.37298,553410.076726,4182762.07647,553366.659901,4182805.26078,553409.724533,4182848.55728,54.62,8,111.31
368,243,553404.01309,4182913.23498,553359.015732,4182869.64405,553334.382576,4182895.07197,553379.379934,4182938.6629,78.99,8,111.31
369,251,553329.616262,4182680.86388,553286.969312,4182637.83344,553234.144493,4182690.18747,553276.791443,4182733.21792,111.31,8,111.31
370,255,553265.084261,4183151.23661,553156.219898,4183133.15095,553142.276846,4183217.07943,553251.141209,4183235.16509,74.78,8,111.31
371,290,553180.012326,4182923.40707,553136.309261,4182878.91282,553061.517506,4182952.37467,553105.220571,4182996.86891,79.77,8,111.31
372,374,553219.399728,4182943.27616,553173.937636,4182897.01083,553088.909962,4182980.56227,553134.372054,4183026.82761,94.69,8,111.31
373,389,553397.820008,4182612.57645,553324.297347,4182538.3954,553259.084995,4182603.02897,553332.607657,4182677.21002,73.82,8,111.31
374,416,553385.383261,4182861.42086,553347.885272,4182823.44961,553306.670306,4182864.15089,553344.168294,4182902.12214,108.86,8,111.31
375,502,553421.98634,4182837.77863,553377.238188,4182792.69899,553337.486555,4182832.15831,553382.234707,4182877.23795,80.54,8,111.31
376,620,553441.613882,4182522.96162,553391.261897,4182473.0618,553345.413183,4182519.32597,553395.765168,4182569.22579,69.55,8,111.31
377,630,553392.760873,4182925.25191,553359.961715,4182892.16552,553316.945794,4182934.80802,553349.744951,4182967.8944,91.56,8,111.31
378,637,553374.919297,4182634.88186,553332.874546,4182593.78817,553291.526189,4182636.09349,553333.570941,4182677.18718,93.18,8,111.31
379,642,553693.914788,4182780.36877,553620.41571,4182706.16672,553551.277334,4182774.65008,553624.776412,4182848.85214,87.95,8,111.31
380,667,553278.601346,4183118.32306,553141.330181,4183103.59385,553130.662677,4183203.01126,553267.933842,4183217.74048,80.64,8,111.31
381,669,553483.466721,4182835.41319,553443.654039,4182795.38102,553394.792433,4182843.97472,553434.605116,4182884.00689,55.22,8,111.31
382,804,553579.407596,4182817.82096,553544.054527,4182781.95256,553489.828425,4182835.3996,553525.181494,4182871.26799,79.22,8,111.31
383,817,553577.732839,4182740.35914,553512.418209,4182674.87721,553460.959501,4182726.20445,553526.27413,4182791.68638,72.19,8,111.31
384,10,553101.532962,4182905.34343,553053.073377,4182856.61298,553010.766353,4182898.68485,553059.225938,4182947.4153,146.07,9,179.05
385,48,552967.26413,4182851.4147,552888.900744,4182837.93978,552876.116,4182912.28946,552954.479386,4182925.76437,165.69,9,179.05
386,85,553419.12417,4183053.83957,553345.588831,4182978.05273,553263.038688,4183058.15044,553336.574028,4183133.93728,163.58,9,179.05
387,113,552921.52907,4182871.42873,552859.787638,4182861.4455,552852.148096,4182908.69238,552913.889528,4182918.67561,165.17,9,179.05
388,159,553109.604014,4183019.07944,553047.933505,4183008.81649,553037.649294,4183070.61476,553099.319804,4183080.87771,137.57,9,179.05
389,164,553355.157389,4183048.92306,553316.250544,4183008.97606,553263.938671,4183059.92581,553302.845517,4183099.87281,177.56,9,179.05
390,165,553081.23606,4182865.64314,553040.037385,4182822.47022,552997.791994,4182862.78378,553038.990669,4182905.9567,135.85,9,179.05
391,183,553217.644807,4182917.65513,553187.396263,4182887.06167,553161.601648,4182912.56547,553191.850192,4182943.15893,143.93,9,179.05
392,230,552949.936802,4182954.51713,552890.538615,4182944.61561,552881.805225,4182997.00629,552941.203412,4183006.90781,145.61,9,179.05
393,249,553041.024388,4182812.73423,552997.640821,4182769.08699,552939.036752,4182827.33702,552982.420319,4182870.98427,157.7,9,179.05
394,279,552910.494257,4182946.58388,552846.075855,4182936.40811,552838.564549,4182983.95892,552902.982951,4182994.13469,137.99,9,179.05
395,400,553252.711353,4182891.33746,553196.863167,4182835.38613,553151.836665,4182880.32963,553207.684852,4182936.28096,168.48,9,179.05
396,441,553341.243689,4183109.57227,553284.71114,4183051.63128,553243.406046,4183091.93231,553299.938594,4183149.87331,168.55,9,179.05
397,458,552957.699585,4182906.05028,552895.342666,4182895.94623,552887.707411,4182943.06704,552950.064329,4182953.17109,135.74,9,179.05
398,482,553358.061647,4182889.59309,553320.695249,4182851.10329,553276.790318,4182893.72677,553314.156715,4182932.21657,127.19,9,179.05
399,503,552953.493085,4182746.65956,552899.556641,4182692.25697,552851.712988,4182739.69068,552905.649432,4182794.09327,163.41,9,179.05
400,513,553346.900437,4182791.35373,553295.734665,4182737.87376,553208.23595,4182821.5862,553259.401722,4182875.06618,135.89,9,179.05
401,528,553122.174117,4182821.71912,553081.407449,4182780.8329,553034.0744,4182828.02755,553074.841068,4182868.91377,146.02,9,179.05
402,698,553207.049715,4183249.15202,553119.217835,4183234.29832,553107.667711,4183302.59568,553195.499591,4183317.44939,179.05,9,179.05
403,767,553163.375584,4182786.27942,553119.423512,4182742.0359,553075.057171,4182786.11,553119.009242,4182830.35351,162.45,9,179.05
404,778,553094.604565,4183105.1624,553033.769481,4183094.93749,553020.195324,4183175.69959,553081.030408,4183185.9245,158.48,9,179.05
405,786,553201.457238,4182901.20639,553167.939304,4182867.67981,553131.226589,4182904.38306,553164.744523,4182937.90964,137.81,9,179.05
406,15,553005.888371,4182246.27239,552961.716418,4182202.13098,552912.017258,4182251.86452,552956.189211,4182296.00593,123.56,10,162.76
407,108,552523.438618,4182261.37285,552463.90569,4182197.34923,552386.004377,4182269.78645,552445.537305,4182333.81007,130.07,10,162.76
408,110,552633.041932,4182700.51872,552594.779285,4182694.20629,552583.15387,4182764.67349,552621.416517,4182770.98592,124.67,10,162.76
409,269,552762.782066,4182278.48681,552704.676124,4182219.45014,552654.956049,4182268.38636,552713.061991,4182327.42303,144.78,10,162.76
410,276,552697.038765,4182594.67562,552651.056372,4182586.78256,552642.017775,4182639.43849,552688.000168,4182647.33155,162.76,10,162.76
411,340,553092.162311,4182609.25407,553045.167465,4182562.46975,552996.541687,4182611.31435,553043.536532,4182658.09866,122.36,10,162.76
412,397,552595.661993,4182726.30714,552530.444202,4182715.11511,552519.996343,4182775.99649,552585.214134,4182787.18852,155.98,10,162.76
413,467,552803.596406,4182602.0017,552759.140318,4182556.75487,552714.351123,4182600.76132,552758.80721,4182646.00815,132.51,10,162.76
414,537,552507.325399,4182289.97721,552479.150988,4182261.63212,552428.025485,4182312.44978,552456.199896,4182340.79487,127.2,10,162.76
415,542,552526.268476,4182144.71148,552458.876149,4182076.47227,552336.751718,4182197.08107,552404.144045,4182265.32028,128.14,10,162.76
416,547,552877.487462,4182310.41548,552832.620207,4182263.61175,552783.345848,4182310.84741,552828.213103,4182357.65114,137.61,10,162.76
417,556,552924.208125,4182545.60715,552885.923919,4182506.96912,552832.140511,4182560.26,552870.424717,4182598.89804,130.44,10,162.76
418,589,552984.422578,4182267.10039,552966.101822,4182248.82521,552939.120011,4182275.8743,552957.440767,4182294.14948,138.76,10,162.76
