,index,point1x,point1y,point2x,point2y,point3x,point3y,point4x,point4y,height,cluster,z
419,628,552615.75538,4182301.51941,552560.303935,4182245.40551,552504.389876,4182300.65948,552559.841321,4182356.77338,118.58,10,162.76
420,661,553003.651613,4182522.15284,552957.286588,4182475.37292,552908.755777,4182523.4733,552955.120803,4182570.25322,148.53,10,162.76
421,735,552714.340196,4182334.51245,552652.679049,4182272.12493,552603.199744,4182321.02815,552664.860891,4182383.41567,129.31,10,162.76
422,774,552577.767843,4182573.78432,552507.264793,4182562.04044,552497.939808,4182618.0219,552568.442858,4182629.76578,158.74,10,162.76
423,809,552617.361568,4182794.16689,552542.210999,4182781.24109,552524.705977,4182883.01523,552599.856547,4182895.94103,135.91,10,162.76
424,7,552503.590968,4182816.86333,552466.191396,4182810.17005,552461.709086,4182835.21556,552499.108658,4182841.90883,15.0,11,43.15
425,30,552511.272715,4182842.94433,552484.889856,4182838.47547,552478.512128,4182876.12774,552504.894988,4182880.5966,18.52,11,43.15
426,62,552636.594725,4182561.09856,552621.111773,4182539.51819,552599.614961,4182554.9412,552615.097913,4182576.52156,8.42,11,43.15
427,96,552485.949089,4182675.1808,552447.401581,4182669.20734,552443.121278,4182696.82871,552481.668785,4182702.80216,25.74,11,43.15
428,101,552336.014622,4182575.78244,552301.864608,4182570.69296,552292.590277,4182632.92311,552326.740291,4182638.01258,25.78,11,43.15
429,114,552350.856022,4182641.38665,552321.34391,4182636.59294,552315.956896,4182669.75769,552345.469007,4182674.5514,35.14,11,43.15
430,122,552307.479181,4182699.20497,552280.744127,4182694.53702,552273.710859,4182734.81909,552300.445913,4182739.48704,23.66,11,43.15
431,127,552697.115108,4182857.25737,552665.481819,4182851.92541,552656.545043,4182904.94523,552688.178331,4182910.27719,25.12,11,43.15
432,174,552269.384399,4182671.53538,552209.155579,4182660.91841,552198.384834,4182722.01959,552258.613653,4182732.63656,38.48,11,43.15
433,184,552502.527386,4182821.62883,552464.916259,4182815.68412,552460.640652,4182842.73513,552498.251779,4182848.67984,15.77,11,43.15
434,186,552525.346347,4182831.86645,552487.369617,4182825.68214,552483.003038,4182852.49652,552520.979769,4182858.68083,12.45,11,43.15
435,201,552484.663831,4182683.07781,552446.391838,4182676.66139,552441.978337,4182702.98658,552480.25033,4182709.403,15.7,11,43.15
436,204,552347.334674,4182654.70656,552319.377323,4182649.70257,552313.623225,4182681.85078,552341.580576,4182686.85477,40.18,11,43.15
437,207,552404.887466,4182650.12861,552375.715994,4182645.56458,552369.729829,4182683.82573,552398.901301,4182688.38977,30.29,11,43.15
438,237,552519.121662,4182746.46404,552476.125363,4182739.88166,552471.59275,4182769.48881,552514.589049,4182776.07119,32.46,11,43.15
439,245,552355.872259,4182607.18926,552328.334363,4182602.60438,552323.831603,4182629.64903,552351.369499,4182634.23391,17.04,11,43.15
440,247,552355.133685,4182614.53267,552327.181363,4182609.7682,552322.527689,4182637.07049,552350.480011,4182641.83496,15.79,11,43.15
441,258,552310.462005,4182528.62824,552262.337912,4182520.77042,552253.044907,4182577.68407,552301.169,4182585.54189,19.37,11,43.15
442,259,552506.725785,4182797.53121,552468.900464,4182791.13608,552462.378545,4182829.71138,552500.203865,4182836.1065,29.88,11,43.15
443,262,552523.385924,4182844.57123,552491.399368,4182839.35798,552485.333909,4182876.57333,552517.320465,4182881.78659,21.63,11,43.15
444,270,552349.468851,4182597.44326,552320.406477,4182592.60468,552313.316327,4182635.19077,552342.378702,4182640.02935,17.86,11,43.15
445,303,552652.30611,4182586.28629,552583.801663,4182574.59748,552576.747004,4182615.9426,552645.251451,4182627.63141,19.39,11,43.15
446,312,552550.469277,4182614.65575,552498.517654,4182605.98391,552488.523147,4182665.85942,552540.47477,4182674.53126,38.36,11,43.15
447,342,552515.031496,4182715.13156,552482.224102,4182709.69075,552477.038165,4182740.96131,552509.845559,4182746.40212,37.43,11,43.15
448,366,552529.127797,4182807.33462,552492.925737,4182801.65611,552488.71049,4182828.52946,552524.91255,4182834.20797,14.31,11,43.15
449,379,552333.672903,4182638.4114,552298.020528,4182632.35884,552288.035582,4182691.17478,552323.687957,4182697.22735,37.4,11,43.15
450,413,552357.279394,4182598.74455,552329.741187,4182594.15791,552325.026901,4182622.46248,552352.565108,4182627.04912,18.29,11,43.15
451,435,552488.071154,4182664.67558,552449.187901,4182658.26205,552444.105389,4182689.07574,552482.988642,4182695.48928,28.75,11,43.15
452,440,552530.401896,4182670.85035,552489.470051,4182664.01858,552482.946896,4182703.10142,552523.87874,4182709.93318,41.4,11,43.15
453,450,552320.935249,4182578.68085,552293.282234,4182574.53617,552284.714668,4182631.69836,552312.367682,4182635.84304,21.08,11,43.15
454,493,552384.970532,4182695.53685,552343.94207,4182688.81715,552334.679084,4182745.37419,552375.707546,4182752.09388,30.71,11,43.15
455,500,552509.744089,4182775.68054,552472.468251,4182769.48737,552465.569886,4182811.00767,552502.845724,4182817.20084,30.74,11,43.15
456,510,552340.998719,4182596.4321,552308.653059,4182590.09166,552279.887561,4182736.83849,552312.233221,4182743.17893,21.68,11,43.15
457,526,552359.17875,4182587.44986,552318.35992,4182580.44562,552313.666996,4182607.79473,552354.485826,4182614.79897,26.64,11,43.15
458,532,552593.423985,4182681.40235,552541.344635,4182672.57166,552531.928562,4182728.10336,552584.007911,4182736.93404,38.14,11,43.15
459,560,552504.761174,4182561.56721,552452.822338,4182553.11658,552446.112124,4182594.35857,552498.050959,4182602.8092,23.98,11,43.15
460,580,552413.45288,4182651.42087,552384.81112,4182647.03453,552378.932558,4182685.42018,552407.574318,4182689.80651,31.67,11,43.15
461,594,552399.284892,4182698.16949,552365.216404,4182692.1723,552355.178445,4182749.19536,552389.246933,4182755.19255,26.23,11,43.15
462,597,552429.610082,4182654.18834,552381.467008,4182646.55921,552372.50721,4182703.09932,552420.650284,4182710.72845,42.84,11,43.15
463,605,552360.762441,4182579.70109,552316.57609,4182572.25286,552311.943889,4182599.73323,552356.13024,4182607.18146,26.65,11,43.15
464,606,552481.817648,4182697.61025,552443.93096,4182691.26771,552439.176276,4182719.66942,552477.062964,4182726.01197,21.87,11,43.15
465,609,552401.103105,4182650.3024,552369.580596,4182645.61726,552361.255583,4182701.62952,552392.778091,4182706.31466,26.11,11,43.15
466,625,552281.124473,4182589.462,552245.831972,4182583.48358,552238.986835,4182623.89259,552274.279337,4182629.87101,35.11,11,43.15
467,629,552343.106783,4182686.23834,552284.226589,4182676.29578,552277.40323,4182716.70394,552336.283425,4182726.64651,35.63,11,43.15
468,632,552341.327185,4182639.87778,552313.788429,4182635.29787,552306.65456,4182678.19349,552334.193316,4182682.7734,33.11,11,43.15
469,672,552500.452206,4182834.4225,552461.716244,4182828.3117,552454.759939,4182872.40721,552493.495901,4182878.51802,18.46,11,43.15
470,677,552298.990521,4182575.15006,552264.363731,4182569.01129,552254.385028,4182625.29792,552289.011817,4182631.43669,18.1,11,43.15
471,678,552501.763284,4182583.10796,552448.62602,4182574.47453,552442.01324,4182615.17503,552495.150504,4182623.80847,30.08,11,43.15
472,679,552527.943873,4182814.03257,552490.953939,4182808.71099,552485.566356,4182846.1597,552522.556289,4182851.48128,13.65,11,43.15
473,688,552477.334779,4182728.37947,552438.294018,4182721.72218,552431.50845,4182761.51522,552470.549211,4182768.17251,35.73,11,43.15
474,697,552498.245762,4182604.05426,552445.381348,4182595.44441,552435.437064,4182656.50228,552488.301478,4182665.11212,37.09,11,43.15
475,700,552347.469358,4182667.72049,552309.936506,4182660.4207,552303.358427,4182694.2428,552340.891279,4182701.54258,40.79,11,43.15
476,712,552306.479545,4182576.30884,552279.212073,4182571.57759,552272.901339,4182607.94812,552300.168812,4182612.67937,12.42,11,43.15
477,741,552520.169495,4182739.61142,552478.184882,4182733.18253,552474.108175,4182759.80592,552516.092788,4182766.23481,26.59,11,43.15
478,752,552478.675321,4182717.38669,552440.572031,4182710.90051,552435.359975,4182741.51888,552473.463264,4182748.00507,33.87,11,43.15
479,754,552411.737178,4182700.15147,552379.29995,4182694.62758,552369.735202,4182750.79345,552402.17243,4182756.31734,43.15,11,43.15
480,760,552436.662002,4182704.29185,552406.239658,4182699.69765,552397.818846,4182755.45947,552428.241191,4182760.05367,23.54,11,43.15
481,772,552543.925942,4182720.07505,552482.071395,4182710.00553,552472.571424,4182768.36148,552534.425971,4182778.431,35.47,11,43.15
482,818,552773.944335,4183317.82763,552387.560617,4182336.75221,552340.004275,4182355.48165,552726.387993,4183336.55707,30.36,11,43.15
483,823,552316.986495,4182640.02067,552215.126122,4182623.42071,552198.938927,4182722.74826,552300.7993,4182739.34822,38.38,11,43.15
484,826,552339.779515,4182704.62405,552299.36633,4182698.19942,552292.978508,4182738.38105,552333.391693,4182744.80568,33.05,11,43.15
485,839,552413.477164,4182573.1388,552365.098988,4182564.49546,552358.708869,4182600.262,552407.087045,4182608.90534,34.89,11,43.15
486,1,552686.293115,4183565.52171,552660.171953,4183560.87537,552652.974151,4183601.34051,552679.095313,4183605.98685,19.5,12,32.36
487,3,552589.757214,4183306.67012,552557.572375,4183301.09594,552550.008724,4183344.76776,552582.193564,4183350.34194,15.5,12,32.36
488,4,552560.186242,4183546.57854,552529.84489,4183540.29451,552524.971887,4183563.82294,552555.313239,4183570.10697,9.0,12,32.36
489,20,552590.630664,4183572.24912,552564.416075,4183568.0907,552558.243691,4183607.00127,552584.45828,4183611.15969,21.22,12,32.36
490,25,552575.454713,4183504.63857,552540.046482,4183498.92881,552530.248293,4183559.69091,552565.656524,4183565.40066,16.56,12,32.36
491,27,552542.860918,4183475.45253,552512.961873,4183470.45639,552508.53487,4183496.94945,552538.433915,4183501.94559,13.38,12,32.36
492,28,552590.952204,4183350.45675,552563.790504,4183321.73294,552340.779906,4183532.61542,552367.941606,4183561.33922,11.82,12,32.36
493,31,552898.647945,4183387.19271,552892.972555,4183327.66083,552579.120277,4183357.5815,552584.795666,4183417.11338,13.94,12,32.36
494,35,552442.222859,4183482.4843,552416.041383,4183478.22458,552405.953447,4183540.22792,552432.134922,4183544.48765,11.96,12,32.36
495,50,552668.11389,4183362.73139,552633.709729,4183356.81255,552629.081736,4183383.7135,552663.485896,4183389.63233,10.58,12,32.36
496,52,552629.665561,4183338.0468,552572.036769,4183328.69542,552566.025816,4183365.73851,552623.654608,4183375.08989,26.35,12,32.36
497,59,552566.029635,4183464.76638,552470.34378,4183448.80013,552463.328036,4183490.84556,552559.013891,4183506.8118,11.87,12,32.36
498,74,552698.356626,4183435.83917,552670.078613,4183431.28194,552666.483257,4183453.59144,552694.76127,4183458.14867,20.13,12,32.36
499,86,552566.104979,4183318.60509,552529.040192,4183312.36429,552524.434401,4183339.71857,552561.499187,4183345.95937,12.69,12,32.36
500,99,552488.960921,4183353.33894,552449.718092,4183347.50368,552443.761164,4183387.56473,552483.003993,4183393.39999,18.54,12,32.36
501,124,552553.04063,4183400.64565,552515.294062,4183394.61725,552509.284951,4183432.24303,552547.031519,4183438.27143,10.75,12,32.36
502,162,552630.616849,4183436.96181,552579.933376,4183429.02926,552573.936805,4183467.34319,552624.620278,4183475.27574,16.43,12,32.36
503,168,552543.758998,4183568.09479,552511.67113,4183562.64989,552505.650394,4183598.1313,552537.738262,4183603.57619,19.81,12,32.36
504,180,552443.990511,4183346.15422,552417.267782,4183341.76898,552410.651773,4183382.08548,552437.374502,4183386.47072,13.71,12,32.36
505,195,552568.531958,4183326.86376,552528.03293,4183320.01204,552523.114105,4183349.08616,552563.613133,4183355.93787,11.24,12,32.36
506,200,552699.353275,4183469.38018,552653.202419,4183461.60174,552647.891523,4183493.1122,552694.04238,4183500.89065,23.56,12,32.36
507,205,552641.05869,4183524.90272,552600.883245,4183518.26107,552595.739002,4183549.37869,552635.914446,4183556.02034,12.05,12,32.36
508,220,552747.51738,4183532.90149,552700.177521,4183524.64211,552695.381797,4183552.1295,552742.721655,4183560.38888,17.79,12,32.36
509,221,552394.372967,4183486.86642,552354.084508,4183480.06623,552345.855801,4183528.81814,552386.14426,4183535.61832,12.44,12,32.36
510,228,552511.637868,4183423.19095,552461.89833,4183414.77745,552457.385402,4183441.45733,552507.12494,4183449.87082,17.14,12,32.36
511,241,552511.648221,4183439.05133,552457.545122,4183425.12107,552447.644882,4183463.57217,552501.74798,4183477.50243,22.5,12,32.36
512,250,552499.74431,4183491.95501,552438.995279,4183481.83315,552428.940035,4183542.18238,552489.689066,4183552.30424,22.47,12,32.36
513,261,552517.135972,4183294.22223,552466.658792,4183285.72872,552457.197362,4183341.95824,552507.674542,4183350.45176,20.73,12,32.36
514,265,552731.736029,4183277.29959,552685.097991,4183269.72633,552677.046903,4183319.30696,552723.684941,4183326.88022,12.74,12,32.36
515,266,552555.218737,4183523.04062,552495.656823,4183512.00069,552488.402499,4183551.13873,552547.964413,4183562.17867,19.35,12,32.36
516,267,552403.19282,4183522.79375,552377.091362,4183518.5795,552371.286387,4183554.5333,552397.387845,4183558.74755,14.15,12,32.36
517,281,552631.867025,4183571.08195,552521.127176,4183564.78425,552518.997846,4183602.2268,552629.737695,4183608.52449,18.27,12,32.36
518,295,552484.411798,4183389.03818,552455.381647,4183384.15224,552446.638856,4183436.09806,552475.669006,4183440.984,21.09,12,32.36
519,300,552567.213344,4183336.12336,552526.722131,4183328.67752,552521.396563,4183357.63851,552561.887776,4183365.08435,12.24,12,32.36
520,304,552753.369738,4183490.89936,552706.021148,4183482.65595,552700.534674,4183514.1692,552747.883264,4183522.41262,23.41,12,32.36
521,313,552985.851331,4183148.79249,552420.716106,4183077.7548,552358.265451,4183574.57649,552923.400676,4183645.61418,14.24,12,32.36
522,317,552560.163762,4183501.83603,552498.801783,4183491.70458,552491.919529,4183533.38751,552553.281507,4183543.51897,16.46,12,32.36
523,319,552458.685113,4183347.60083,552424.210692,4183342.15483,552418.249675,4183379.8894,552452.724096,4183385.3354,13.59,12,32.36
524,321,552739.480979,4183573.99038,552666.273329,4183561.78019,552658.555201,4183608.05515,552731.762851,4183620.26534,23.57,12,32.36
525,322,552585.998553,4183330.38622,552548.817148,4183324.46471,552544.556185,4183351.2195,552581.73759,4183357.14101,15.04,12,32.36
526,323,552468.999687,4183319.99881,552416.073844,4183311.48455,552408.987499,4183355.53425,552461.913342,4183364.04852,13.86,12,32.36
527,326,552610.135916,4183452.30364,552570.395572,4183445.99477,552560.646199,4183507.40732,552600.386543,4183513.71618,23.15,12,32.36
528,329,552572.021324,4183427.66532,552541.074373,4183422.5092,552534.792367,4183460.21368,552565.739318,4183465.3698,9.88,12,32.36
529,331,552718.270032,4183441.71125,552660.177702,4183432.25582,552655.846743,4183458.86437,552713.939074,4183468.3198,24.41,12,32.36
530,335,552569.033034,4183445.46891,552508.208729,4183435.41459,552502.408934,4183470.50083,552563.23324,4183480.55516,13.95,12,32.36
531,347,552386.110172,4183473.14282,552356.1108,4183468.07891,552350.758371,4183499.7875,552380.757743,4183504.85141,9.1,12,32.36
532,348,552576.18095,4183404.63203,552547.666465,4183399.97001,552541.499855,4183437.68706,552570.01434,4183442.34908,12.5,12,32.36
533,356,552399.873735,4183494.05184,552374.035833,4183489.40315,552366.338139,4183532.18775,552392.176041,4183536.83644,12.91,12,32.36
534,358,552865.137964,4183518.11832,552853.810322,4183469.32881,552475.235756,4183557.22388,552486.563398,4183606.01339,16.74,12,32.36
535,364,552751.182616,4183502.61485,552702.945315,4183494.30793,552696.901778,4183529.40203,552745.13908,4183537.70895,15.08,12,32.36
536,365,552856.120172,4183500.05008,552426.988357,4183481.83514,552425.093969,4183526.46565,552854.225785,4183544.68059,17.96,12,32.36
537,377,552712.217866,4183425.80183,552659.465471,4183417.40458,552654.011166,4183451.66907,552706.76356,4183460.06633,20.06,12,32.36
538,378,552746.503479,4183540.76466,552684.119483,4183529.77024,552674.645392,4183583.52767,552737.029388,4183594.52209,23.79,12,32.36
539,401,552590.472253,4183407.14377,552556.432847,4183401.54353,552550.252617,4183439.10822,552584.292024,4183444.70846,7.91,12,32.36
540,402,552596.461039,4183538.16233,552557.068301,4183531.6173,552544.93287,4183604.65714,552584.325608,4183611.20217,29.22,12,32.36
541,407,552667.248419,4183369.9848,552628.865938,4183363.38193,552623.126349,4183396.74613,552661.508831,4183403.349,10.31,12,32.36
542,422,552451.240551,4183484.23433,552422.658051,4183479.18406,552414.555765,4183525.03975,552443.138265,4183530.09002,8.39,12,32.36
543,423,552677.256893,4183563.54158,552636.694343,4183556.58876,552631.486159,4183586.97315,552672.048708,4183593.92597,23.81,12,32.36
544,428,552451.241176,4183526.71382,552412.390151,4183520.36619,552407.236983,4183551.90646,552446.088008,4183558.25409,17.05,12,32.36
545,455,552406.917775,4183540.21328,552380.202304,4183535.66446,552373.296916,4183576.22016,552400.012386,4183580.76898,14.11,12,32.36
546,461,552551.315605,4183548.30501,552515.285179,4183542.36525,552509.921177,4183574.90317,552545.951603,4183580.84292,13.37,12,32.36
547,463,552384.599039,4183536.19582,552345.464412,4183530.12295,552341.330174,4183556.7647,552380.464801,4183562.83757,12.57,12,32.36
548,466,552558.336273,4183437.5971,552509.307477,4183429.4418,552504.980479,4183455.45526,552554.009276,4183463.61056,10.19,12,32.36
549,468,552650.029467,4183417.52194,552624.169717,4183413.19572,552617.900915,4183450.66716,552643.760665,4183454.99338,13.39,12,32.36
550,470,552586.388192,4183430.29945,552552.20784,4183424.68904,552546.096609,4183461.92053,552580.276962,4183467.53094,10.67,12,32.36
551,471,552566.222843,4183563.85945,552530.587197,4183557.74529,552526.172751,4183583.47436,552561.808397,4183589.58852,14.21,12,32.36
552,476,552716.459626,4183432.25625,552414.180189,4183376.02399,552403.872063,4183431.43585,552706.151499,4183487.66811,15.69,12,32.36
553,478,552622.322679,4183512.39551,552593.946664,4183507.59706,552587.157424,4183547.74571,552615.533439,4183552.54417,11.47,12,32.36
554,479,552384.733294,4183543.47975,552343.903891,4183536.66252,552338.19484,4183570.8549,552379.024243,4183577.67212,13.51,12,32.36
555,483,552648.621843,4183481.30925,552587.105285,4183470.55046,552580.177103,4183510.16441,552641.693661,4183520.9232,27.85,12,32.36
556,485,552488.849631,4183460.86828,552462.6171,4183456.45108,552456.982693,4183489.9123,552483.215224,4183494.32949,13.47,12,32.36
557,491,552778.558753,4183339.01746,552722.294528,4183329.65424,552705.449096,4183430.87959,552761.713321,4183440.24281,30.46,12,32.36
558,494,552481.384069,4183442.96306,552436.835528,4183434.94504,552427.773027,4183485.29681,552472.321568,4183493.31482,21.74,12,32.36
559,498,552560.260774,4183461.54978,552533.299645,4183456.9503,552525.748014,4183501.21629,552552.709143,4183505.81577,20.99,12,32.36
560,501,552510.497528,4183430.20422,552464.351387,4183422.17922,552459.619024,4183449.39175,552505.765164,4183457.41674,17.69,12,32.36
561,515,552455.686946,4183441.08387,552404.239712,4183432.4552,552396.304021,4183479.77068,552447.751255,4183488.39934,21.04,12,32.36
562,520,552506.286052,4183456.04785,552463.664532,4183449.21273,552459.27832,4183476.56366,552501.89984,4183483.39879,17.61,12,32.36
563,531,552565.174901,4183569.94315,552535.028291,4183564.6549,552528.56876,4183601.47861,552558.71537,4183606.76686,18.28,12,32.36
564,545,552673.663928,4183139.83719,552639.517128,4183134.43728,552564.53285,4183608.60688,552598.67965,4183614.00679,18.7,12,32.36
565,548,552522.788862,4183357.97483,552469.616043,4183349.03051,552462.693434,4183390.18453,552515.866253,4183399.12885,21.44,12,32.36
566,554,552724.248866,4183489.56932,552690.904946,4183483.91499,552683.491306,4183527.6337,552716.835225,4183533.28803,17.25,12,32.36
567,558,552678.028788,4183575.04454,552634.786963,4183567.64077,552630.054341,4183595.2817,552673.296166,4183602.68548,19.83,12,32.36
568,562,552424.569056,4183543.94375,552386.718581,4183537.88618,552380.315236,4183577.89718,552418.165711,4183583.95475,13.79,12,32.36
569,563,552738.814075,4183593.49198,552633.645737,4183574.75682,552626.20616,4183616.51831,552731.374498,4183635.25346,25.34,12,32.36
570,564,552532.291066,4183532.12854,552493.211034,4183525.6211,552487.886673,4183557.5962,552526.966704,4183564.10364,23.21,12,32.36
571,574,552745.956041,4183279.59255,552711.922349,4183274.08811,552703.958745,4183323.32668,552737.992437,4183328.83112,11.97,12,32.36
572,576,552800.845205,4183584.54097,552740.233844,4183574.55105,552730.186385,4183635.51155,552790.797746,4183645.50147,30.93,12,32.36
573,582,552422.909505,4183378.13947,552371.390089,4183369.20721,552364.416233,4183409.43099,552415.935648,4183418.36325,28.48,12,32.36
574,584,552428.075439,4183522.46232,552390.616159,4183516.15068,552383.682789,4183557.29989,552421.142068,4183563.61153,10.63,12,32.36
575,585,552568.005301,4183551.25512,552531.584196,4183545.15614,552526.185928,4183577.39283,552562.607033,4183583.49181,10.34,12,32.36
576,599,552396.827471,4183474.45786,552366.594686,4183469.25151,552359.015148,4183513.2652,552389.247932,4183518.47155,10.46,12,32.36
577,601,552427.023871,4183421.45414,552364.616196,4183410.94203,552354.167207,4183472.97502,552416.574883,4183483.48712,26.83,12,32.36
578,602,552601.970749,4183365.97915,552567.268064,4183360.04507,552559.264584,4183406.84971,552593.967269,4183412.78379,15.54,12,32.36
579,610,552417.132017,4183477.8948,552382.961292,4183472.23993,552372.800864,4183533.63635,552406.971589,4183539.29122,12.98,12,32.36
580,613,552403.490358,4183395.63924,552368.042194,4183389.78974,552362.105543,4183425.76607,552397.553706,4183431.61557,32.36,12,32.36
581,619,552435.688061,4183481.66116,552398.2808,4183475.4203,552388.131881,4183536.25213,552425.539143,4183542.493,11.51,12,32.36
582,626,552562.683324,4183371.64869,552520.41646,4183364.46194,552514.469765,4183399.43578,552556.736628,4183406.62253,21.61,12,32.36
583,633,552529.108945,4183544.04632,552491.011389,4183537.89086,552485.672647,4183570.93353,552523.770203,4183577.089,22.4,12,32.36
584,644,552604.016161,4183409.07397,552570.739086,4183403.64656,552564.589862,4183441.34927,552597.866937,4183446.77668,10.32,12,32.36
585,652,552567.376191,4183402.93282,552539.714791,4183398.60661,552533.779928,4183436.55355,552561.441327,4183440.87977,12.36,12,32.36
586,656,552759.232841,4183456.10504,552683.913113,4183443.29659,552674.708254,4183497.4255,552750.027982,4183510.23395,29.08,12,32.36
587,684,552642.532852,4183515.67494,552602.249477,4183509.41168,552597.744247,4183538.38793,552638.027622,4183544.65119,12.7,12,32.36
588,687,552618.059785,4183411.35851,552584.365493,4183405.56648,552577.821362,4183443.63604,552611.515654,4183449.42806,11.53,12,32.36
589,695,552485.493898,4183286.74293,552446.233419,4183284.38933,552442.166215,4183352.23451,552481.426694,4183354.58811,24.19,12,32.36
590,702,552876.783627,4183470.62788,552444.279322,4183169.15505,552409.865183,4183218.52687,552842.369488,4183519.9997,12.52,12,32.36
591,727,552579.106476,4183374.61036,552542.807505,4183368.62561,552536.977912,4183403.98348,552573.276882,4183409.96823,14.77,12,32.36
592,737,552978.131801,4183445.25588,552960.327965,4183343.69021,552327.790783,4183454.5701,552345.594619,4183556.13576,13.63,12,32.36
593,748,552911.436983,4183576.89489,552382.35175,4183519.94202,552378.68174,4183554.03596,552907.766973,4183610.98883,10.84,12,32.36
594,756,552630.863093,4183583.56848,552584.185407,4183576.51782,552578.983025,4183610.9593,552625.660711,4183618.00996,13.52,12,32.36
595,780,552579.664555,4183366.37296,552522.283554,4183356.48179,552517.457807,4183384.4771,552574.838808,4183394.36827,19.44,12,32.36
596,783,552489.682182,4183553.51198,552452.588459,4183546.99429,552445.337493,4183588.26128,552482.431216,4183594.77897,14.87,12,32.36
597,784,552720.423879,4183428.55656,552692.380082,4183424.03134,552687.072131,4183456.9259,552715.115928,4183461.45112,27.57,12,32.36
598,789,552550.132566,4183561.32068,552513.466037,4183554.87832,552508.765386,4183581.63194,552545.431916,4183588.0743,14.63,12,32.36
599,792,552385.88942,4183519.23372,552347.153326,4183512.83969,552342.353418,4183541.91831,552381.089512,4183548.31234,16.76,12,32.36
600,793,552684.763652,4183521.48283,552643.607692,4183514.23905,552632.710478,4183576.15225,552673.866438,4183583.39603,27.56,12,32.36
601,805,552639.155666,4183536.36009,552578.205909,4183525.82148,552570.065983,4183572.89852,552631.015739,4183583.43713,16.96,12,32.36
602,811,552882.18497,4183382.56001,552551.472059,4183298.69074,552542.490916,4183334.10514,552873.203827,4183417.97441,13.02,12,32.36
603,813,552516.949904,4183394.44001,552463.976787,4183385.61391,552455.88584,4183434.17475,552508.858957,4183443.00085,23.32,12,32.36
604,814,552528.756058,4183322.34976,552477.600056,4183313.29703,552467.743185,4183368.99715,552518.899186,4183378.04988,20.72,12,32.36
605,824,552390.521568,4183520.49656,552365.533092,4183516.87278,552360.344855,4183552.64929,552385.333331,4183556.27307,10.61,12,32.36
606,827,552643.932051,4183416.24489,552603.032123,4183409.54506,552596.870859,4183447.15731,552637.770786,4183453.85713,18.82,12,32.36
607,832,552717.092108,4183448.57506,552656.765575,4183438.74898,552652.398579,4183465.55986,552712.725112,4183475.38593,24.53,12,32.36
608,834,552603.975032,4183552.90596,552597.952571,4183500.66702,552363.257691,4183527.72425,552369.280152,4183579.96318,10.78,12,32.36
609,844,552624.354612,4183354.93631,552569.018817,4183345.96367,552563.538285,4183379.76308,552618.87408,4183388.73571,15.31,12,32.36
610,5,552521.34445,4182165.04655,552491.1956,4182162.29516,552368.173379,4183510.33562,552398.322229,4183513.08701,12.0,13,28.2
611,222,552915.726797,4182148.05765,552870.324765,4182127.33922,552414.763024,4183125.65005,552460.165056,4183146.36847,12.33,13,28.2
612,337,553237.90773,4182761.8377,553195.785512,4182716.78981,552508.613412,4183359.33304,552550.73563,4183404.38093,17.19,13,28.2
613,354,553184.287742,4182244.89515,553141.637275,4182233.60434,552820.711872,4183445.88423,552863.362338,4183457.17504,13.77,13,28.2
614,406,552912.594415,4181944.86872,552703.102945,4181876.17529,552211.472906,4183375.47887,552420.964375,4183444.17229,18.02,13,28.2
615,421,552845.4896,4182572.44115,552803.599488,4182555.67994,552564.262302,4183153.8386,552606.152414,4183170.59981,18.5,13,28.2
616,477,552859.513721,4182558.90687,552813.950465,4182548.492,552603.066209,4183471.07438,552648.629464,4183481.48925,18.26,13,28.2
617,481,553602.339731,4182685.20815,553579.521164,4182653.33769,552517.185906,4183413.94697,552540.004472,4183445.81743,10.83,13,28.2
618,618,552938.666892,4182357.60284,552876.03458,4182347.41121,552694.04778,4183465.80551,552756.680091,4183475.99714,28.2,13,28.2
619,621,552921.319584,4182185.19631,552878.208205,4182175.24933,552562.82207,4183542.17086,552605.93345,4183552.11783,11.3,13,28.2
620,675,552854.602753,4182584.8985,552817.599394,4182567.16342,552349.82966,4183543.14145,552386.833018,4183560.87653,14.18,13,28.2
621,713,553076.670909,4182345.99749,553022.361901,4182326.46085,552570.004618,4183583.94804,552624.313626,4183603.48469,20.34,13,28.2
622,830,553292.470934,4182642.04589,553095.410096,4182443.54247,552517.816237,4183016.9388,552714.877074,4183215.44221,19.53,13,28.2
623,39,552883.823903,4182426.37241,552852.920734,4182394.7037,552816.813112,4182429.93847,552847.716282,4182461.60719,27.59,14,49.02
624,54,552758.299198,4182657.67575,552732.41736,4182653.98048,552725.316111,4182703.71789,552751.197949,4182707.41316,15.4,14,49.02
625,65,553279.521825,4182629.28355,552397.305437,4182482.60564,552387.410766,4182542.11863,553269.627154,4182688.79655,45.03,14,49.02
626,77,552748.856835,4182637.07503,552710.524998,4182630.32312,552698.23447,4182700.09868,552736.566306,4182706.8506,36.07,14,49.02
627,82,552759.703584,4182548.56243,552740.199548,4182529.21649,552720.427256,4182549.15036,552739.931292,4182568.4963,24.22,14,49.02
628,106,552970.888799,4182728.98912,552938.403534,4182697.29826,552915.896239,4182720.36975,552948.381503,4182752.06062,27.42,14,49.02
629,112,552779.11687,4182530.16355,552746.292463,4182497.34506,552725.9792,4182517.66198,552758.803607,4182550.48047,22.9,14,49.02
