index,point1x,point1y,point2x,point2y,point3x,point3y,point4x,point4y,height
195,553059.7611756299,4183542.2296110825,553052.1809879399,4183587.561596033,553019.8913671977,4183582.1622872245,553027.4715548877,4183536.830302274,16.77
196,553044.4760996972,4182126.850773868,553079.7495140343,4182162.1474491935,553045.4112517596,4182196.4630820863,553010.1378374225,4182161.1664067605,10.61
197,552384.8540186202,4183524.730603149,552381.1019368296,4183550.6055503795,552366.0105860411,4183548.4171794434,552369.7626678317,4183522.542232213,41.75
198,552695.9710833044,4182917.105659203,552687.2909439106,4182968.8427350633,552659.7892621038,4182964.228666184,552668.4694014976,4182912.491590324,163.41
199,552899.5248752965,4182699.326920639,552946.4224043649,4182746.6274076784,552905.6810920511,4182787.021640341,552858.7835629827,4182739.721153301,14.79
200,552528.9115641747,4182783.287772323,552523.4384707042,4182816.065112542,552496.2414567613,4182811.5238105804,552501.7145502317,4182778.7464703615,29.88
201,552500.9622066949,4182801.6282229084,552496.1073891409,4182830.342376698,552468.1420556447,4182825.614165205,552472.9968731987,4182796.9000114156,18.67
202,552877.7217705769,4183130.010852365,552915.4641716466,4183136.113776218,552911.610554505,4183159.9457569565,552873.8681534353,4183153.842833103,17.65
203,553067.9953053766,4183494.093966089,553058.6464241266,4183552.127719677,553025.9390228174,4183546.8587582204,553035.2879040674,4183488.8250046326,145.61
204,552894.6482254929,4182950.3703514542,552944.1826123231,4182958.6273538787,552937.0938041675,4183001.1536542596,552887.5594173373,4182992.896651835,24.93
205,552989.3105001096,4182643.733204675,553019.2904127901,4182674.067567795,553007.1751085944,4182686.0413072947,552977.1951959138,4182655.7069441746,10.82
206,552925.2234141631,4182189.5142309675,552894.2760142647,4182158.131235731,552908.7253917118,4182143.8824153496,552939.6727916102,4182175.2654105863,12.09
207,552746.1271208918,4183565.31474802,552750.975611201,4183538.0736363027,552770.5520750233,4183541.557939591,552765.7035847141,4183568.799051308,31.67
208,552384.6310337178,4182681.2341864635,552388.9967099683,4182652.733153901,552407.7542725772,4182655.606363685,552403.3885963267,4182684.1073962473,29.7
209,552310.4644352274,4182523.982920824,552318.639106999,4182476.9873842183,552338.9286834066,4182480.5166689013,552330.754011635,4182527.512205507,31.61
210,552583.441511112,4183135.1717573614,552587.5164678361,4183110.188677401,552606.3474924561,4183113.260180615,552602.272535732,4183138.2432605755,54.84
211,552696.1667173292,4182947.2939936,552732.9838455991,4182953.3248919058,552729.3517066046,4182975.4981935387,552692.5345783347,4182969.467295233,43.15
212,552405.9775876434,4182704.2412986294,552398.0827611801,4182750.550432911,552375.495912205,4182746.699804827,552383.3907386683,4182700.3906705454,12.95
213,553125.297965697,4182373.6092389207,553082.9015542597,4182417.201567431,553069.4536532268,4182404.122597699,553111.8500646641,4182360.530269188,111.31
214,553276.8292734292,4182726.1403774098,553241.2307888344,4182690.2185025234,553286.9478131991,4182644.913050268,553322.546297794,4182680.8349251533,87.33
215,552544.1457409845,4183199.2036885973,552494.6374285524,4183190.709710997,552501.8411122562,4183148.722053358,552551.3494246883,4183157.216030958,15.54
216,552565.0356110219,4183402.764844935,552571.3547798794,4183365.81000521,552596.20047706,4183370.0585463224,552589.8813082025,4183407.0133860474,179.05
217,553191.4033095492,4183311.6867448105,553113.4288229439,4183298.499690185,553123.3117674463,4183240.062264572,553201.2862540516,4183253.2493191976,103.94
218,552549.8829672968,4182521.547155219,552582.7540755391,4182527.0191264623,552575.8929582147,4182568.2350832373,552543.0218499724,4182562.763111994,17.32
219,553051.0899811385,4182324.8569605662,553033.00142631,4182342.685856335,553007.3611002334,4182316.672105957,553025.4496550618,4182298.8432101877,12.61
220,553097.9050618456,4183042.996339609,553133.8014690107,4183049.098414287,553127.7375749687,4183084.770217898,553091.8411678036,4183078.66814322,28.98
221,552279.6193550418,4182519.2015445805,552287.4113678832,4182471.8479271964,552318.141084946,4182476.904485981,552310.3490721046,4182524.258103365,23.32
222,552504.7475594586,4183437.251025921,552461.6388124923,4183430.067311779,552468.0877937858,4183391.367622833,552511.1965407522,4183398.551336975,93.18
223,553298.5981486586,4182636.003659632,553332.957254129,4182600.860712289,553367.8406218719,4182634.966027924,553333.4815164015,4182670.1089752666,100.7
224,552578.0271754692,4182470.996722657,552570.5302895986,4182517.3349199602,552520.2953030182,4182509.2075869385,552527.7921888888,4182462.869389635,194.91
225,553200.7263546761,4182728.145051345,553159.6322232068,4182768.7988781575,553129.3814787327,4182738.2205004767,553170.475610202,4182697.566673664,18.5
226,552587.008042645,4183113.2530109705,552613.9394346266,4183117.7096941373,552606.8875922471,4183160.323432696,552579.9562002654,4183155.8667495293,21.09
227,552452.3995150907,4183431.997491121,552459.4825600717,4183389.9114573845,552478.6514205612,4183393.1375608924,552471.5683755802,4183435.2235946287,49.02
228,553234.4564778309,4182766.7834259467,553194.6142631138,4182804.919557401,553169.8534551153,4182779.051033479,553209.6956698324,4182740.914902024,19.81
229,552511.4165099344,4183594.0382671854,552515.7642338076,4183568.4162878213,552537.9928710093,4183572.1882047076,552533.6451471361,4183597.810184072,13.76
230,552883.4547429505,4183414.264134269,552866.6923869153,4183411.0246245777,552870.8769289205,4183389.372340864,552887.6392849557,4183392.6118505555,82.0
231,553501.2572036593,4182755.6989353346,553458.8841274821,4182797.715896706,553419.6047546316,4182758.103611485,553461.9778308088,4182716.0866501136,13.09
232,552932.5227802887,4182182.381024965,552890.8087892898,4182223.656611622,552858.9798054767,4182191.4895595745,552900.6937964757,4182150.2139729178,64.44
233,552913.206826211,4182661.208123648,552888.8882281843,4182685.413024974,552853.5172773318,4182649.87592759,552877.8358753584,4182625.671026264,50.16
234,552587.1749017432,4182466.412913991,552669.0841964378,4182384.8644714137,552733.5298903112,4182449.595337686,552651.6205956165,4182531.143780264,13.51
235,552378.9780937245,4183547.5885185273,552374.9161478906,4183571.9165347493,552343.9501462971,4183566.7462726114,552348.012092131,4183542.4182563894,25.19
236,552669.0649930735,4182127.1800857084,552709.8362361894,4182086.9778414513,552741.6337495155,4182119.225398031,552700.8625063996,4182159.4276422877,12.81
237,552275.060889716,4182623.6330026947,552283.4289222893,4182577.488788984,552308.6102306498,4182582.0552988807,552300.2421980766,4182628.1995125916,18.9
238,552883.305077356,4183633.8756785635,552920.0484082494,4183640.039812216,552916.4519617272,4183661.4776057587,552879.7086308339,4183655.313472106,23.15
239,552604.4026712386,4183456.4472555537,552596.2372406326,4183507.993523662,552566.3686674341,4183503.2620509346,552574.5340980401,4183451.7157828263,16.74
240,552814.9812158204,4183481.853173238,552854.9542262978,4183488.8031289256,552851.6437624887,4183507.843423638,552811.6707520114,4183500.8934679506,35.63
241,552283.1634807887,4182712.6075125756,552288.3212704746,4182682.058784145,552337.3439391182,4182690.3356790496,552332.1861494323,4182720.8844074802,22.09
242,552442.248819685,4183328.3878449164,552448.901244786,4183288.3059377046,552465.2574247405,4183291.020585526,552458.6049996394,4183331.1024927376,33.35
243,553103.8477592432,4183146.636056591,553065.7991773653,4183140.2885739985,553074.0405607977,4183090.887422007,553112.0891426756,4183097.2349045994,83.92
244,552962.4233079385,4182213.145482788,552920.7706461214,4182254.3563558618,552893.7370498143,4182227.0329540335,552935.3897116315,4182185.8220809596,15.82
245,552441.6829089187,4183217.3883516546,552403.3122751326,4183210.866750825,552408.4601288293,4183180.5787258246,552446.8307626154,4183187.100326654,17.06
246,552446.5540244154,4183182.3318166253,552454.2671503514,4183136.6095079514,552479.3776805977,4183140.8455294413,552471.6645546617,4183186.567838115,27.85
247,552637.625323281,4183515.142646331,552585.9590409148,4183506.0995613546,552591.1684865026,4183476.3361910633,552642.8347688689,4183485.3792760395,19.53
248,553109.8953577951,4182466.3144237157,553066.9808609164,4182508.91541987,553051.928791347,4182493.7525821226,553094.8432882256,4182451.151585968,33.87
249,552444.6621071394,4182716.6687756954,552472.9075027378,4182721.4776071305,552469.3731579907,4182742.2371132425,552441.1277623923,4182737.4282818073,13.04
250,552862.0056317211,4183389.027067916,552865.2151873398,4183370.1829511314,552881.8605738315,4183373.018016014,552878.6510182128,4183391.8621327984,48.28
251,552784.8238578029,4183027.1938840956,552790.6964019306,4182990.4644785244,552832.6915042223,4182997.178937621,552826.8189600946,4183033.908343192,16.88
252,552648.3705981253,4183121.237449885,552667.4519875108,4183124.5181547576,552662.7568376338,4183151.8263054467,552643.6754482483,4183148.545600574,25.92
253,553233.2817147779,4182338.7706095297,553276.8224885832,4182384.0140855266,553246.7829642256,4182412.9230963057,553203.2421904204,4182367.679620309,39.01
254,553176.2531868836,4182261.3012154135,553137.2481083462,4182300.0525465077,553115.3297559919,4182277.9906706735,553154.3348345293,4182239.2393395794,13.16
255,553023.6207225458,4183409.384969116,553004.6132765692,4183406.2701858133,553007.3639261425,4183389.484805234,553026.371372119,4183392.5995885367,12.23
256,553247.5706807645,4182768.7831728547,553304.8194855325,4182745.0250820382,553315.6920689346,4182771.224258113,553258.4432641666,4182794.9823489296,19.09
257,552438.0841799652,4183141.8416196667,552434.277597524,4183166.5350271985,552410.1133508941,4183162.8100169175,552413.9199333353,4183138.1166093857,13.81
258,553004.7372769181,4183449.071994776,553021.7478403429,4183452.284581703,553017.6294386626,4183474.091410464,553000.6188752378,4183470.878823537,100.0
259,552821.738095901,4182874.501678116,552813.2369598881,4182925.7673109793,552781.2259381544,4182920.4590755305,552789.7270741672,4182869.1934426674,135.74
260,552945.9280266578,4182947.4377442254,552893.4356866032,4182938.931367612,552899.4721268436,4182901.6808568207,552951.9644668982,4182910.187233434,13.94
261,552635.302029523,4183362.282066512,552626.7160992804,4183413.0018321965,552587.6260396431,4183406.3845988424,552596.2119698856,4183355.664833158,20.4
262,552509.7552411217,4183456.60823807,552547.4766969461,4183462.9517925363,552541.4234158444,4183498.9471602566,552503.7019600201,4183492.60360579,16.85
263,553318.4086989234,4183447.7406010404,553202.0521662566,4183605.3101750016,553156.4401441049,4183571.628185439,553272.7966767717,4183414.058611478,18.15
264,552472.9647920376,4183118.627395729,552477.3730637274,4183092.3217197424,552501.1381049854,4183096.3042350993,552496.7298332956,4183122.609911086,19.39
265,552582.5167410668,4182611.8547386383,552587.8892493173,4182580.366851803,552646.5362736015,4182590.3732908973,552641.1637653509,4182621.8611777327,16.86
266,553010.50414809,4183485.4911212684,553042.9588486473,4183490.77204427,553039.6460249332,4183511.13149689,553007.1913243759,4183505.8505738885,40.18
267,552341.532055225,4182658.7466847524,552337.5396260294,4182681.0523807686,552319.4260190214,4182677.8102809303,552323.418448217,4182655.5045849136,34.37
268,552487.4153079924,4182504.5546876425,552479.8369269134,4182552.432564758,552458.4614288602,4182549.049130075,552466.0398099392,4182501.1712529594,24.19
269,552447.4578074871,4183347.545502056,552450.9374233441,4183289.6649573976,552480.212393577,4183291.4248864246,552476.73277772,4183349.305431083,64.41
270,552881.2990550065,4183042.494560403,552836.8428679704,4183035.1350765573,552844.2095550211,4182990.6353773586,552888.6657420573,4182997.9948612032,67.71
271,552554.5326455478,4182432.9097256633,552525.7602605931,4182404.297357524,552567.8563520375,4182361.9658405306,552596.6287369921,4182390.578208671,29.08
272,552688.0038003013,4183449.0642272998,552753.4652199072,4183460.195716372,552745.9371754781,4183504.466206328,552680.4757558722,4183493.334717255,28.2
273,552923.4461445408,4182383.115938396,552902.3250996072,4182404.693879895,552871.3387945944,4182374.363686417,552892.459839528,4182352.7857449185,25.12
274,552662.3064927256,4182900.8457028978,552669.5811945794,4182857.686715119,552691.3537242094,4182861.3566033584,552684.0790223556,4182904.515591137,9.88
275,552540.5458967583,4183456.1037571486,552545.1851347842,4183428.261955318,552566.267874678,4183431.774940907,552561.6286366521,4183459.6167427376,63.28
276,552755.4575066195,4182820.5432939734,552746.9162842986,4182872.548575641,552714.951485501,4182867.2987540034,552723.4927078219,4182815.2934723357,8.51
277,553457.4154838286,4183275.645208819,553552.981298408,4183331.6009687996,553533.0589082926,4183365.6260529095,553437.4930937132,4183309.670292929,32.8
278,552522.4010054842,4182311.4906899137,552477.4919762656,4182356.0853442764,552448.6844937948,4182327.074780331,552493.5935230134,4182282.4801259683,135.89
279,553215.3026895353,4182821.7389733,553295.5969640182,4182744.946638547,553339.8361119146,4182791.203212142,553259.5418374317,4182867.995546895,13.72
280,552840.4475787487,4183404.4661132293,552862.2066993811,4183408.1453894894,552859.375923361,4183424.8865071847,552837.6168027286,4183421.2072309246,12.05
281,552604.9993281933,4183524.015514142,552635.3091593396,4183529.025674378,552631.7972119951,4183550.271807434,552601.4873808487,4183545.261647198,73.82
282,553266.1554550421,4182603.058174477,553324.2909745432,4182545.4716874333,553390.74680672,4182612.561112849,553332.611287219,4182670.1475998927,66.51
283,552634.5286732306,4183114.4389691493,552642.9064371936,4183065.200565493,552712.4920919897,4183077.040352079,552704.1143280267,4183126.278755735,18.89
284,552447.05851365,4183183.1690285373,552416.398193338,4183178.0198875433,552424.3102429967,4183130.9079562267,552454.9705633087,4183136.057097221,90.55
285,552950.8862376902,4182674.640464249,552923.8161232504,4182647.3108918434,552946.8962910676,4182624.4498395436,552973.9664055074,4182651.7794119497,26.23
286,552393.4941413238,4182702.226202251,552385.1891952798,4182749.4025885086,552360.9693255086,4182745.1389149297,552369.2742715526,4182697.962528672,10.32
287,552574.8677055483,4183409.3922039745,552598.2750648494,4183413.2095681117,552593.7368980817,4183441.0367536456,552570.3295387806,4183437.2193895085,7.08
288,552982.0734747471,4182435.0257872147,552950.5350785775,4182466.195478879,552934.1465368986,4182449.6130780755,552965.6849330682,4182418.443386411,20.98
289,552759.602922692,4183493.011548603,552767.6980150187,4183441.7725648414,552818.3590514696,4183449.776349018,552810.2639591428,4183501.0153327794,45.06
290,552399.8987958329,4182426.4306757054,552429.241269646,4182348.155107686,552488.6109611138,4182370.4105018177,552459.2684873007,4182448.6860698373,29.44
291,552866.1405232581,4183105.767002405,552874.8302204502,4183056.8215676607,552903.4434743195,4183061.901520737,552894.7537771275,4183110.8469554815,31.6
292,552815.4871001341,4182422.178372757,552857.5598054621,4182379.9020105344,552873.1494219797,4182395.416527571,552831.0767166517,4182437.692889794,48.87
293,552395.1240077866,4182702.3080933625,552418.1853083805,4182706.2586859576,552410.0317911583,4182753.854257265,552386.9704905644,4182749.90366467,18.7
294,552599.5351993429,4183576.6244809288,552594.5206101513,4183608.288823416,552570.2518063339,4183604.445444026,552575.2663955254,4183572.781101539,51.64
295,552505.455316321,4183173.6189052383,552485.1278805477,4183170.217870762,552489.4403409614,4183144.4429888246,552509.7677767348,4183147.844023301,21.96
296,552770.8201667247,4182531.8107249257,552750.852943337,4182511.6166381,552762.4707803882,4182500.129317594,552782.4380037759,4182520.32340442,24.69
297,552884.2317850236,4182049.419067722,552939.6274093464,4182105.0723394356,552895.7896591905,4182148.7071422786,552840.3940348676,4182093.0538705653,24.74
298,552931.1378127853,4182440.4117748123,552907.5063187196,4182416.71293291,552925.0012413925,4182399.267727654,552948.6327354582,4182422.9665695564,23.26
299,553210.9977323802,4182646.8108266164,553287.0525840505,4182725.6489213724,553263.262808895,4182748.5988395093,553187.2079572247,4182669.7607447538,17.19
300,552572.2589994514,4183380.2970660785,552524.1536725793,4183372.2035963982,552528.8085340055,4183344.5363981123,552576.9138608776,4183352.6298677926,19.8
301,552722.5994327818,4182698.87718464,552729.1217905846,4182653.0522486977,552747.3124430482,4182655.641361843,552740.7900852454,4182701.4662977853,46.64
302,553494.9466773397,4182989.9473317754,553532.8546483123,4182952.4096888136,553570.4452722075,4182990.3711634036,553532.5373012349,4183027.9088063654,54.62
303,553446.0701170168,4182805.353625972,553409.7442422954,4182841.4867338985,553373.7309896301,4182805.281353855,553410.0568643515,4182769.148245929,18.5
304,552817.8557219123,4182564.9125081063,552837.1236770079,4182584.155307052,552813.2738861272,4182608.0362768117,552794.0059310317,4182588.793477866,12.36
305,552561.9201549097,4183407.202810479,552557.205357477,4183435.216106078,552539.4573875851,4183432.2290215134,552544.1721850178,4183404.215725914,173.34
306,552943.5538100861,4182286.0542937536,552987.0164222727,4182242.8613434127,553022.3434258946,4182278.408900271,552978.8808137081,4182321.601850612,85.44
307,552674.4673890331,4183074.0832116306,552682.5351592321,4183024.7502668933,552720.6950219197,4183030.990822867,552712.6272517206,4183080.3237676043,26.54
308,553522.9337626621,4182861.078205176,553559.1510630583,4182825.3323817486,553599.9559212287,4182866.6754440786,553563.7386208326,4182902.4212675057,36.07
309,552704.0258016472,4182696.0414056187,552714.583800914,4182636.114774755,552743.0672279769,4182641.133044558,552732.5092287101,4182701.0596754216,45.03
310,553243.6333716537,4182626.3744036034,553272.1483070476,4182655.251093857,553254.1897270859,4182672.984696388,553225.674791692,4182644.1080061337,32.05
311,553141.2284573396,4182427.265747342,553154.8856620165,4182440.985219224,553129.8966889698,4182465.860777299,553116.2394842929,4182452.141305417,34.78
312,552486.048098487,4182486.8618903765,552491.0259436578,4182457.0684546903,552517.2173050002,4182461.444470365,552512.2394598293,4182491.2379060513,79.77
313,553172.9414830031,4182923.345987737,553105.2811974394,4182989.7978723124,553068.5870013917,4182952.4364069607,553136.2472869554,4182885.9845223855,18.7
314,552640.5837194785,4183166.9258518238,552644.840386795,4183140.3135248837,552666.5319191249,4183143.7831063643,552662.2752518083,4183170.3954333044,50.64
315,552903.2778700498,4182845.2322239485,552897.2233938754,4182882.697202627,552862.3281244086,4182877.0580007634,552868.382600583,4182839.593022085,19.09
316,552615.5849829356,4183163.8748086253,552607.9597663992,4183210.2291763173,552588.7697983832,4183207.0724584344,552596.3950149196,4183160.7180907424,16.61
317,552945.8315876031,4183600.517368368,552932.2644662402,4183664.692188574,552909.0573456954,4183659.785999201,552922.6244670583,4183595.6111789946,10.83
318,552554.0024937149,4183405.599050788,552549.6905987404,4183433.624484376,552533.0226390461,4183431.0600105235,552537.3345340206,4183403.0345769357,23.66
319,552284.8108204781,4182700.321781172,552301.6948230873,4182703.270459512,552296.3801270511,4182733.702175489,552279.496124442,4182730.7534971493,24.05
320,552524.2259995681,4182287.9589661635,552461.1458447943,4182216.8031940674,552489.5466862503,4182191.6256234786,552552.626841024,4182262.781395574,36.39
321,552740.0071185373,4182537.977064614,552699.1547993852,4182496.8064496005,552741.2175402907,4182455.0689017083,552782.0698594428,4182496.239516722,130.44
322,552839.2241358496,4182560.352430131,552885.8724534148,4182514.052234294,552917.1521855718,4182545.567152377,552870.5038680066,4182591.867348214,16.23
323,552958.7168861523,4182432.5945608476,552933.8687343681,4182457.283146754,552917.0097648422,4182440.3152152854,552941.8579166264,4182415.6266293796,16.86
324,552807.7231850049,4182494.380376326,552795.1084569737,4182506.7725334805,552773.1757580258,4182484.445909571,552785.790486057,4182472.0537524167,100.92
325,552506.3935033595,4182767.475787672,552510.9648605208,4182737.4468132076,552539.2169308357,4182741.747669506,552534.6455736745,4182771.7766439705,13.74
326,552990.4562869378,4183449.7476197104,553007.7040296287,4183452.9135066574,553003.802790103,4183474.1674480126,552986.5550474122,4183471.0015610657,99.24
327,552579.3496439012,4182632.355935733,552637.8984756286,4182642.5366170723,552630.7907354921,4182683.4130444285,552572.2419037648,4182673.232363089,114.47
328,552673.3889873993,4182750.66843535,552665.9219012298,4182795.359555038,552622.1608690852,4182788.0478698495,552629.6279552547,4182743.3567501614,50.09
329,552878.4119973839,4182441.6203537323,552901.8578146454,4182421.200211116,552923.9924761998,4182446.614589444,552900.5466589383,4182467.0347320596,118.67
330,552618.9389171605,4183056.4935470507,552610.4837198897,4183107.191406717,552572.4851931966,4183100.8541561645,552580.9403904674,4183050.156296498,54.19
331,552569.1382212201,4183049.455801695,552564.0169280949,4183080.528564443,552514.6302238186,4183072.388837984,552519.7515169438,4183041.316075236,37.09
332,552441.1761107382,4182652.3722310844,552449.5074783317,4182601.185349544,552492.5067279786,4182608.184067658,552484.1753603851,4182659.3709491985,20.73
333,552511.3873808136,4183298.3087650393,552503.5829812298,4183344.6928302967,552462.9579334753,4183337.857420247,552470.7623330591,4183291.4733549897,25.74
334,552480.2407951119,4182679.354831031,552477.4914797975,4182697.095490769,552448.827807935,4182692.65340839,552451.5771232493,4182674.912748652,13.77
335,552843.5558347263,4183447.21316672,552847.14190856,4183425.8576409193,552864.1313595795,4183428.710552448,552860.5452857459,4183450.0660782484,168.55
336,553284.6241411555,4183058.701330848,553334.1783952278,4183109.490691195,553300.0308931903,4183142.8077871446,553250.476639118,4183092.018426798,57.94
337,552267.4135704669,4182468.7786452677,552270.8236300824,4182439.581187316,552287.9211654691,4182441.5780602987,552284.5111058535,4182470.77551825,10.34
338,552535.6895642063,4183550.913012862,552562.2481101862,4183555.3601970896,552558.5015119079,4183577.7348498027,552531.942965928,4183573.2876655753,111.29
339,552908.7601011398,4182515.8927863254,552857.0128208383,4182465.365804523,552898.4614484545,4182422.916133578,552950.208728756,4182473.4431153797,34.86
340,552329.773043864,4182429.9535457254,552379.1106747704,4182438.363609572,552371.067957151,4182485.546204213,552321.7303262446,4182477.1361403666,35.14
341,552321.6932656604,4182665.625660752,552325.4747126134,4182642.331116624,552345.1171546992,4182645.519711016,552341.3357077462,4182668.814255144,128.14
342,552343.816058358,4182197.133541599,552458.8310670746,4182083.543559137,552519.1973075615,4182144.6671153284,552404.1822988449,4182258.25709779,13.77
343,552862.8813210016,4183404.378318712,552841.0956839386,4183400.855569592,552843.8664086657,4183383.7206555647,552865.6520457286,4183387.2434046846,31.35
344,552721.0077556064,4182663.4190306887,552714.4233311823,4182697.3527493672,552692.12028493,4182693.025115138,552698.7047093541,4182659.0913964594,13.14
345,552594.088020881,4183436.3632818903,552589.3866136731,4183464.3459393536,552566.1522841232,4183460.4423056636,552570.8536913312,4183432.4596482003,18.3
346,552376.7835843511,4182717.2809824357,552397.0112018917,4182720.6302039614,552392.2263372785,4182749.5283854157,552371.9987197379,4182746.17916389,41.03
347,552276.5718802599,4182527.891931197,552268.6467113149,4182575.0532736587,552228.3475103473,4182568.2812447185,552236.2726792922,4182521.119902257,50.63
348,552715.8972215707,4182619.8625560915,552707.7259163051,4182667.098369589,552685.6124110175,4182663.272962788,552693.7837162832,4182616.0371492906,27.86
349,552982.301972125,4182388.9914011704,552964.7433577692,4182406.1280982257,552941.6569163701,4182382.4732527174,552959.2155307259,4182365.3365556616,26.11
350,552395.4240072457,4182654.5123621975,552388.5647007232,4182700.6631508875,552366.9321843637,4182697.4479499175,552373.7914908862,4182651.2971612276,23.41
351,552710.057533051,4183488.4433485568,552747.5661719717,4183494.9036402754,552743.8343207807,4183516.5708752745,552706.32568186,4183510.110583556,34.74
352,552865.0903880876,4182254.384894004,552839.5371880245,4182279.8512368524,552825.7765305068,4182266.0436463146,552851.3297305699,4182240.5773034664,19.76
353,553054.3848188786,4183590.891174635,553033.7222843928,4183679.3798517436,553009.860147528,4183673.8079272667,553030.5226820138,4183585.319250158,207.06
354,552735.6912444361,4182991.7248206683,552744.7306621436,4182937.4989868463,552838.1428483892,4182953.070748697,552829.1034306817,4183007.296582519,127.19
355,553350.991230217,4182889.488896801,553314.2612171639,4182925.1464409907,553283.8607010487,4182893.8315711897,553320.5907141019,4182858.1740269996,115.69
356,553029.3321886298,4182555.5306948535,552987.2273241447,4182596.720478206,552958.6063843456,4182567.4636894204,553000.7112488307,4182526.273906068,31.94
357,552417.5380727034,4182550.813125713,552411.6250525822,4182584.5814392106,552368.2133627462,4182576.9798100824,552374.1263828673,4182543.2114965846,34.44
358,552496.3118112304,4182488.166876383,552468.6107628564,4182483.6709065386,552473.2290680102,4182455.216112823,552500.9301163842,4182459.7120826677,17.06
359,552890.630597019,4183116.5339800664,552883.7406775367,4183154.858629946,552865.7608378807,4183151.626254753,552872.650757363,4183113.3016048735,34.73
360,552756.5694607075,4182502.951025367,552732.3829030409,4182527.7898307545,552706.3124118512,4182502.4039303986,552730.4989695179,4182477.565125011,163.58
361,553270.1048468186,4183058.252025914,553345.4787904052,4182985.118352812,553412.0547327981,4183053.7336857123,553336.6807892115,4183126.8673588145,21.74
362,552433.5787181545,4183481.2568475883,552440.870505095,4183440.7502538622,552475.5778908359,4183446.998097455,552468.2861038954,4183487.5046911812,17.86
363,552319.0694993002,4182631.0799325495,552324.5170914573,4182598.3579149363,552343.7155681129,4182601.5540953213,552338.2679759559,4182634.2761129346,66.57
364,552614.2469916737,4183059.863550619,552576.424849577,4183053.539159511,552584.0572806129,4183007.8944664085,552621.8794227096,4183014.2188575165,33.05
365,552303.5190236446,4182703.920992269,552334.0583939684,4182708.7739527556,552329.2421957724,4182739.081980334,552298.7028254486,4182734.2290198477,13.14
366,552545.4061737531,4183499.465254097,552553.9138987248,4183448.5929076443,552575.1885561559,4183452.150811828,552566.6808311841,4183503.0231582806,144.78
367,552662.0268346963,4182268.4444849202,552704.6052708074,4182226.5187746882,552755.7147684225,4182278.423977172,552713.1363323114,4182320.349687404,15.51
368,552407.8113621289,4183577.1795739904,552414.1272570499,4183537.7038933015,552443.6868305261,4183542.433264822,552437.3709356051,4183581.9089455106,12.52
369,552853.2339686778,4183498.742486754,552805.6635419222,4183490.709652492,552810.4467792056,4183462.3833318665,552858.0172059612,4183470.4161661286,36.86
370,552672.002769855,4183315.3420316316,552636.6174033704,4183309.4239134872,552643.5441997871,4183268.007499727,552678.9295662716,4183273.9256178713,258.49
371,552617.2651271119,4183230.7559590326,552605.4953814064,4183300.769443271,552542.3465430596,4183290.1536915055,552554.1162887651,4183220.140207267,17.59
372,552455.2210568717,4183108.2097475263,552474.0049326929,4183111.901556841,552468.7674704078,4183138.549694051,552449.9835945866,4183134.8578847363,69.12
373,552808.6772733851,4182882.323587797,552756.7335834805,4182873.9438588284,552765.0216331126,4182822.568464516,552816.9653230172,4182830.948193485,13.73
374,552853.4350550544,4183448.687178321,552815.9297118754,4183442.3359833015,552819.9800573806,4183418.417713166,552857.4854005596,4183424.768908186,19.33
375,552384.4422810808,4182652.3509836257,552376.7218831453,4182699.03169339,552348.2790100347,4182694.3276025583,552355.9994079702,4182647.646892794,12.5
376,552547.2416090353,4183433.5594993858,552551.7940257415,4183405.7106332188,552570.4396684314,4183408.7586113582,552565.8872517252,4183436.6074775252,24.41
377,552664.3084903446,4183437.993632262,552712.5684866903,4183445.8483206723,552709.844151916,4183462.5869077924,552661.5841555703,4183454.732219382,10.58
378,552637.7901767384,4183362.587686612,552662.3394216787,4183366.8121422855,552659.406353094,4183383.8568516327,552634.8571081538,4183379.632395959,17.02
379,552674.6501046639,4183143.171219898,552670.0735955782,4183171.7607851736,552652.382264627,4183168.92882407,552656.9587737127,4183140.339258794,14.31
380,552496.9863224274,4182807.4467987935,552523.3741033364,4182811.105388566,552521.0113423297,4182828.146932894,552494.6235614207,4182824.4883431215,8.88
381,553076.3517482614,4182360.018180966,553051.0499846675,4182385.46987552,553037.8527062633,4182372.350339704,553063.1544698572,4182346.8986451505,32.5
382,552576.6254394836,4183204.892548138,552581.2584849516,4183176.4477250082,552603.313432305,4183180.0399981407,552598.680386837,4183208.48482127,4.68
383,553430.500969877,4182640.12115598,553448.5741844545,4182650.4357411386,553438.9943800382,4182667.22147301,553420.9211654607,4182656.9068878517,73.47
384,552690.5576904236,4182853.149695186,552747.5873837353,4182862.6644020053,552743.9235588484,4182884.624806422,552686.8938655367,4182875.1100996025,28.82
385,552934.8518681221,4182371.720912669,552916.2658137344,4182390.7076020883,552885.1525428328,4182360.2508472325,552903.7385972205,4182341.264157813,165.17
386,552909.7577629089,4182912.942619085,552857.8858807986,4182904.563946276,552863.9232804952,4182867.186751527,552915.7951626056,4182875.5654243357,83.15
387,552739.6463159043,4183182.830397875,552798.4933746376,4183192.6904340326,552791.5149702613,4183234.3392237155,552732.667911528,4183224.479187558,92.19
388,552587.9265919386,4182949.131535289,552533.6153141297,4182940.1968448884,552541.6848808462,4182891.1443920243,552595.996158655,4182900.0790824248,165.69
