id,path length,smoothed path length,runtime,runtime with smoothing,step size,goal bias,altitude,origin_x,origin_y,destination_x,destination_y
1557015182.897742,2133.382453345976,1985.062995327714,78.71954393386841,110.73265600204468,10,0.05,8.79,552182,4182354,553533,4182497
1557015309.417056,2207.5992826942497,1976.3594080928854,80.61617588996887,112.40443086624146,10,0.05,8.79,552182,4182354,553533,4182497
1557015437.069287,2010.9044001005989,1866.7877017234396,49.42363405227661,83.83070302009583,10,0.05,8.79,552182,4182354,553533,4182497
1557015547.14926,2055.8309776361557,1884.4345403324553,60.75748801231384,91.19896984100342,10,0.05,8.79,552182,4182354,553533,4182497
1557015661.876218,1856.09622536096,1709.256104377551,43.41877603530884,64.72225284576416,10,0.05,8.79,552182,4182354,553533,4182497
1557015770.541493,2292.243784445616,2020.2969825382274,118.34112095832825,148.422669172287,10,0.1,8.79,552182,4182354,553533,4182497
1557015950.592658,2027.1075071156397,1828.9156527260216,32.516380071640015,64.45238304138184,10,0.1,8.79,552182,4182354,553533,4182497
1557016042.826447,2026.181801088716,1879.05511054285,55.97453498840332,86.35256695747375,10,0.1,8.79,552182,4182354,553533,4182497
1557016142.753545,2186.065430552667,1926.8931345893611,77.08033895492554,109.07596898078918,10,0.1,8.79,552182,4182354,553533,4182497
1557016269.231786,1950.0292537646014,1781.8149983955932,50.90436506271362,72.46005487442017,10,0.1,8.79,552182,4182354,553533,4182497
1557016578.847002,1994.8302310814381,1828.7592284034688,39.314138889312744,67.76149702072144,10,0.1,8.79,552182,4182354,553533,4182497
