id,path length,smoothed path length,runtime,runtime with smoothing,step size,goal bias,altitude,origin_x,origin_y,destination_x,destination_y
1557011371.14832,2004.2518791194352,1842.2974061351615,41.264477014541626,49.9744770526886,20,0.1,8.79,552182,4182354,553533,4182497
id,path length,smoothed path length,runtime,runtime with smoothing,step size,goal bias,altitude,origin_x,origin_y,destination_x,destination_y
1557011448.180425,2010.1359433064742,1883.268619075475,34.88743615150452,50.902369022369385,20,0.1,8.79,552182,4182354,553533,4182497
id,path length,smoothed path length,runtime,runtime with smoothing,step size,goal bias,altitude,origin_x,origin_y,destination_x,destination_y
1557011520.635977,2093.318171225007,1875.8974704929844,20.861387968063354,29.341520071029663,20,0.1,8.79,552182,4182354,553533,4182497
1557011599.833192,2179.2026935590093,1985.0353433574853,38.19108581542969,54.09307789802551,20,0.1,8.79,552182,4182354,553533,4182497
1557011694.926421,2022.7286948259793,1896.3630267178628,29.863046169281006,45.351261138916016,20,0.1,8.79,552182,4182354,553533,4182497
1557011798.499953,2070.8508382485707,1853.330066155534,52.61370086669922,70.55018496513367,10,0.1,8.79,552182,4182354,553533,4182497
1557011914.036671,2055.482470782822,1908.8697420429935,75.32334399223328,92.58764100074768,10,0.1,8.79,552182,4182354,553533,4182497
1557012023.149003,2016.6982918520118,1822.9517013070185,30.10754704475403,44.83560085296631,10,0.1,8.79,552182,4182354,553533,4182497
1557012085.248479,2373.2837224142295,2114.276179347825,81.06527519226074,96.4073691368103,10,0.1,8.79,552182,4182354,553533,4182497
1557012217.555398,2000.237279097369,1884.2227148851102,51.69851994514465,61.39139103889465,10,0.1,8.79,552182,4182354,553533,4182497
1557012322.660677,2053.2602711402787,1868.1361085179922,102.04712796211243,116.27714705467224,5,0.1,8.79,552182,4182354,553533,4182497
1557012460.366466,2006.5821510544972,1867.2678724843972,94.26426005363464,111.41357398033142,5,0.1,8.79,552182,4182354,553533,4182497
1557012587.823274,2298.437840045812,2059.346035146842,174.98489499092102,191.13718819618225,5,0.1,8.79,552182,4182354,553533,4182497
1557012813.828123,864.9999999985195,704.4049195066071,178.675843000412,182.02284789085388,5,0.1,8.79,552182,4182354,553533,4182497
1557013026.397207,1997.5223492870355,1839.1403724228126,97.70046186447144,113.75970697402954,5,0.1,8.79,552182,4182354,553533,4182497
1557013163.112486,691.0000000002517,618.9904320150706,197.35942220687866,211.89833402633667,1,0.1,8.79,552182,4182354,553533,4182497
1557013428.13874,2035.1837243128994,1843.7059646382831,102.14121389389038,119.52764987945557,5,0.1,8.79,552182,4182354,553533,4182497
1557013679.93625,2014.5822553103126,1874.4551411410446,11.000770092010498,25.954731941223145,50,0.1,8.79,552182,4182354,553533,4182497
1557013750.211106,2108.4209205692855,1877.3990194714465,4.9580769538879395,13.788733959197998,50,0.1,8.79,552182,4182354,553533,4182497
1557013771.361863,1849.898926901675,1774.4281637820823,11.479947090148926,23.3611102104187,50,0.1,8.79,552182,4182354,553533,4182497
1557013813.25293,1878.5100382870096,1797.9635418114353,13.775463104248047,26.988304138183594,50,0.1,8.79,552182,4182354,553533,4182497
1557013847.188505,1921.9470411701682,1774.4314434694459,9.205826044082642,20.77918815612793,50,0.1,8.79,552182,4182354,553533,4182497
1557013906.084004,2275.2309748712314,2068.8549747865436,15.332362174987793,32.39424204826355,40,0.1,8.79,552182,4182354,553533,4182497
1557013947.524944,2030.115456073429,1904.3643263862564,15.438457012176514,31.820128917694092,40,0.1,8.79,552182,4182354,553533,4182497
1557014029.972983,2103.4266125586837,1948.2126225537909,18.747209072113037,32.79428815841675,40,0.1,8.79,552182,4182354,553533,4182497
1557014069.252889,2135.3342055937737,1979.0875859088392,12.482342004776001,26.854807138442993,40,0.1,8.79,552182,4182354,553533,4182497
1557014103.80756,1964.671247732875,1863.7362271602087,9.1511869430542,23.979473114013672,40,0.1,8.79,552182,4182354,553533,4182497
1557014162.402021,2053.9802265889193,1886.0231162003815,13.731049060821533,30.156569004058838,30,0.1,8.79,552182,4182354,553533,4182497
1557014206.644612,2150.0092397407147,1877.2028452620693,20.729871034622192,37.56139898300171,30,0.1,8.79,552182,4182354,553533,4182497
1557014252.829056,2020.2671152445653,1895.3405375328111,13.742048025131226,29.78131604194641,30,0.1,8.79,552182,4182354,553533,4182497
1557014305.3267,2153.4787790011833,1885.7723090113925,21.635563135147095,37.6554229259491,30,0.1,8.79,552182,4182354,553533,4182497
1557014356.119127,2180.388511196724,1852.7321054074232,17.251056909561157,33.11155891418457,30,0.1,8.79,552182,4182354,553533,4182497
1557014400.605577,1965.4461160171518,1844.511555114857,76.10525298118591,92.68321108818054,10,0.05,8.79,552182,4182354,553533,4182497
1557014510.019342,1986.3410425166549,1844.8310854926958,74.74209809303284,84.27306509017944,10,0.05,8.79,552182,4182354,553533,4182497
1557014613.373526,2051.1094796730376,1848.27399447978,62.240049839019775,78.02639389038086,10,0.05,8.79,552182,4182354,553533,4182497
1557014707.429559,2021.673055711442,1861.8525985141505,44.63949799537659,52.02704691886902,10,0.05,8.79,552182,4182354,553533,4182497
1557014772.734779,2105.1664086161118,1855.0346356489354,70.92441415786743,83.47070407867432,10,0.05,8.79,552182,4182354,553533,4182497
1557014890.932134,779.9999999984998,638.3898239384956,187.68187308311462,203.7935450077057,5,0.05,8.79,552182,4182354,553533,4182497
