id,path length,smoothed path length,runtime,runtime with smoothing,step size,goal bias,altitude,origin_x,origin_y,destination_x,destination_y,,,,,,,,
1557024442,2307.041417,1926.340759,88.48627496,102.5355849,10,0.1,13.95,552182,4182354,553533,4182497,,,,,,,,
1557024560,2603.983057,2083.717893,127.264297,141.766362,10,0.1,13.95,552182,4182354,553533,4182497,,,,,,,,
1557024728,1871.836245,1638.619067,46.51168084,53.85547781,10,0.1,13.95,552182,4182354,553533,4182497,,,,,,,,
1557024794,2065.271816,1680.517632,65.59554005,70.15848804,10,0.1,13.95,552182,4182354,553533,4182497,,,,,,,,
1557024885,2461.728738,1969.130811,97.22968102,110.2879188,10,0.1,13.95,552182,4182354,553533,4182497,,,,,,,,
1557025011,2061.81589,1768.22506,73.35182595,80.62927389,10,0.1,15.7,552182,4182354,553533,4182497,,,,,,,,
1557025107,2357.448623,1865.352537,83.8721621,93.85952997,10,0.1,15.7,552182,4182354,553533,4182497,,,,,,,,
1557025214,1979.269857,1720.705683,51.36868715,61.86089206,10,0.1,15.7,552182,4182354,553533,4182497,,,,,,,,
1557025289,2259.465525,1875.91678,60.871032,72.938061,10,0.1,15.7,552182,4182354,553533,4182497,,,,,,,,
1557025383,2295.73886,1990.500223,82.25336695,95.92965412,10,0.1,15.7,552182,4182354,553533,4182497,,,,,,,,
1557025498,2396.395079,1882.070845,97.29388809,106.292809,10,0.1,17.55,552182,4182354,553533,4182497,,,,,,,,
1557025641,2568.894901,1825.779303,77.26453114,87.97573614,10,0.1,17.55,552182,4182354,553533,4182497,,,,,,,,
1557025745,2514.737265,1959.546958,83.13118887,95.19895697,10,0.1,17.55,552182,4182354,553533,4182497,,,,,,,,
1557025855,2519.769517,2009.558493,103.6350482,114.4969521,10,0.1,17.55,552182,4182354,553533,4182497,,,,,,,,
1557025994,2230.208988,1866.824789,98.74662089,107.7738159,10,0.1,17.55,552182,4182354,553533,4182497,,,,,,,,
1557026146,2018.038802,1726.132946,48.66003394,55.88633895,10,0.1,19.28,552182,4182354,553533,4182497,,,,,,,,
1557026214,1909.865821,1679.948126,45.1238358,48.95781684,10,0.1,19.28,552182,4182354,553533,4182497,,,,,,,,
1557026275,2214.074243,1677.267591,67.40603805,77.13871908,10,0.1,19.28,552182,4182354,553533,4182497,,,,,,,,
1557026371,2172.993802,1686.692097,60.59621692,72.57764292,10,0.1,19.28,552182,4182354,553533,4182497,,,,,,,,
1557026463,2191.740621,1849.430826,55.26384497,59.14265203,10,0.1,19.28,552182,4182354,553533,4182497,,,,,,,,
1557026548,2431.355644,1977.37879,95.31544805,102.860425,10,0.1,21.61,552182,4182354,553533,4182497,,,,,,,,
1557026677,2311.389778,1838.853149,58.50273991,66.27571297,10,0.1,21.61,552182,4182354,553533,4182497,,,,,,,,
1557026758,2484.723594,1900.933922,74.798311,82.86605191,10,0.1,21.61,552182,4182354,553533,4182497,,,,,,,,
1557026863,2291.955395,1832.471484,54.81844401,60.55220103,10,0.1,21.61,552182,4182354,553533,4182497,,,,,,,,
1557026938,2099.498785,1822.623223,61.12107396,67.15666199,10,0.1,21.61,552182,4182354,553533,4182497,,,,,,,,
1557027022,1809.114689,1570.069851,48.61500287,54.83705306,10,0.1,23.94,552182,4182354,553533,4182497,,,,,,,,
1557027092,1915.344126,1662.125185,38.17965198,45.23174405,10,0.1,23.94,552182,4182354,553533,4182497,,,,,,,,
1557027152,2174.908771,1826.835813,54.26424909,63.03401208,10,0.1,23.94,552182,4182354,553533,4182497,,,,,,,,
1557027274,2463.443442,2112.785696,85.42396593,94.18053794,10,0.1,23.94,552182,4182354,553533,4182497,,,,,,,,
1557027393,1070,804.2859967,110.160753,117.0536821,10,0.1,23.94,552182,4182354,553533,4182497,,,,,,,,
1557027539,2376.294917,1935.458359,85.42511296,94.79050207,10,0.1,23.94,552182,4182354,553533,4182497,,,,,,,,
1557027661,2314.309296,1851.654668,42.83277202,50.02256417,10,0.1,26.82,552182,4182354,553533,4182497,,,,,,,,
1557027811,2260.288558,1912.607804,49.61317587,58.27412796,10,0.1,26.82,552182,4182354,553533,4182497,,,,,,,,
1557027885,2000,1645.909798,92.22493196,98.55085993,10,0.1,26.82,552182,4182354,553533,4182497,,,,,,,,
1557028008,2257.146024,1922.75667,42.64449406,48.7907629,10,0.1,26.82,552182,4182354,553533,4182497,,,,,,,,
1557028076,1420,1158.73253,87.09586692,92.75356197,10,0.1,26.82,552182,4182354,553533,4182497,,,,,,,,
1557028191,2191.378546,1929.255864,41.59592795,49.18314409,10,0.1,26.82,552182,4182354,553533,4182497,,,,,,,,
1557028252,2009.41871,1681.464461,35.61423707,41.39769793,10,0.1,26.82,552182,4182354,553533,4182497,,,,,,,,
1557028307,1789.760542,1593.766376,32.57213712,36.16262507,10,0.1,30.08,552182,4182354,553533,4182497,,,,,,,,
1557028354,1793.907293,1556.71904,25.96962285,32.16307592,10,0.1,30.08,552182,4182354,553533,4182497,,,,,,,,
1557028395,2451.121349,1910.8972,81.14069581,88.99373388,10,0.1,30.08,552182,4182354,553533,4182497,,,,,,,,
1557028507,2347.182439,1695.079427,52.66864586,59.46318889,10,0.1,30.08,552182,4182354,553533,4182497,,,,,,,,
1557028581,240,222.2059993,67.41271305,68.76075792,10,0.1,30.08,552182,4182354,553533,4182497,,,,,,,,
1557028672,2230.799278,1862.311513,40.35538101,50.24341202,10,0.1,30.08,552182,4182354,553533,4182497,,,,,,,,
1557028749,1690,1236.983984,65.64852214,72.30711794,10,0.1,33.05,552182,4182354,553533,4182497,,,,,,,,
1557028844,1999.373565,1712.543488,34.61654305,40.59944201,10,0.1,33.05,552182,4182354,553533,4182497,,,,,,,,
1557028896,1911.004775,1677.422294,29.86852002,35.76097107,10,0.1,33.05,552182,4182354,553533,4182497,,,,,,,,
1557028943,2396.227736,1848.000315,43.78333306,50.07789516,10,0.1,33.05,552182,4182354,553533,4182497,,,,,,,,
1557029009,1841.401039,1520.905179,33.45798516,37.05040407,10,0.1,33.05,552182,4182354,553533,4182497,,,,,,,,
1557029056,2311.993843,1844.312158,47.73470402,54.23308396,10,0.1,33.05,552182,4182354,553533,4182497,,,,,,,,
1557029125,1779.724891,1515.470747,22.692559,26.35723495,10,0.1,38.14,552182,4182354,553533,4182497,,,,,,,,
1557029163,1728.038161,1521.878288,18.46122479,21.60678387,10,0.1,38.14,552182,4182354,553533,4182497,,,,,,,,
1557029192,1979.179188,1520.983427,23.54114008,25.99426508,10,0.1,38.14,552182,4182354,553533,4182497,,,,,,,,
1557029225,2273.560527,1863.639423,53.26223397,57.16135097,10,0.1,38.14,552182,4182354,553533,4182497,,,,,,,,
1557029301,2136.798862,1574.407873,27.62148786,34.06361699,10,0.1,38.14,552182,4182354,553533,4182497,,index,altitude,path length,smoothed path length,runtime,runtime with smoothing,
1557029345,2102.150363,1599.881493,30.28986311,34.61669993,10,0.1,43.78,552182,4182354,553533,4182497,,1,8.79,2194.159033,1824.201099,109.9461392,121.0432688,
1557029393,1669.152653,1370.156472,17.33952403,21.27076602,10,0.1,43.78,552182,4182354,553533,4182497,,2,11.76,2294.649372,1861.186286,128.0972256,140.772141,
1557029432,2070.799759,1700.488162,37.85123706,41.15840697,10,0.1,43.78,552182,4182354,553533,4182497,,3,13.1,2210.744112,1817.86575,99.72323237,110.9082458,
1557029490,1977.051906,1590.936199,26.93715811,31.732445,10,0.1,43.78,552182,4182354,553533,4182497,,4,13.95,2261.972255,1859.665232,85.01749477,95.72076631,
1557029532,1990.861087,1661.251802,22.29375601,25.47136402,10,0.1,43.78,552182,4182354,553533,4182497,,5,15.7,2190.747751,1844.140057,70.34341483,81.04348221,
1557029568,1696.328602,1475.825904,16.35679293,18.69480896,10,0.1,51.78,552182,4182354,553533,4182497,,6,17.55,2446.00115,1908.756078,92.01425544,102.347654,
1557029595,1649.252585,1441.782889,13.75919104,16.56690121,10,0.1,51.78,552182,4182354,553533,4182497,,7,19.28,2101.342658,1723.894317,55.40999394,62.74063396,
1557029618,2082.454785,1769.369879,27.72386718,30.78629994,10,0.1,51.78,552182,4182354,553533,4182497,,8,21.61,2323.784639,1874.452114,68.91120339,75.94221058,
1557029662,1704.664547,1512.955885,13.61303711,16.64316797,10,0.1,51.78,552182,4182354,553533,4182497,,9,23.94,2147.821189,1821.454981,62.38159657,70.41476984,
1557029685,1669.9071,1373.696601,10.86654902,13.84802079,10,0.1,51.78,552182,4182354,553533,4182497,,10,26.82,2206.508227,1859.547893,42.46012139,49.53365941,
1557029709,1645.53652,1463.795909,14.36313319,16.65704203,10,0.1,65.71,552182,4182354,553533,4182497,,11,30.08,2122.55418,1723.754711,46.54129653,53.40520716,
1557029736,1949.963619,1414.49072,17.05230498,20.37866712,10,0.1,65.71,552182,4182354,553533,4182497,,12,33.05,2092.000192,1720.636687,37.89221706,43.54435925,
1557029767,1778.908091,1572.277373,13.2313118,15.33931088,10,0.1,65.71,552182,4182354,553533,4182497,,13,38.14,1979.460326,1599.275952,29.11572914,33.03665037,
1557029792,2170.68552,1535.117226,24.12170219,26.93954706,10,0.1,65.71,552182,4182354,553533,4182497,,14,43.78,1962.003154,1584.542826,26.94230766,30.84993639,
1557029832,1955.628337,1586.294382,18.22017288,21.45135403,10,0.1,65.71,552182,4182354,553533,4182497,,15,51.78,1760.521524,1514.726232,16.46388746,19.30783977,
1557029868,1925.25048,1545.525353,9.0187819,10.80889797,10,0.1,82.59,552182,4182354,553533,4182497,,16,65.71,1900.144417,1514.395122,17.39772501,20.15318422,
1557029886,1784.099048,1449.185337,10.1187501,11.80939913,10,0.1,82.59,552182,4182354,553533,4182497,,17,82.59,1869.431647,1545.135836,14.57561998,16.57127962,
1557029906,1631.978296,1402.701235,13.84813499,16.51483297,10,0.1,82.59,552182,4182354,553533,4182497,,18,100.92,1771.989046,1462.038481,9.577518607,11.07152157,
1557029931,2330.465696,1877.798188,28.316746,30.59023809,10,0.1,82.59,552182,4182354,553533,4182497,,19,132.51,1358.547018,1358.547018,0.005959368,0.023078585,
1557029980,1675.364716,1450.469069,11.57568693,13.13302994,10,0.1,82.59,552182,4182354,553533,4182497,,20,258.49,1358.547018,1358.547018,0.000963354,0.015311336,
1557030015,1669.606657,1473.265262,6.287750959,7.749803066,10,0.1,100.92,552182,4182354,553533,4182497,,,,,,,,
1557030030,1614.12961,1373.563224,7.067352057,8.493330956,10,0.1,100.92,552182,4182354,553533,4182497,,,,8.79,121.0432688,,,
1557030046,1761.741235,1382.439373,12.43341804,14.20322585,10,0.1,100.92,552182,4182354,553533,4182497,,,,11.76,140.772141,,,
1557030071,1739.468615,1456.428504,6.96361804,7.961303949,10,0.1,100.92,552182,4182354,553533,4182497,,,,13.1,110.9082458,,,
1557030085,2074.999113,1624.496043,15.13545394,16.94994402,10,0.1,100.92,552182,4182354,553533,4182497,,,,13.95,95.72076631,,,
1557030116,1358.547018,1358.547018,0.007699013,0.025862932,10,0.1,132.51,552182,4182354,553533,4182497,,,,15.7,81.04348221,,,
1557030136,1358.547018,1358.547018,0.004518986,0.017766953,10,0.1,132.51,552182,4182354,553533,4182497,,,,17.55,102.347654,,,
1557030139,1358.547018,1358.547018,0.006906986,0.026965141,10,0.1,132.51,552182,4182354,553533,4182497,,,,19.28,62.74063396,,,
1557030142,1358.547018,1358.547018,0.00584197,0.025316,10,0.1,132.51,552182,4182354,553533,4182497,,,,21.61,75.94221058,,,
1557030144,1358.547018,1358.547018,0.004829884,0.019481897,10,0.1,132.51,552182,4182354,553533,4182497,,,,23.94,70.41476984,,,
1557030170,1358.547018,1358.547018,0.002828836,0.01353693,10,0.1,258.49,552182,4182354,553533,4182497,,,,26.82,49.53365941,,,
1557030173,1358.547018,1358.547018,0.000536919,0.017105818,10,0.1,258.49,552182,4182354,553533,4182497,,,,30.08,53.40520716,,,
1557030175,1358.547018,1358.547018,0.000394106,0.013659,10,0.1,258.49,552182,4182354,553533,4182497,,,,33.05,43.54435925,,,
1557030177,1358.547018,1358.547018,0.000518084,0.012917995,10,0.1,258.49,552182,4182354,553533,4182497,,,,38.14,33.03665037,,,
1557030180,1358.547018,1358.547018,0.000538826,0.019336939,10,0.1,258.49,552182,4182354,553533,4182497,,,,43.78,30.84993639,,,
,,,,,,,,,,,,,,,51.78,19.30783977,,,
,,,,,,,,,,,,,,,65.71,20.15318422,,,
,,,,,,,,,,,,,,,82.59,16.57127962,,,
,,,,,,,,,,,,,,,100.92,11.07152157,,,
,,,,,,,,,,,,,,,132.51,0.023078585,,,
,,,,,,,,,,,,,,,258.49,0.015311336,,,
