id,path length,smoothed path length,runtime,runtime with smoothing,step size,goal bias,altitude,origin_x,origin_y,destination_x,destination_y
1557027539.134142,2376.294916546961,1935.458358904549,85.42511296272278,94.79050207138062,10,0.1,23.94,552182,4182354,553533,4182497
1557027660.988067,2314.3092956108703,1851.654668278284,42.83277201652527,50.02256417274475,10,0.1,26.82,552182,4182354,553533,4182497
1557027811.084155,2260.288558084264,1912.6078038267517,49.61317586898804,58.27412796020508,10,0.1,26.82,552182,4182354,553533,4182497
1557027884.550445,2000.0000000001692,1645.9097978783127,92.22493195533752,98.5508599281311,10,0.1,26.82,552182,4182354,553533,4182497
1557028007.826966,2257.146024176473,1922.7566695186986,42.64449405670166,48.79076290130615,10,0.1,26.82,552182,4182354,553533,4182497
1557028075.919779,1419.9999999991062,1158.7325299123831,87.09586691856384,92.75356197357178,10,0.1,26.82,552182,4182354,553533,4182497
1557028191.459424,2191.3785463576887,1929.2558635701985,41.59592795372009,49.183144092559814,10,0.1,26.82,552182,4182354,553533,4182497
1557028251.89889,2009.4187096795886,1681.4644611374674,35.61423707008362,41.39769792556763,10,0.1,26.82,552182,4182354,553533,4182497
1557028306.820025,1789.760541795808,1593.7663758459223,32.572137117385864,36.1626250743866,10,0.1,30.08,552182,4182354,553533,4182497
1557028353.54307,1793.9072933943853,1556.7190400673273,25.96962285041809,32.16307592391968,10,0.1,30.08,552182,4182354,553533,4182497
1557028394.952274,2451.1213486113006,1910.8971997077736,81.140695810318,88.99373388290405,10,0.1,30.08,552182,4182354,553533,4182497
1557028506.56311,2347.182438632723,1695.079427458929,52.66864585876465,59.463188886642456,10,0.1,30.08,552182,4182354,553533,4182497
1557028580.674061,240.00000000038872,222.20599933661828,67.41271305084229,68.76075792312622,10,0.1,30.08,552182,4182354,553533,4182497
1557028671.920683,2230.799278026371,1862.311512675275,40.35538101196289,50.243412017822266,10,0.1,30.08,552182,4182354,553533,4182497
1557028748.640873,1689.9999999996594,1236.9839841276412,65.64852213859558,72.30711793899536,10,0.1,33.05,552182,4182354,553533,4182497
1557028843.556284,1999.373564770249,1712.5434881532603,34.61654305458069,40.59944200515747,10,0.1,33.05,552182,4182354,553533,4182497
1557028896.427249,1911.0047754264035,1677.422293856268,29.8685200214386,35.76097106933594,10,0.1,33.05,552182,4182354,553533,4182497
1557028943.417764,2396.2277360169205,1848.0003147214168,43.78333306312561,50.077895164489746,10,0.1,33.05,552182,4182354,553533,4182497
1557029008.607971,1841.4010385376794,1520.9051790994874,33.457985162734985,37.05040407180786,10,0.1,33.05,552182,4182354,553533,4182497
1557029056.164913,2311.993842583963,1844.3121575595553,47.73470401763916,54.233083963394165,10,0.1,33.05,552182,4182354,553533,4182497
1557029125.442969,1779.7248910048436,1515.470747263644,22.692559003829956,26.357234954833984,10,0.1,38.14,552182,4182354,553533,4182497
1557029162.643536,1728.0381613562486,1521.878287503952,18.461224794387817,21.606783866882324,10,0.1,38.14,552182,4182354,553533,4182497
1557029191.689697,1979.17918831402,1520.9834272178427,23.54114007949829,25.99426507949829,10,0.1,38.14,552182,4182354,553533,4182497
1557029225.102083,2273.560526912957,1863.6394225257968,53.26223397254944,57.16135096549988,10,0.1,38.14,552182,4182354,553533,4182497
1557029300.704987,2136.798862176118,1574.4078733196436,27.621487855911255,34.06361699104309,10,0.1,38.14,552182,4182354,553533,4182497
1557029344.644429,2102.1503627757515,1599.8814933016426,30.289863109588623,34.61669993400574,10,0.1,43.78,552182,4182354,553533,4182497
1557029392.749311,1669.152653084552,1370.1564716240832,17.339524030685425,21.270766019821167,10,0.1,43.78,552182,4182354,553533,4182497
1557029432.295855,2070.7997594981434,1700.4881618191823,37.851237058639526,41.15840697288513,10,0.1,43.78,552182,4182354,553533,4182497
1557029489.721251,1977.0519055885313,1590.9361992435097,26.93715810775757,31.732445001602173,10,0.1,43.78,552182,4182354,553533,4182497
1557029532.315758,1990.8610867186326,1661.251801953445,22.293756008148193,25.47136402130127,10,0.1,43.78,552182,4182354,553533,4182497
1557029568.479824,1696.3286020192736,1475.8259035910303,16.35679292678833,18.694808959960938,10,0.1,51.78,552182,4182354,553533,4182497
1557029594.603289,1649.252584973021,1441.7828894725205,13.759191036224365,16.566901206970215,10,0.1,51.78,552182,4182354,553533,4182497
1557029618.329732,2082.4547851491616,1769.3698792482119,27.723867177963257,30.78629994392395,10,0.1,51.78,552182,4182354,553533,4182497
1557029661.686843,1704.6645472830526,1512.9558852996497,13.613037109375,16.643167972564697,10,0.1,51.78,552182,4182354,553533,4182497
1557029685.180519,1669.9070996140363,1373.6966014541877,10.866549015045166,13.848020792007446,10,0.1,51.78,552182,4182354,553533,4182497
1557029709.375326,1645.5365199595021,1463.7959091545854,14.363133192062378,16.657042026519775,10,0.1,65.71,552182,4182354,553533,4182497
1557029736.144342,1949.963618734453,1414.4907204454487,17.052304983139038,20.37866711616516,10,0.1,65.71,552182,4182354,553533,4182497
1557029766.837464,1778.9080907954494,1572.2773725673107,13.231311798095703,15.339310884475708,10,0.1,65.71,552182,4182354,553533,4182497
1557029791.802682,2170.685519566306,1535.1172261918198,24.121702194213867,26.939547061920166,10,0.1,65.71,552182,4182354,553533,4182497
1557029832.249948,1955.6283365351587,1586.2943821157348,18.220172882080078,21.451354026794434,10,0.1,65.71,552182,4182354,553533,4182497
1557029867.992072,1925.2504799265646,1545.525352910533,9.018781900405884,10.808897972106934,10,0.1,82.59,552182,4182354,553533,4182497
1557029886.445104,1784.099047756766,1449.1853366615528,10.118750095367432,11.809399127960205,10,0.1,82.59,552182,4182354,553533,4182497
1557029905.673386,1631.9782959516342,1402.7012350993216,13.848134994506836,16.514832973480225,10,0.1,82.59,552182,4182354,553533,4182497
1557029930.87355,2330.465696245274,1877.7981884170986,28.31674599647522,30.590238094329834,10,0.1,82.59,552182,4182354,553533,4182497
1557029979.654088,1675.3647162709005,1450.4690692746929,11.575686931610107,13.13302993774414,10,0.1,82.59,552182,4182354,553533,4182497
1557030015.271805,1669.6066574184415,1473.2652619674755,6.287750959396362,7.749803066253662,10,0.1,100.92,552182,4182354,553533,4182497
1557030030.245884,1614.1296104364556,1373.5632243852472,7.067352056503296,8.493330955505371,10,0.1,100.92,552182,4182354,553533,4182497
1557030045.528114,1761.7412350229574,1382.4393726618425,12.433418035507202,14.20322585105896,10,0.1,100.92,552182,4182354,553533,4182497
1557030070.690973,1739.4686145778712,1456.428503573236,6.963618040084839,7.961303949356079,10,0.1,100.92,552182,4182354,553533,4182497
1557030084.975172,2074.9991128253228,1624.4960425450142,15.135453939437866,16.949944019317627,10,0.1,100.92,552182,4182354,553533,4182497
1557030115.704741,1358.5470179570525,1358.5470179570525,0.007699012756347656,0.025862932205200195,10,0.1,132.51,552182,4182354,553533,4182497
1557030135.884382,1358.5470179570525,1358.5470179570525,0.004518985748291016,0.017766952514648438,10,0.1,132.51,552182,4182354,553533,4182497
1557030138.823665,1358.5470179570525,1358.5470179570525,0.006906986236572266,0.02696514129638672,10,0.1,132.51,552182,4182354,553533,4182497
1557030141.609695,1358.5470179570525,1358.5470179570525,0.005841970443725586,0.02531599998474121,10,0.1,132.51,552182,4182354,553533,4182497
1557030143.508682,1358.5470179570525,1358.5470179570525,0.004829883575439453,0.019481897354125977,10,0.1,132.51,552182,4182354,553533,4182497
1557030170.26026,1358.5470179570525,1358.5470179570525,0.002828836441040039,0.013536930084228516,10,0.1,258.49,552182,4182354,553533,4182497
1557030173.059086,1358.5470179570525,1358.5470179570525,0.0005369186401367188,0.017105817794799805,10,0.1,258.49,552182,4182354,553533,4182497
1557030175.276692,1358.5470179570525,1358.5470179570525,0.0003941059112548828,0.013659000396728516,10,0.1,258.49,552182,4182354,553533,4182497
1557030177.357714,1358.5470179570525,1358.5470179570525,0.0005180835723876953,0.01291799545288086,10,0.1,258.49,552182,4182354,553533,4182497
1557030179.751135,1358.5470179570525,1358.5470179570525,0.0005388259887695312,0.019336938858032227,10,0.1,258.49,552182,4182354,553533,4182497
