id,path length,smoothed path length,runtime,runtime with smoothing,step size,goal bias,altitude,origin_x,origin_y,destination_x,destination_y,,,,,,,
1557021051,1552.267454,1384.169683,7.488626003,9.326435804,10,0.1,65.71,552182,4182354,553533,4182497,,8,21.61,2027.125767,1846.223823,30.94909835,40.50440297
1557021091,1581.010535,1436.465512,8.117760181,10.31195116,10,0.1,65.71,552182,4182354,553533,4182497,,9,23.94,2033.261747,1826.806453,33.36853499,39.5665196
1557021079,2131.43526,1910.768103,6.402604103,8.436851025,10,0.1,65.71,552182,4182354,553533,4182497,,10,26.82,1920.610722,1750.549486,21.47707238,27.17130242
1557021039,2168.220204,1924.475924,5.043464899,7.44696188,10,0.1,65.71,552182,4182354,553533,4182497,,11,30.08,1923.380236,1729.01617,23.47516022,30.10649056
1557021128,1610.499583,1408.740477,4.26346302,6.602576971,10,0.1,82.59,552182,4182354,553533,4182497,,12,33.05,1798.571177,1635.115171,12.99449582,17.7306282
1557021109,1665.768922,1469.951668,2.930937052,4.908849001,10,0.1,82.59,552182,4182354,553533,4182497,,13,38.14,1815.835452,1624.962646,12.56863036,16.89503441
1557021119,1652.352255,1522.147589,2.530957937,5.127292871,10,0.1,82.59,552182,4182354,553533,4182497,,14,43.78,1675.209329,1504.618779,6.300226831,9.188999462
1557021138,1804.780147,1693.492426,2.453898907,4.483139038,10,0.1,82.59,552182,4182354,553533,4182497,,15,51.78,2055.672412,1834.897962,7.97137127,11.63629746
1557021145,1954.451161,1830.762612,3.712857962,5.684601068,10,0.1,82.59,552182,4182354,553533,4182497,,16,65.71,1803.292262,1607.390117,6.373306608,8.626359558
1557021183,1749.022833,1633.073103,1.451766968,3.164083004,10,0.1,100.92,552182,4182354,553533,4182497,,17,82.59,1737.570414,1585.018954,3.178422976,5.36129179
1557021158,1763.065169,1674.143384,1.073365927,2.715240955,10,0.1,100.92,552182,4182354,553533,4182497,,18,100.92,1827.012584,1727.23916,1.69200778,2.995703792
1557021178,1814.837792,1729.369682,1.369978905,1.862560987,10,0.1,100.92,552182,4182354,553533,4182497,,19,132.51,1362.786512,1362.786512,0.008345604,0.023506594
1557021170,1910.628456,1778.271527,2.408955097,3.569540977,10,0.1,100.92,552182,4182354,553533,4182497,,20,258.49,1362.066513,1362.066513,0.001190615,0.016712427
1557021164,1897.50867,1821.338106,2.155972004,3.667093039,10,0.1,100.92,552182,4182354,553533,4182497,,,,,,,
1557021195,1359.168959,1359.168959,0.009588003,0.025345087,10,0.1,132.51,552182,4182354,553533,4182497,,,8.79,72.08463202,,,
1557021212,1360.718442,1360.718442,0.01124692,0.03303194,10,0.1,132.51,552182,4182354,553533,4182497,,,11.76,59.65835776,,,
1557021210,1360.787952,1360.787952,0.006713152,0.019463062,10,0.1,132.51,552182,4182354,553533,4182497,,,13.1,68.76376992,,,
1557021205,1364.506004,1364.506004,0.006697893,0.019188881,10,0.1,132.51,552182,4182354,553533,4182497,,,13.95,68.88819342,,,
1557021208,1368.751202,1368.751202,0.007482052,0.020503998,10,0.1,132.51,552182,4182354,553533,4182497,,,15.7,48.06381178,,,
1557021275,1358.934331,1358.934331,0.000595093,0.013199091,10,0.1,258.49,552182,4182354,553533,4182497,,,17.55,39.3287662,,,
1557021266,1359.886718,1359.886718,0.002780914,0.01604104,10,0.1,258.49,552182,4182354,553533,4182497,,,19.28,43.50557933,,,
1557021274,1360.486853,1360.486853,0.000510931,0.013709784,10,0.1,258.49,552182,4182354,553533,4182497,,,21.61,40.50440297,,,
1557021268,1364.824244,1364.824244,0.001119137,0.02525115,10,0.1,258.49,552182,4182354,553533,4182497,,,23.94,39.5665196,,,
1557021271,1366.20042,1366.20042,0.000946999,0.015361071,10,0.1,258.49,552182,4182354,553533,4182497,,,26.82,27.17130242,,,
,,,,,,,,,,,,,,30.08,30.10649056,,,
,,,,,,,,,,,,,,33.05,17.7306282,,,
,,,,,,,,,,,,,,38.14,16.89503441,,,
,,,,,,,,,,,,,,43.78,9.188999462,,,
,,,,,,,,,,,,,,51.78,11.63629746,,,
,,,,,,,,,,,,,,65.71,8.626359558,,,
,,,,,,,,,,,,,,82.59,5.36129179,,,
,,,,,,,,,,,,,,100.92,2.995703792,,,
,,,,,,,,,,,,,,132.51,0.023506594,,,
,,,,,,,,,,,,,,258.49,0.016712427,,,
