,index,point1x,point1y,point2x,point2y,point3x,point3y,point4x,point4y,height,cluster,z,
6,80,552965.7897,4182432.616,552941.8826,4182408.554,552909.9386,4182440.292,552933.8457,4182464.354,16.23,0,39.01,
96,420,552448.9632,4183203.025,552420.796,4183198.522,552415.5682,4183231.222,552443.7353,4183235.725,16.28,1,37.5,
104,587,552452.5497,4183151.005,552428.5123,4183146.67,552421.9488,4183183.065,552445.9862,4183187.4,16.31,1,37.5,
502,162,552630.6168,4183436.962,552579.9334,4183429.029,552573.9368,4183467.343,552624.6203,4183475.276,16.43,12,32.36,
522,317,552560.1638,4183501.836,552498.8018,4183491.705,552491.9195,4183533.388,552553.2815,4183543.519,16.46,12,32.36,
490,25,552575.4547,4183504.639,552540.0465,4183498.929,552530.2483,4183559.691,552565.6565,4183565.401,16.56,12,32.36,
105,591,552440.2308,4183128.062,552411.6296,4183123.238,552406.7601,4183152.114,552435.3612,4183156.938,16.59,1,37.5,
235,263,553182.2217,4183583.589,553152.6581,4183563.945,553104.3941,4183636.582,553133.9577,4183656.226,16.6,5,31.34,
233,235,552951.7591,4183596.658,552918.7645,4183589.684,552903.1301,4183663.645,552936.1247,4183670.62,16.61,5,31.34,
94,410,552441.9053,4183152.43,552409.3864,4183147.392,552404.241,4183180.607,552436.7599,4183185.645,16.62,1,37.5,
61,612,552734.3295,4181908.195,552693.5069,4181867.145,552632.8974,4181927.419,552673.72,4181968.469,16.67,0,39.01,
297,306,552922.9486,4183117.182,552876.6143,4183109.009,552870.4392,4183144.016,552916.7736,4183152.189,16.72,6,39.1,
534,358,552865.138,4183518.118,552853.8103,4183469.329,552475.2358,4183557.224,552486.5634,4183606.013,16.74,12,32.36,
599,792,552385.8894,4183519.234,552347.1533,4183512.84,552342.3534,4183541.918,552381.0895,4183548.312,16.76,12,32.36,
68,744,553086.813,4182162.159,553044.4733,4182119.788,553003.0674,4182161.164,553045.4071,4182203.535,16.77,0,39.01,
115,685,552630.6772,4183161.189,552601.3963,4183156.469,552595.3605,4183193.912,552624.6414,4183198.633,16.8,1,37.5,
282,771,552858.715,4183493.929,552756.6895,4183477.04,552746.6415,4183537.741,552848.6671,4183554.629,16.82,5,31.34,
261,575,553325.4012,4183446.689,553271.7447,4183407.067,553149.4488,4183572.679,553203.1054,4183612.301,16.85,5,31.34,
313,736,553050.0716,4183512.229,552803.8416,4182464.62,552761.299,4182474.619,553007.5289,4183522.228,16.86,6,39.1,
123,753,552673.2347,4183120.448,552644.2997,4183115.463,552637.8981,4183152.621,552666.833,4183157.606,16.88,1,37.5,
601,805,552639.1557,4183536.36,552578.2059,4183525.821,552570.066,4183572.899,552631.0157,4183583.437,16.96,12,32.36,
76,119,552680.3771,4183139.024,552652.8114,4183134.612,552646.6549,4183173.075,552674.2206,4183177.487,17.02,1,37.5,
439,245,552355.8723,4182607.189,552328.3344,4182602.604,552323.8316,4182629.649,552351.3695,4182634.234,17.04,11,43.15,
544,428,552451.2412,4183526.714,552412.3902,4183520.366,552407.237,4183551.906,552446.088,4183558.254,17.05,12,32.36,
102,524,552897.2961,4183166.862,552894.0338,4183108.158,552444.1943,4183133.156,552447.4565,4183191.86,17.06,1,37.5,
510,228,552511.6379,4183423.191,552461.8983,4183414.777,552457.3854,4183441.457,552507.1249,4183449.871,17.14,12,32.36,
0,11,552971.3153,4182405.805,552941.342,4182375.582,552920.6225,4182396.13,552950.5958,4182426.353,17.15,0,39.01,
612,337,553237.9077,4182761.838,553195.7855,4182716.79,552508.6134,4183359.333,552550.7356,4183404.381,17.19,13,28.2,
566,554,552724.2489,4183489.569,552690.9049,4183483.915,552683.4913,4183527.634,552716.8352,4183533.288,17.25,12,32.36,
39,395,552729.577,4182186.221,552663.4557,4182121.703,552586.6695,4182200.398,552652.7908,4182264.916,17.26,0,39.01,
130,833,552495.5941,4183138.303,552465.2234,4183133.251,552455.6654,4183190.701,552486.0361,4183195.753,17.28,1,37.5,
35,373,553058.1523,4182324.916,553025.4923,4182291.781,553000.2901,4182316.621,553032.9502,4182349.757,17.32,0,39.01,
79,169,552464.5784,4183151.391,552437.7032,4183146.749,552431.1209,4183184.858,552457.9961,4183189.5,17.45,1,37.5,
111,649,553031.2904,4183647.844,552493.6749,4182809.032,552454.8323,4182833.927,552992.4477,4183672.739,17.53,1,37.5,
281,765,552990.9672,4183602.323,552948.7534,4183595.441,552936.5692,4183670.187,552978.7829,4183677.068,17.55,5,31.34,
108,624,552479.8776,4183107.961,552451.2806,4183102.339,552444.1126,4183138.799,552472.7096,4183144.421,17.59,1,37.5,
562,520,552506.2861,4183456.048,552463.6645,4183449.213,552459.2783,4183476.564,552501.8998,4183483.399,17.61,12,32.36,
248,446,553073.7951,4183490.02,553031.213,4183482.994,553014.1679,4183586.301,553056.7501,4183593.326,17.65,5,31.34,
560,501,552510.4975,4183430.204,552464.3514,4183422.179,552459.619,4183449.392,552505.7652,4183457.417,17.69,12,32.36,
210,0,553011.4019,4183480.201,552968.9555,4183473.104,552951.7779,4183575.85,552994.2243,4183582.946,17.75,5,31.34,
508,220,552747.5174,4183532.901,552700.1775,4183524.642,552695.3818,4183552.13,552742.7217,4183560.389,17.79,12,32.36,
258,546,552995.5441,4183574.382,552953.5947,4183567.593,552946.5525,4183611.107,552988.502,4183617.896,17.8,5,31.34,
128,802,552504.2518,4183108.462,552470.5874,4183102.727,552463.8774,4183142.113,552497.5417,4183147.848,17.82,1,37.5,
285,797,553038.9553,4183541.661,553038.7795,4183500.549,552996.0061,4183500.732,552996.182,4183541.844,17.84,5,31.34,
444,270,552349.4689,4182597.443,552320.4065,4182592.605,552313.3163,4182635.191,552342.3787,4182640.029,17.86,11,43.15,
269,651,553033.3299,4183562.379,553027.3249,4183519.811,552984.2906,4183525.882,552990.2955,4183568.45,17.9,5,31.34,
58,581,553118.9684,4182193.526,553084.5391,4182159.298,553051.1608,4182192.873,553085.5901,4182227.101,17.91,0,39.01,
536,365,552856.1202,4183500.05,552426.9884,4183481.835,552425.094,4183526.466,552854.2258,4183544.681,17.96,12,32.36,
241,310,552953.0887,4183565.349,552898.0247,4183557.593,552891.4016,4183604.616,552946.4656,4183612.372,17.99,5,31.34,
226,192,553033.3858,4183598.393,552990.42,4183591.993,552984.315,4183632.977,553027.2809,4183639.377,18.01,5,31.34,
614,406,552912.5944,4181944.869,552703.1029,4181876.175,552211.4729,4183375.479,552420.9644,4183444.172,18.02,13,28.2,
470,677,552298.9905,4182575.15,552264.3637,4182569.011,552254.385,4182625.298,552289.0118,4182631.437,18.1,11,43.15,
85,202,552506.8946,4183092.205,552473.2669,4183086.57,552467.2073,4183122.732,552500.835,4183128.367,18.15,1,37.5,
616,477,552859.5137,4182558.907,552813.9505,4182548.492,552603.0662,4183471.074,552648.6295,4183481.489,18.26,13,28.2,
517,281,552631.867,4183571.082,552521.1272,4183564.784,552518.9978,4183602.227,552629.7377,4183608.524,18.27,12,32.36,
563,531,552565.1749,4183569.943,552535.0283,4183564.655,552528.5688,4183601.479,552558.7154,4183606.767,18.28,12,32.36,
450,413,552357.2794,4182598.745,552329.7412,4182594.158,552325.0269,4182622.462,552352.5651,4182627.049,18.29,11,43.15,
77,126,552925.4903,4183604.348,552432.5589,4182684.026,552357.0221,4182724.484,552849.9535,4183644.806,18.3,1,37.5,
97,424,552482.6601,4183087.791,552456.4471,4183083.404,552450.1199,4183121.212,552476.3329,4183125.599,18.4,1,37.5,
469,672,552500.4522,4182834.423,552461.7162,4182828.312,552454.7599,4182872.407,552493.4959,4182878.518,18.46,11,43.15,
615,421,552845.4896,4182572.441,552803.5995,4182555.68,552564.2623,4183153.839,552606.1524,4183170.6,18.5,13,28.2,
425,30,552511.2727,4182842.944,552484.8899,4182838.475,552478.5121,4182876.128,552504.895,4182880.597,18.52,11,43.15,
500,99,552488.9609,4183353.339,552449.7181,4183347.504,552443.7612,4183387.565,552483.004,4183393.4,18.54,12,32.36,
267,607,552801.2232,4183571.994,552742.1755,4183562.352,552736.9799,4183594.17,552796.0276,4183603.811,18.56,5,31.34,
298,318,552921.1965,4183131.988,552873.5836,4183124.288,552868.1345,4183157.98,552915.7474,4183165.681,18.67,6,39.1,
564,545,552673.6639,4183139.837,552639.5171,4183134.437,552564.5329,4183608.607,552598.6797,4183614.007,18.7,12,32.36,
288,24,552910.6719,4183209.443,552781.9628,4183173.607,552766.2494,4183230.043,552894.9586,4183265.879,18.79,6,39.1,
606,827,552643.9321,4183416.245,552603.0321,4183409.545,552596.8709,4183447.157,552637.7708,4183453.857,18.82,12,32.36,
75,14,552709.4737,4183125.004,552658.8544,4183116.55,552653.8774,4183146.353,552704.4966,4183154.807,18.84,1,37.5,
116,706,552559.0692,4182784.83,552516.3344,4182773.274,552406.7853,4183178.383,552449.5201,4183189.94,18.89,1,37.5,
286,842,552925.8055,4183635.936,552879.2032,4183628.118,552873.9524,4183659.418,552920.5546,4183667.236,18.9,5,31.34,
692,357,552543.9979,4182161.983,552522.9546,4182141.179,552494.7191,4182169.74,552515.7624,4182190.544,19.08,15,43.56,
80,173,552621.6731,4183159.957,552411.5972,4183123.67,552401.9101,4183179.753,552611.9859,4183216.04,19.09,1,37.5,
221,97,552842.0138,4183594.336,552780.8384,4183584.298,552771.2488,4183642.738,552832.4242,4183652.777,19.14,5,31.34,
320,70,553496.9476,4183069.685,553453.3932,4183025.58,553429.7075,4183048.97,553473.2619,4183093.075,19.18,7,46.64,
4,45,553070.9016,4182312.449,553038.0087,4182278.908,553010.5535,4182305.833,553043.4463,4182339.374,19.19,0,39.01,
51,495,553155.6105,4182434.762,553136.8404,4182416.013,553104.9444,4182447.946,553123.7145,4182466.694,19.28,0,39.01,
125,764,552493.0626,4183089.921,552462.5268,4183084.715,552452.9049,4183141.155,552483.4407,4183146.36,19.31,1,37.5,
107,615,552865.6181,4183514.18,552376.3796,4182632.943,552084.0319,4182795.247,552573.2704,4183676.484,19.33,1,37.5,
515,266,552555.2187,4183523.041,552495.6568,4183512.001,552488.4025,4183551.139,552547.9644,4183562.179,19.35,12,32.36,
441,258,552310.462,4182528.628,552262.3379,4182520.77,552253.0449,4182577.684,552301.169,4182585.542,19.37,11,43.15,
445,303,552652.3061,4182586.286,552583.8017,4182574.597,552576.747,4182615.943,552645.2515,4182627.631,19.39,11,43.15,
595,780,552579.6646,4183366.373,552522.2836,4183356.482,552517.4578,4183384.477,552574.8388,4183394.368,19.44,12,32.36,
486,1,552686.2931,4183565.522,552660.172,4183560.875,552652.9742,4183601.341,552679.0953,4183605.987,19.5,12,32.36,
622,830,553292.4709,4182642.046,553095.4101,4182443.542,552517.8162,4183016.939,552714.8771,4183215.442,19.53,13,28.2,
283,781,553035.8808,4183651.33,552966.0199,4183639.576,552960.2643,4183673.783,553030.1252,4183685.538,19.62,5,31.34,
27,314,553078.5778,4182321.494,553058.9615,4182300.345,553026.3051,4182330.634,553045.9213,4182351.783,19.63,0,39.01,
70,755,552816.7033,4181885.653,552752.8756,4181830.959,552599.1508,4182010.355,552662.9786,4182065.049,19.69,0,39.01,
255,508,553060.3913,4183587.167,553026.7911,4183579.317,553003.8477,4183677.531,553037.4479,4183685.38,19.76,5,31.34,
665,820,552752.9678,4182651.4,552724.8797,4182647.4,552716.9449,4182703.12,552745.033,4182707.12,19.8,14,49.02,
503,168,552543.759,4183568.095,552511.6711,4183562.65,552505.6504,4183598.131,552537.7383,4183603.576,19.81,12,32.36,
567,558,552678.0288,4183575.045,552634.787,4183567.641,552630.0543,4183595.282,552673.2962,4183602.685,19.83,12,32.36,
17,199,552748.6374,4182368.177,552724.6462,4182344.409,552693.2261,4182376.123,552717.2173,4182399.892,19.92,0,39.01,
537,377,552712.2179,4183425.802,552659.4655,4183417.405,552654.0112,4183451.669,552706.7636,4183460.066,20.06,12,32.36,
708,681,552324.834,4182424.413,552297.6383,4182419.933,552288.2697,4182476.804,552315.4654,4182481.284,20.1,15,43.56,
498,74,552698.3566,4183435.839,552670.0786,4183431.282,552666.4833,4183453.591,552694.7613,4183458.149,20.13,12,32.36,
74,843,553070.4774,4182240.214,553037.2458,4182206.294,552994.2174,4182248.448,553027.449,4182282.369,20.16,0,39.01,
621,713,553076.6709,4182345.997,553022.3619,4182326.461,552570.0046,4183583.948,552624.3136,4183603.485,20.34,13,28.2,
54,550,552738.9178,4182358.638,552713.678,4182333.41,552682.0051,4182365.098,552707.2448,4182390.326,20.37,0,39.01,
124,759,552556.1956,4183500.711,552401.9542,4182362.372,552348.1472,4182369.662,552502.3887,4183508.001,20.4,1,37.5,
604,814,552528.7561,4183322.35,552477.6001,4183313.297,552467.7432,4183368.997,552518.8992,4183378.05,20.72,12,32.36,
513,261,552517.136,4183294.222,552466.6588,4183285.729,552457.1974,4183341.958,552507.6745,4183350.452,20.73,12,32.36,
291,104,553134.9592,4183124.418,553073.0401,4183113.788,553064.8387,4183161.56,553126.7578,4183172.19,20.78,6,39.1,
66,696,552875.1804,4182222.798,552855.0006,4182202.813,552806.5538,4182251.732,552826.7336,4182271.717,20.87,0,39.01,
289,58,552890.2513,4183260.344,552795.6279,4183244.524,552780.1662,4183337.002,552874.7896,4183352.822,20.9,6,39.1,
113,668,552666.1399,4183119.201,552539.6555,4183091.299,552453.1253,4183483.55,552579.6097,4183511.452,20.91,1,37.5,
7,88,552975.4733,4182409.933,552941.2989,4182375.671,552910.7105,4182406.181,552944.8849,4182440.443,20.93,0,39.01,
357,730,553269.5602,4182751.138,553185.6509,4182664.906,553154.6615,4182695.06,553238.5708,4182781.293,20.95,7,46.64,
251,486,552824.0732,4183445.612,552763.5386,4183436.055,552753.8886,4183497.176,552814.4232,4183506.734,20.98,5,31.34,
559,498,552560.2608,4183461.55,552533.2996,4183456.95,552525.748,4183501.216,552552.7091,4183505.816,20.99,12,32.36,
212,12,552824.3603,4183445.756,552783.1794,4183439.253,552775.7261,4183486.447,552816.907,4183492.951,21,5,31.34,
561,515,552455.6869,4183441.084,552404.2397,4183432.455,552396.304,4183479.771,552447.7513,4183488.399,21.04,12,32.36,
453,450,552320.9352,4182578.681,552293.2822,4182574.536,552284.7147,4182631.698,552312.3677,4182635.843,21.08,11,43.15,
518,295,552484.4118,4183389.038,552455.3816,4183384.152,552446.6389,4183436.098,552475.669,4183440.984,21.09,12,32.36,
119,732,552470.1013,4183086.554,552436.6586,4183080.29,552429.5973,4183117.989,552463.0399,4183124.253,21.13,1,37.5,
489,20,552590.6307,4183572.249,552564.4161,4183568.091,552558.2437,4183607.001,552584.4583,4183611.16,21.22,12,32.36,
52,525,553130.1693,4182408.839,553109.777,4182388.172,553077.5925,4182419.929,553097.9848,4182440.596,21.24,0,39.01,
46,457,553090.2086,4182331.415,553064.196,4182305.02,553013.1946,4182355.283,553039.2072,4182381.678,21.38,0,39.01,
565,548,552522.7889,4183357.975,552469.616,4183349.031,552462.6934,4183390.185,552515.8663,4183399.129,21.44,12,32.36,
582,626,552562.6833,4183371.649,552520.4165,4183364.462,552514.4698,4183399.436,552556.7366,4183406.623,21.61,12,32.36,
443,262,552523.3859,4182844.571,552491.3994,4182839.358,552485.3339,4182876.573,552517.3205,4182881.787,21.63,11,43.15,
456,510,552340.9987,4182596.432,552308.6531,4182590.092,552279.8876,4182736.838,552312.2332,4182743.179,21.68,11,43.15,
667,36,552512.8235,4182518.715,552492.1537,4182515.355,552488.4664,4182538.037,552509.1362,4182541.397,21.71,15,43.56,
558,494,552481.3841,4183442.963,552436.8355,4183434.945,552427.773,4183485.297,552472.3216,4183493.315,21.74,12,32.36,
319,68,553536.1824,4183028.78,553494.5148,4182986.637,553470.8772,4183010.008,553512.5448,4183052.151,21.82,7,46.64,
464,606,552481.8176,4182697.61,552443.931,4182691.268,552439.1763,4182719.669,552477.063,4182726.012,21.87,11,43.15,
703,529,552391.9919,4182428.752,552382.0261,4182392.398,552238.3974,4182431.772,552248.3633,4182468.125,21.88,15,43.56,
1,19,552887.3569,4182234.611,552861.1152,4182208.6,552829.6241,4182240.369,552855.8657,4182266.381,21.91,0,39.01,
639,254,552789.516,4182520.349,552762.5015,4182493.053,552743.7745,4182511.588,552770.789,4182538.883,21.96,14,49.02,
88,320,552471.0091,4183286.907,552444.7889,4183282.555,552436.4991,4183332.499,552462.7193,4183336.851,22.09,1,37.5,
8,109,553019.8757,4182367.877,552984.4183,4182332.604,552952.0994,4182365.092,552987.5568,4182400.365,22.1,0,39.01,
716,815,552393.6828,4182380.423,552351.3481,4182374.182,552347.11,4182402.93,552389.4446,4182409.171,22.12,15,43.56,
711,733,552390.6787,4182397.962,552349.039,4182391.135,552344.4134,4182419.35,552386.0531,4182426.176,22.21,15,43.56,
131,838,552640.1262,4183113.808,552599.234,4183106.532,552589.3016,4183162.35,552630.1937,4183169.627,22.25,1,37.5,
695,385,552286.7748,4182442.111,552245.1315,4182435.253,552239.544,4182469.181,552281.1873,4182476.039,22.34,15,43.56,
583,633,552529.1089,4183544.046,552491.0114,4183537.891,552485.6726,4183570.934,552523.7702,4183577.089,22.4,12,32.36,
633,161,552946.1189,4182438.697,552922.4437,4182399.542,552435.2357,4182694.134,552458.9109,4182733.289,22.44,14,49.02,
512,250,552499.7443,4183491.955,552438.9953,4183481.833,552428.94,4183542.182,552489.6891,4183552.304,22.47,12,32.36,
511,241,552511.6482,4183439.051,552457.5451,4183425.121,552447.6449,4183463.572,552501.748,4183477.502,22.5,12,32.36,
18,218,552863.3029,4182249.838,552841.4831,4182227.929,552811.4074,4182257.882,552833.2271,4182279.791,22.62,0,39.01,
678,182,552257.9121,4182499.98,552242.5306,4182484.388,552226.9389,4182499.77,552242.3205,4182515.362,22.68,15,43.56,
129,819,552476.8805,4183085.822,552450.647,4183080.689,552443.2174,4183118.661,552469.451,4183123.794,22.76,1,37.5,
5,71,553060.8404,4182337.513,553041.0292,4182317.448,553008.0117,4182350.047,553027.8229,4182370.112,22.88,0,39.01,
629,112,552779.1169,4182530.164,552746.2925,4182497.345,552725.9792,4182517.662,552758.8036,4182550.48,22.9,14,49.02,
9,111,553251.8428,4182342.212,553232.6353,4182322.89,553192.0268,4182363.26,553211.2343,4182382.581,22.98,0,39.01,
527,326,552610.1359,4183452.304,552570.3956,4183445.995,552560.6462,4183507.407,552600.3865,4183513.716,23.15,12,32.36,
570,564,552532.2911,4183532.129,552493.211,4183525.621,552487.8867,4183557.596,552526.9667,4183564.104,23.21,12,32.36,
346,549,553294.1175,4182725.779,553211.1296,4182639.755,553180.147,4182669.643,553263.1349,4182755.668,23.26,7,46.64,
316,812,553135.9125,4183115.595,553096.7582,4183108.471,553091.5256,4183137.229,553130.6798,4183144.353,23.31,6,39.1,
603,813,552516.9499,4183394.44,552463.9768,4183385.614,552455.8858,4183434.175,552508.859,4183443.001,23.32,12,32.36,
520,304,552753.3697,4183490.899,552706.0211,4183482.656,552700.5347,4183514.169,552747.8833,4183522.413,23.41,12,32.36,
480,760,552436.662,4182704.292,552406.2397,4182699.698,552397.8188,4182755.459,552428.2412,4182760.054,23.54,11,43.15,
506,200,552699.3533,4183469.38,552653.2024,4183461.602,552647.8915,4183493.112,552694.0424,4183500.891,23.56,12,32.36,
524,321,552739.481,4183573.99,552666.2733,4183561.78,552658.5552,4183608.055,552731.7629,4183620.265,23.57,12,32.36,
430,122,552307.4792,4182699.205,552280.7441,4182694.537,552273.7109,4182734.819,552300.4459,4182739.487,23.66,11,43.15,
646,343,552784.5642,4182524.478,552752.3583,4182491.434,552732.4659,4182510.822,552764.6719,4182543.866,23.73,14,49.02,
538,378,552746.5035,4183540.765,552684.1195,4183529.77,552674.6454,4183583.528,552737.0294,4183594.522,23.79,12,32.36,
543,423,552677.2569,4183563.542,552636.6943,4183556.589,552631.4862,4183586.973,552672.0487,4183593.926,23.81,12,32.36,
631,121,553059.3798,4182730.518,553018.0776,4182689.216,552991.3111,4182715.983,553032.6134,4182757.285,23.82,14,49.02,
37,392,552696.2213,4182367.816,552674.5327,4182345.636,552650.6644,4182368.975,552672.353,4182391.155,23.83,0,39.01,
713,751,552385.3996,4182434.631,552354.6578,4182429.395,552348.5513,4182465.248,552379.2932,4182470.484,23.86,15,43.56,
305,487,553308.2682,4182977.684,552426.6908,4182677.535,552401.0199,4182752.934,553282.5973,4183053.083,23.94,6,39.1,
459,560,552504.7612,4182561.567,552452.8223,4182553.117,552446.1121,4182594.359,552498.051,4182602.809,23.98,11,43.15,
712,749,552559.6763,4182263.211,552489.9796,4182184.574,552454.1063,4182216.369,552523.8031,4182295.006,24.05,15,43.56,
20,268,553251.822,4182328.081,553219.6591,4182295.769,553172.6099,4182342.601,553204.7728,4182374.913,24.11,0,39.01,
635,177,552801.0686,4182509.521,552773.8562,4182482.078,552748.4231,4182507.298,552775.6355,4182534.741,24.12,14,49.02,
691,330,552393.0092,4182389.658,552350.2687,4182382.651,552345.6461,4182410.846,552388.3866,4182417.853,24.18,15,43.56,
589,695,552485.4939,4183286.743,552446.2334,4183284.389,552442.1662,4183352.235,552481.4267,4183354.588,24.19,12,32.36,
627,82,552759.7036,4182548.562,552740.1995,4182529.216,552720.4273,4182549.15,552739.9313,4182568.496,24.22,14,49.02,
236,282,553090.4765,4183354.7,553059.0567,4183349.769,553053.1181,4183387.605,553084.5378,4183392.537,24.29,5,31.34,
529,331,552718.27,4183441.711,552660.1777,4183432.256,552655.8467,4183458.864,552713.9391,4183468.32,24.41,12,32.36,
328,142,553507.5963,4183059.268,553464.0819,4183014.955,553439.0786,4183039.508,553482.5929,4183083.821,24.43,7,46.64,
44,417,552953.231,4182356.829,552921.1538,4182325.211,552900.2254,4182346.444,552932.3026,4182378.061,24.45,0,39.01,
607,832,552717.0921,4183448.575,552656.7656,4183438.749,552652.3986,4183465.56,552712.7251,4183475.386,24.53,12,32.36,
658,552,553004.752,4182356.583,552955.6508,4182343.013,552798.4198,4182911.9,552847.521,4182925.471,24.66,14,49.02,
69,750,552946.6983,4182105.089,552884.2484,4182042.348,552833.3229,4182093.038,552895.7728,4182155.778,24.69,0,39.01,
56,570,552955.6897,4182422.984,552925.0235,4182392.201,552900.4354,4182416.696,552931.1017,4182447.479,24.74,0,39.01,
653,464,553026.3688,4182674.116,552989.3518,4182636.662,552970.1239,4182655.665,553007.141,4182693.12,24.93,14,49.02,
16,187,552846.918,4181929.67,552784.1276,4181866.726,552738.3109,4181912.431,552801.1013,4181975.375,24.97,0,39.01,
59,586,552807.174,4182322.499,552783.4193,4182298.463,552734.345,4182346.963,552758.0997,4182370.999,24.98,0,39.01,
25,296,552897.0151,4182412.546,552866.0376,4182381.403,552838.0524,4182409.239,552869.0299,4182440.382,25.11,0,39.01,
431,127,552697.1151,4182857.257,552665.4818,4182851.925,552656.545,4182904.945,552688.1783,4182910.277,25.12,11,43.15,
2,21,553175.0936,4182280.317,552687.1693,4182075.184,552659.2847,4182141.509,553147.209,4182346.643,25.19,0,39.01,
12,163,552982.7039,4182329.116,552950.0661,4182296.236,552917.8443,4182328.221,552950.4821,4182361.101,25.24,0,39.01,
48,480,552778.1582,4182293.539,552749.0145,4182264.107,552700.1147,4182312.528,552729.2585,4182341.96,25.33,0,39.01,
569,563,552738.8141,4183593.492,552633.6457,4183574.757,552626.2062,4183616.518,552731.3745,4183635.253,25.34,12,32.36,
100,439,552590.2701,4182941.713,552536.779,4182933.25,552528.1024,4182988.091,552581.5936,4182996.554,25.43,1,37.5,
71,773,553169.5403,4182412.227,553134.0544,4182376.285,553084.4554,4182425.255,553119.9413,4182461.197,25.63,0,39.01,
427,96,552485.9491,4182675.181,552447.4016,4182669.207,552443.1213,4182696.829,552481.6688,4182702.802,25.74,11,43.15,
30,353,553035.0278,4182383.467,553005.7038,4182353.915,552972.9528,4182386.414,553002.2767,4182415.966,25.75,0,39.01,
428,101,552336.0146,4182575.782,552301.8646,4182570.693,552292.5903,4182632.923,552326.7403,4182638.013,25.78,11,43.15,
717,845,552330.9652,4182532.053,552290.647,4182525.507,552281.4242,4182582.319,552321.7424,4182588.865,25.87,15,43.56,
53,534,553283.8925,4182384.145,553233.4151,4182331.702,553196.1723,4182367.549,553246.6497,4182419.992,25.92,0,39.01,
465,609,552401.1031,4182650.302,552369.5806,4182645.617,552361.2556,4182701.63,552392.7781,4182706.315,26.11,11,43.15,
461,594,552399.2849,4182698.169,552365.2164,4182692.172,552355.1784,4182749.195,552389.2469,4182755.193,26.23,11,43.15,
496,52,552629.6656,4183338.047,552572.0368,4183328.695,552566.0258,4183365.739,552623.6546,4183375.09,26.35,12,32.36,
324,100,553546.7734,4183020.789,553502.0559,4182975.842,553478.5605,4182999.217,553523.2779,4183044.164,26.38,7,46.64,
351,665,553607.0349,4182866.706,553559.186,4182818.259,553515.858,4182861.052,553563.7069,4182909.499,26.54,7,46.64,
477,741,552520.1695,4182739.611,552478.1849,4182733.183,552474.1082,4182759.806,552516.0928,4182766.235,26.59,11,43.15,
36,380,552797.4819,4182312.804,552764.2393,4182279.205,552715.252,4182327.673,552748.4946,4182361.272,26.61,0,39.01,
40,403,552771.2546,4182147.478,552731.9502,4182107.673,552682.03,4182156.965,552721.3344,4182196.77,26.62,0,39.01,
457,526,552359.1788,4182587.45,552318.3599,4182580.446,552313.667,4182607.795,552354.4858,4182614.799,26.64,11,43.15,
463,605,552360.7624,4182579.701,552316.5761,4182572.253,552311.9439,4182599.733,552356.1302,4182607.181,26.65,11,43.15,
657,516,553021.4376,4182679.133,552984.272,4182641.528,552964.6258,4182660.945,553001.7914,4182698.55,26.75,14,49.02,
632,128,553084.602,4182707.474,553042.5609,4182665.049,553003.523,4182703.734,553045.5641,4182746.159,26.82,14,49.02,
577,601,552427.0239,4183421.454,552364.6162,4183410.942,552354.1672,4183472.975,552416.5749,4183483.487,26.83,12,32.36,
296,286,552918.9318,4183059.578,552888.7306,4183054.683,552879.2495,4183113.175,552909.4507,4183118.071,27.18,6,39.1,
62,647,552917.6304,4182348.516,552893.5942,4182324.988,552845.2091,4182374.418,552869.2453,4182397.946,27.26,0,39.01,
293,185,552857.1,4182875.347,552808.0141,4182867.417,552802.7062,4182900.273,552851.7921,4182908.203,27.33,6,39.1,
299,338,552902.0143,4182974.574,552843.5784,4182964.412,552838.0936,4182995.952,552896.5295,4183006.114,27.41,6,39.1,
628,106,552970.8888,4182728.989,552938.4035,4182697.298,552915.8962,4182720.37,552948.3815,4182752.061,27.42,14,49.02,
600,793,552684.7637,4183521.483,552643.6077,4183514.239,552632.7105,4183576.152,552673.8664,4183583.396,27.56,12,32.36,
597,784,552720.4239,4183428.557,552692.3801,4183424.031,552687.0721,4183456.926,552715.1159,4183461.451,27.57,12,32.36,
303,398,552853.3996,4182901.87,552803.6019,4182893.814,552797.9143,4182928.972,552847.712,4182937.028,27.58,6,39.1,
623,39,552883.8239,4182426.372,552852.9207,4182394.704,552816.8131,4182429.938,552847.7163,4182461.607,27.59,14,49.02,
301,375,552890.7211,4183054.497,552862.1957,4183049.613,552852.1343,4183108.385,552880.6597,4183113.268,27.69,6,39.1,
652,442,552942.577,4183110.234,552765.3648,4182497.312,552718.7496,4182510.79,552895.9618,4183123.712,27.75,14,49.02,
341,444,553528.629,4183039.92,553483.9466,4182994.766,553459.4531,4183019.004,553504.1354,4183064.158,27.77,7,46.64,
112,666,552656.3979,4183496.498,552479.5673,4182435.407,552412.3124,4182446.615,552589.1431,4183507.706,27.83,1,37.5,
45,454,553253.4147,4182448.897,553200.3772,4182395.493,553169.8861,4182425.775,553222.9236,4182479.179,27.84,0,39.01,
555,483,552648.6218,4183481.309,552587.1053,4183470.55,552580.1771,4183510.164,552641.6937,4183520.923,27.85,12,32.36,
41,404,552989.373,4182389.072,552959.299,4182358.265,552934.5868,4182382.389,552964.6608,4182413.196,27.86,0,39.01,
