,index,point1x,point1y,point2x,point2y,point3x,point3y,point4x,point4y,height,cluster,z,
183,386,552296.6513,4182420.419,552249.0175,4182412.709,552242.9689,4182450.079,552290.6027,4182457.789,61.78,4,77.38,
763,155,552888.3051,4183110.998,552861.2771,4183106.139,552852.6641,4183154.055,552879.6921,4183158.914,61.92,17,89.69,
788,835,553031.3321,4183086.372,552987.0123,4183079.038,552972.2443,4183168.278,553016.564,4183175.612,62.33,17,89.69,
361,9,553263.1411,4183053.903,553189.8635,4182979.712,553148.0064,4183021.054,553221.284,4183095.245,63.14,8,111.31,
758,53,552761.2018,4182816.42,552719.3694,4182809.549,552709.2072,4182871.423,552751.0396,4182878.293,63.28,17,89.69,
813,657,552933.8077,4182647.7,552895.1171,4182608.818,552867.0856,4182636.711,552905.7762,4182675.593,63.46,18,90.93,
810,592,553015.3147,4182216.701,552957.2337,4182158.587,552922.2819,4182193.519,552980.3629,4182251.633,63.48,18,90.93,
185,415,552597.5133,4182578.529,552534.9503,4182569.939,552521.2091,4182670.016,552583.7721,4182678.606,63.65,4,77.38,
166,16,552648.7645,4182607.98,552580.3075,4182596.029,552571.5224,4182646.35,552639.9794,4182658.302,63.96,4,77.38,
770,434,552894.416,4182993.88,552840.0956,4182984.881,552831.0894,4183039.245,552885.4098,4183048.244,64.41,17,89.69,
815,761,552920.2834,4182661.221,552877.8611,4182618.593,552846.446,4182649.856,552888.8684,4182692.484,64.44,18,90.93,
779,655,552788.1024,4182925.947,552744.0849,4182918.59,552738.4264,4182952.449,552782.4438,4182959.805,65.1,17,89.69,
773,514,552698.3767,4182805.655,552615.9738,4182792.235,552604.7759,4182860.992,552687.1788,4182874.413,65.33,17,89.69,
192,541,552312.2658,4182421.779,552276.4203,4182415.747,552266.7981,4182472.931,552302.6435,4182478.963,65.71,4,77.38,
787,831,552718.2601,4183072.949,552638.816,4183059.432,552628.7606,4183118.53,552708.2048,4183132.047,66.51,17,89.69,
776,577,552627.6363,4183010.113,552579.952,4183002.138,552570.6683,4183057.646,552618.3526,4183065.621,66.57,17,89.69,
775,561,552656.0195,4182905.99,552598.9096,4182896.556,552582.0343,4182998.713,552639.1443,4183008.147,67.2,17,89.69,
784,807,552445.9014,4183285.23,552385.645,4183274.989,552377.6215,4183322.199,552437.8779,4183332.44,67.25,17,89.69,
190,521,552603.7018,4182390.559,552567.8324,4182354.892,552518.6858,4182404.317,552554.5552,4182439.984,67.71,4,77.38,
811,643,553213.6685,4182649.803,553053.2228,4182489.196,553002.1931,4182540.175,553162.6389,4182700.781,68.1,18,90.93,
768,363,552582.9975,4183003.184,552520.8712,4182993.092,552510.7256,4183055.55,552572.8519,4183065.641,68.26,17,89.69,
780,659,552822.6957,4182826.816,552760.8847,4182816.834,552750.9947,4182878.078,552812.8056,4182888.06,69.12,17,89.69,
376,620,553441.6139,4182522.962,553391.2619,4182473.062,553345.4132,4182519.326,553395.7652,4182569.226,69.55,8,111.31,
792,37,552962.5345,4182229.922,552936.7575,4182204.035,552900.0187,4182240.618,552925.7957,4182266.505,69.8,18,90.93,
764,157,552649.8502,4182848.072,552608.0626,4182841.046,552598.8534,4182895.825,552640.6411,4182902.85,69.88,17,89.69,
202,703,552535.3424,4182348.366,552509.3788,4182322.398,552473.9513,4182357.819,552499.9149,4182383.787,70.42,4,77.38,
364,143,553497.9427,4183235.569,553435.486,4183189.246,553302.5936,4183368.422,553365.0502,4183414.746,71.39,8,111.31,
383,817,553577.7328,4182740.359,553512.4182,4182674.877,553460.9595,4182726.204,553526.2741,4182791.686,72.19,8,111.31,
786,825,552837.3623,4183346.704,552793.434,4183339.37,552775.9188,4183444.282,552819.8471,4183451.616,72.3,17,89.69,
801,301,552783.6312,4182403.916,552744.9737,4182365.03,552713.9189,4182395.902,552752.5764,4182434.788,72.36,18,90.93,
772,506,552670.2391,4182945.782,552613.028,4182936.735,552602.7054,4183002.017,552659.9164,4183011.063,72.37,17,89.69,
785,821,552733.6061,4183330.847,552676.5412,4183321.475,552659.8179,4183423.3,552716.8828,4183432.672,72.4,17,89.69,
761,90,553085.8917,4183420.469,552980.9517,4183402.837,552973.5289,4183447.014,553078.469,4183464.646,72.45,17,89.69,
767,344,552636.4059,4183314.819,552576.6088,4183304.393,552568.9524,4183348.302,552628.7495,4183358.729,73.06,17,89.69,
796,158,553013.7932,4182100.911,552946.5838,4182032.975,552905.4017,4182073.717,552972.611,4182141.653,73.18,18,90.93,
778,611,552753.342,4182858.556,552686.4347,4182847.393,552681.1251,4182879.217,552748.0324,4182890.38,73.47,17,89.69,
373,389,553397.82,4182612.576,553324.2973,4182538.395,553259.085,4182603.029,553332.6077,4182677.21,73.82,8,111.31,
783,718,552526.3607,4183095.21,552486.922,4183088.827,552477.9365,4183144.347,552517.3751,4183150.73,74.47,17,89.69,
370,255,553265.0843,4183151.237,553156.2199,4183133.151,553142.2768,4183217.079,553251.1412,4183235.165,74.78,8,111.31,
771,436,552915.4234,4182899.127,552855.0296,4182889.136,552847.2321,4182936.271,552907.6258,4182946.261,74.97,17,89.69,
781,673,552973.153,4183097.885,552928.3008,4183090.38,552922.8043,4183123.23,552967.6564,4183130.735,75.2,17,89.69,
769,427,552943.3598,4182994.874,552891.7877,4182986.117,552881.1848,4183048.563,552932.7569,4183057.319,76.38,17,89.69,
789,840,552795.0773,4182984.622,552733.4817,4182974.462,552725.3623,4183023.688,552786.9579,4183033.848,76.52,17,89.69,
366,167,553432.3442,4182885.872,553391.231,4182844.395,553349.7903,4182885.473,553390.9035,4182926.949,76.59,8,111.31,
790,847,552803.8547,4182865.891,552754.3344,4182858.101,552749.2932,4182890.147,552798.8134,4182897.937,76.97,17,89.69,
179,302,552422.3913,4182203.797,552396.0885,4182177.374,552344.4439,4182228.782,552370.7467,4182255.206,77.38,4,77.38,
368,243,553404.0131,4182913.235,553359.0157,4182869.644,553334.3826,4182895.072,553379.3799,4182938.663,78.99,8,111.31,
793,41,552862.4159,4182209.74,552788.8262,4182136.257,552698.1412,4182227.072,552771.731,4182300.556,79,18,90.93,
382,804,553579.4076,4182817.821,553544.0545,4182781.953,553489.8284,4182835.4,553525.1815,4182871.268,79.22,8,111.31,
782,716,552692.7032,4183222.829,552646.8608,4183215.259,552637.4405,4183272.307,552683.2829,4183279.877,79.73,17,89.69,
371,290,553180.0123,4182923.407,553136.3093,4182878.913,553061.5175,4182952.375,553105.2206,4182996.869,79.77,8,111.31,
375,502,553421.9863,4182837.779,553377.2382,4182792.699,553337.4866,4182832.158,553382.2347,4182877.238,80.54,8,111.31,
380,667,553278.6013,4183118.323,553141.3302,4183103.594,553130.6627,4183203.011,553267.9338,4183217.74,80.64,8,111.31,
363,43,553508.3269,4182755.728,553462.0054,4182709.016,553412.5331,4182758.075,553458.8545,4182804.787,82,8,111.31,
759,73,552755.1852,4183182.24,552706.4929,4183173.785,552698.2096,4183221.485,552746.9019,4183229.94,82.21,17,89.69,
777,588,552998.5042,4183399.746,552965.3123,4183353.662,552856.8013,4183431.815,552889.9932,4183477.9,82.59,17,89.69,
774,559,552804.2504,4183188.586,552735.542,4183177.073,552726.9104,4183228.584,552795.6188,4183240.098,83.15,17,89.69,
800,299,552969.4941,4182213.18,552935.4202,4182178.754,552886.6693,4182227.006,552920.7433,4182261.432,83.92,18,90.93,
766,257,552726.4366,4183026.863,552678.408,4183019.009,552668.7261,4183078.21,552716.7547,4183086.065,85.44,17,89.69,
765,238,552548.7354,4183199.393,552489.3172,4183189.444,552480.5532,4183241.788,552539.9715,4183251.737,85.68,17,89.69,
365,160,553563.2547,4182912.963,553486.0563,4182835.395,553417.8652,4182903.26,553495.0635,4182980.829,87.13,8,111.31,
760,87,552557.1225,4183153.133,552497.7587,4183142.948,552488.8642,4183194.793,552548.228,4183204.977,87.33,17,89.69,
379,642,553693.9148,4182780.369,553620.4157,4182706.167,553551.2773,4182774.65,553624.7764,4182848.852,87.95,8,111.31,
732,225,552845.3589,4182277.313,552806.7179,4182238.401,552757.9012,4182286.879,552796.5422,4182325.79,88.76,16,119.74,
731,213,552603.1787,4182579.579,552574.853,4182574.923,552558.4454,4182674.745,552586.771,4182679.401,88.85,16,119.74,
757,17,552700.5381,4183173.205,552620.0832,4183159.716,552611.2686,4183212.289,552691.7236,4183225.778,89.69,17,89.69,
720,47,552560.8235,4182500.333,552516.7185,4182493.515,552511.9733,4182524.211,552556.0783,4182531.029,90,16,119.74,
736,351,552712.7963,4182532.196,552685.7398,4182504.488,552651.4288,4182537.992,552678.4854,4182565.7,90.05,16,119.74,
740,459,552981.045,4182651.821,552946.9297,4182617.379,552916.745,4182647.277,552950.8603,4182681.72,90.55,16,119.74,
806,509,553051.5256,4182187.557,553000.5337,4182136.578,552957.5399,4182179.582,553008.5318,4182230.561,90.93,18,90.93,
377,630,553392.7609,4182925.252,553359.9617,4182892.166,553316.9458,4182934.808,553349.745,4182967.894,91.56,8,111.31,
728,149,552545.1862,4182371.144,552515.1049,4182340.914,552485.9548,4182369.921,552516.036,4182400.151,91.58,16,119.74,
750,680,552601.7419,4182895.958,552537.5633,4182885.398,552527.8695,4182944.317,552592.048,4182954.876,92.19,16,119.74,
748,671,552718.6687,4182809.219,552678.4124,4182802.778,552668.5433,4182864.461,552708.7997,4182870.901,92.64,16,119.74,
741,536,552608.6585,4182515.225,552568.7035,4182475.263,552526.9226,4182517.038,552566.8777,4182556.999,92.84,16,119.74,
747,654,552712.9994,4182597.463,552669.453,4182590.306,552658.931,4182654.328,552702.4775,4182661.485,92.96,16,119.74,
726,139,552624.5364,4182751.792,552586.615,4182745.534,552579.9615,4182785.851,552617.883,4182792.109,93.02,16,119.74,
727,141,553060.9471,4182579.93,553023.8649,4182541.235,552974.182,4182588.846,553011.2642,4182627.542,93.15,16,119.74,
378,637,553374.9193,4182634.882,553332.8745,4182593.788,553291.5262,4182636.093,553333.5709,4182677.187,93.18,8,111.31,
719,22,552872.4032,4182770.085,552792.322,4182756.938,552783.112,4182813.039,552863.1933,4182826.186,93.78,16,119.74,
725,137,552803.2964,4182878.718,552752.9018,4182870.614,552745.1029,4182919.113,552795.4975,4182927.217,94.03,16,119.74,
372,374,553219.3997,4182943.276,553173.9376,4182897.011,553088.91,4182980.562,553134.3721,4183026.828,94.69,8,111.31,
749,674,552549.3333,4182531.292,552524.7557,4182527.484,552521.1201,4182550.946,552545.6978,4182554.755,95.39,16,119.74,
751,705,552735.0619,4182812.879,552699.2847,4182805.973,552687.4766,4182867.152,552723.2538,4182874.058,95.77,16,119.74,
160,724,552698.0434,4183025.034,552647.1246,4183016.543,552637.9667,4183071.46,552688.8855,4183079.952,96.03,3,127.78,
756,799,552987.0293,4182785.609,552954.2545,4182752.984,552911.5954,4182795.839,552944.3702,4182828.464,96.72,16,119.74,
733,278,552891.4111,4182684.054,552838.405,4182630.443,552793.5184,4182674.823,552846.5245,4182728.434,96.78,16,119.74,
153,362,552541.8226,4183240.868,552482.5739,4183230.877,552472.7927,4183288.884,552532.0414,4183298.875,97.15,3,127.78,
154,372,552659.1199,4183015.398,552581.3018,4183002.403,552563.8742,4183106.765,552641.6923,4183119.76,97.73,3,127.78,
742,544,552838.4735,4182184.507,552789.3697,4182135.221,552747.5488,4182176.887,552796.6526,4182226.173,98.5,16,119.74,
155,433,552993.9517,4183071.56,552932.2341,4183060.963,552921.6042,4183122.87,552983.3218,4183133.468,98.66,3,127.78,
146,29,552499.7096,4183233.062,552386.3462,4183215.554,552377.3759,4183273.637,552490.7393,4183291.145,99.11,3,127.78,
734,298,552643.6958,4182638.515,552575.2894,4182626.567,552566.4345,4182677.266,552634.8409,4182689.213,99.24,16,119.74,
150,210,552882.6815,4183099.718,552821.809,4183089.877,552812.4437,4183147.809,552873.3163,4183157.65,99.72,3,127.78,
721,55,552827.4917,4182870.394,552785.6149,4182863.441,552775.4671,4182924.565,552817.3439,4182931.518,100,16,119.74,
739,452,552583.7624,4182466.857,552523.6649,4182457.124,552514.5595,4182513.343,552574.657,4182523.076,100.7,16,119.74,
745,616,553022.5139,4182766.733,552982.1091,4182725.567,552940.0265,4182766.871,552980.4312,4182808.037,100.74,16,119.74,
752,714,552544.9126,4182737.558,552506.7752,4182731.752,552500.6985,4182771.666,552538.8359,4182777.472,100.92,16,119.74,
754,775,552566.2785,4182512.229,552513.2226,4182504.206,552504.2223,4182563.728,552557.2781,4182571.751,101.14,16,119.74,
362,34,553191.6239,4182816.19,553150.2381,4182774.196,553085.3431,4182838.15,553126.7289,4182880.144,101.33,8,111.31,
755,788,552771.9328,4182754.272,552666.968,4182736.482,552656.2497,4182799.722,552761.2145,4182817.512,101.47,16,119.74,
722,91,552743.0829,4182531.616,552700.8507,4182489.265,552651.4699,4182538.507,552693.702,4182580.858,101.8,16,119.74,
156,453,552736.1772,4182961.171,552689.0035,4182953.318,552683.0941,4182988.815,552730.2678,4182996.668,102.68,3,127.78,
730,198,552817.0099,4182608.873,552792.1393,4182584.224,552745.205,4182631.58,552770.0756,4182656.229,102.74,16,119.74,
723,92,552705.9875,4182656.371,552680.9441,4182652.679,552677.7399,4182674.414,552702.7834,4182678.106,103.9,16,119.74,
738,426,552588.5136,4182522.918,552545.7783,4182515.795,552537.2659,4182566.867,552580.0013,4182573.99,103.94,16,119.74,
149,75,552495.4879,4182988.98,552437.4865,4182979.212,552427.68,4183037.446,552485.6814,4183047.213,104.77,3,127.78,
157,517,552790.24,4183038.956,552726.0964,4183028.223,552716.6523,4183084.661,552780.7959,4183095.395,107.89,3,127.78,
374,416,553385.3833,4182861.421,553347.8853,4182823.45,553306.6703,4182864.151,553344.1683,4182902.122,108.86,8,111.31,
161,728,552710.1236,4182958.256,552656.4081,4182949.328,552646.1753,4183010.893,552699.8908,4183019.821,109.71,3,127.78,
753,722,552851.3282,4182552.358,552806.9084,4182507.938,552755.6625,4182559.183,552800.0822,4182603.603,110.38,16,119.74,
746,640,553156.5103,4182665.716,553099.1523,4182607.68,553044.4841,4182661.709,553101.842,4182719.745,110.79,16,119.74,
724,116,552705.1804,4182701.368,552633.5153,4182689.248,552623.7102,4182747.228,552695.3752,4182759.347,110.91,16,119.74,
729,151,552961.2908,4182455.735,552872.8659,4182418.676,552632.379,4182992.494,552720.8039,4183029.553,111.29,16,119.74,distorted
369,251,553329.6163,4182680.864,553286.9693,4182637.833,553234.1445,4182690.187,553276.7914,4182733.218,111.31,8,111.31,
159,707,552778.6037,4183084.209,552748.4759,4183079.577,552743.378,4183112.733,552773.5059,4183117.366,111.49,3,127.78,
743,569,552908.9837,4182622.56,552851.9835,4182566.432,552807.6097,4182611.495,552864.6099,4182667.623,113.9,16,119.74,
735,325,552679.1445,4182746.561,552625.5202,4182737.601,552616.4052,4182792.155,552670.0295,4182801.115,114.47,16,119.74,
162,794,553042.0322,4182914.917,552959.6528,4182901.467,552951.0269,4182954.301,553033.4063,4182967.751,114.49,3,127.78,
152,293,553352.6467,4183121.296,553276.6877,4183044.662,553213.6239,4183107.17,553289.5829,4183183.804,114.92,3,127.78,
744,579,553036.3965,4182555.598,553000.7804,4182519.208,552951.5438,4182567.397,552987.1599,4182603.787,115.69,16,119.74,
163,816,552777.3534,4183098.929,552745.126,4183092.959,552737.2168,4183135.656,552769.4442,4183141.625,116.28,3,127.78,
419,628,552615.7554,4182301.519,552560.3039,4182245.406,552504.3899,4182300.659,552559.8413,4182356.773,118.58,10,162.76,
147,51,552624.6882,4183052.383,552576.8313,4183044.401,552566.7307,4183104.964,552614.5876,4183112.945,118.67,3,127.78,
737,411,552636.3414,4182688.205,552596.052,4182681.884,552590.9992,4182714.088,552631.2886,4182720.409,119.74,16,119.74,
151,224,552863.9877,4182834.183,552803.3421,4182823.823,552792.9419,4182884.703,552853.5876,4182895.063,120.05,3,127.78,
165,841,552928.2293,4183268.209,552870.3696,4183258.259,552854.4516,4183350.828,552912.3112,4183360.778,120.98,3,127.78,
411,340,553092.1623,4182609.254,553045.1675,4182562.47,552996.5417,4182611.314,553043.5365,4182658.099,122.36,10,162.76,
164,837,552565.3836,4183102.272,552507.0381,4183092.456,552497.7207,4183147.837,552556.0663,4183157.653,122.38,3,127.78,
406,15,553005.8884,4182246.272,552961.7164,4182202.131,552912.0173,4182251.865,552956.1892,4182296.006,123.56,10,162.76,
408,110,552633.0419,4182700.519,552594.7793,4182694.206,552583.1539,4182764.673,552621.4165,4182770.986,124.67,10,162.76,
145,8,552820.7633,4183090.993,552760.0753,4183080.769,552750.5113,4183137.535,552811.1993,4183147.76,126.87,3,127.78,
398,482,553358.0616,4182889.593,553320.6952,4182851.103,553276.7903,4182893.727,553314.1567,4182932.217,127.19,9,179.05,
414,537,552507.3254,4182289.977,552479.151,4182261.632,552428.0255,4182312.45,552456.1999,4182340.795,127.2,10,162.76,
158,701,553045.4458,4183181.042,552893.7828,4183155.168,552876.0258,4183259.253,553027.6888,4183285.126,127.27,3,127.78,
148,69,553150.8979,4183198.604,552997.7077,4183173.228,552981.3789,4183271.8,553134.5691,4183297.177,127.78,3,127.78,
415,542,552526.2685,4182144.711,552458.8761,4182076.472,552336.7517,4182197.081,552404.144,4182265.32,128.14,10,162.76,
421,735,552714.3402,4182334.512,552652.679,4182272.125,552603.1997,4182321.028,552664.8609,4182383.416,129.31,10,162.76,
407,108,552523.4386,4182261.373,552463.9057,4182197.349,552386.0044,4182269.786,552445.5373,4182333.81,130.07,10,162.76,
417,556,552924.2081,4182545.607,552885.9239,4182506.969,552832.1405,4182560.26,552870.4247,4182598.898,130.44,10,162.76,
413,467,552803.5964,4182602.002,552759.1403,4182556.755,552714.3511,4182600.761,552758.8072,4182646.008,132.51,10,162.76,
397,458,552957.6996,4182906.05,552895.3427,4182895.946,552887.7074,4182943.067,552950.0643,4182953.171,135.74,9,179.05,
390,165,553081.2361,4182865.643,553040.0374,4182822.47,552997.792,4182862.784,553038.9907,4182905.957,135.85,9,179.05,
400,513,553346.9004,4182791.354,553295.7347,4182737.874,553208.236,4182821.586,553259.4017,4182875.066,135.89,9,179.05,
423,809,552617.3616,4182794.167,552542.211,4182781.241,552524.706,4182883.015,552599.8565,4182895.941,135.91,10,162.76,
388,159,553109.604,4183019.079,553047.9335,4183008.816,553037.6493,4183070.615,553099.3198,4183080.878,137.57,9,179.05,
416,547,552877.4875,4182310.415,552832.6202,4182263.612,552783.3458,4182310.847,552828.2131,4182357.651,137.61,10,162.76,
405,786,553201.4572,4182901.206,553167.9393,4182867.68,553131.2266,4182904.383,553164.7445,4182937.91,137.81,9,179.05,
394,279,552910.4943,4182946.584,552846.0759,4182936.408,552838.5645,4182983.959,552902.983,4182994.135,137.99,9,179.05,
418,589,552984.4226,4182267.1,552966.1018,4182248.825,552939.12,4182275.874,552957.4408,4182294.149,138.76,10,162.76,
391,183,553217.6448,4182917.655,553187.3963,4182887.062,553161.6016,4182912.565,553191.8502,4182943.159,143.93,9,179.05,
409,269,552762.7821,4182278.487,552704.6761,4182219.45,552654.956,4182268.386,552713.062,4182327.423,144.78,10,162.76,
392,230,552949.9368,4182954.517,552890.5386,4182944.616,552881.8052,4182997.006,552941.2034,4183006.908,145.61,9,179.05,
401,528,553122.1741,4182821.719,553081.4074,4182780.833,553034.0744,4182828.028,553074.8411,4182868.914,146.02,9,179.05,
384,10,553101.533,4182905.343,553053.0734,4182856.613,553010.7664,4182898.685,553059.2259,4182947.415,146.07,9,179.05,
420,661,553003.6516,4182522.153,552957.2866,4182475.373,552908.7558,4182523.473,552955.1208,4182570.253,148.53,10,162.76,
412,397,552595.662,4182726.307,552530.4442,4182715.115,552519.9963,4182775.996,552585.2141,4182787.189,155.98,10,162.76,
393,249,553041.0244,4182812.734,552997.6408,4182769.087,552939.0368,4182827.337,552982.4203,4182870.984,157.7,9,179.05,
404,778,553094.6046,4183105.162,553033.7695,4183094.937,553020.1953,4183175.7,553081.0304,4183185.925,158.48,9,179.05,
422,774,552577.7678,4182573.784,552507.2648,4182562.04,552497.9398,4182618.022,552568.4429,4182629.766,158.74,10,162.76,
403,767,553163.3756,4182786.279,553119.4235,4182742.036,553075.0572,4182786.11,553119.0092,4182830.354,162.45,9,179.05,
410,276,552697.0388,4182594.676,552651.0564,4182586.783,552642.0178,4182639.438,552688.0002,4182647.332,162.76,10,162.76,
399,503,552953.4931,4182746.66,552899.5566,4182692.257,552851.713,4182739.691,552905.6494,4182794.093,163.41,9,179.05,
386,85,553419.1242,4183053.84,553345.5888,4182978.053,553263.0387,4183058.15,553336.574,4183133.937,163.58,9,179.05,
387,113,552921.5291,4182871.429,552859.7876,4182861.446,552852.1481,4182908.692,552913.8895,4182918.676,165.17,9,179.05,
385,48,552967.2641,4182851.415,552888.9007,4182837.94,552876.116,4182912.289,552954.4794,4182925.764,165.69,9,179.05,
395,400,553252.7114,4182891.337,553196.8632,4182835.386,553151.8367,4182880.33,553207.6849,4182936.281,168.48,9,179.05,
396,441,553341.2437,4183109.572,553284.7111,4183051.631,553243.406,4183091.932,553299.9386,4183149.873,168.55,9,179.05,
141,638,552627.1361,4182526.66,552571.2958,4182517.342,552562.4624,4182570.278,552618.3028,4182579.596,170.69,2,258.49,
144,790,552777.8459,4182713.204,552728.6386,4182705.075,552718.477,4182766.584,552767.6843,4182774.713,171.8,2,258.49,
137,430,553029.4085,4182278.445,552987.0373,4182235.801,552936.4835,4182286.031,552978.8546,4182328.675,173.34,2,258.49,
138,438,552837.7044,4182629.569,552805.7155,4182597.294,552757.9243,4182644.662,552789.9131,4182676.937,176.29,2,258.49,
143,715,552748.4086,4182708.264,552689.8684,4182698.559,552680.6625,4182754.092,552739.2027,4182763.796,177.29,2,258.49,
389,164,553355.1574,4183048.923,553316.2505,4183008.976,553263.9387,4183059.926,553302.8455,4183099.873,177.56,9,179.05,
132,49,552714.5711,4182631.297,552645.334,4182619.581,552633.6405,4182688.686,552702.8776,4182700.402,177.66,2,258.49,
139,451,552912.4372,4183165.566,552816.7376,4183148.984,552806.1124,4183210.306,552901.812,4183226.887,178.59,2,258.49,
402,698,553207.0497,4183249.152,553119.2178,4183234.298,553107.6677,4183302.596,553195.4996,4183317.449,179.05,9,179.05,
136,418,553116.0092,4182739.128,553075.0008,4182697.502,553023.5459,4182748.193,553064.5542,4182789.819,185.81,2,258.49,
134,72,553052.8114,4182970.639,552950.7592,4182954.507,552934.6176,4183056.618,553036.6698,4183072.75,188.85,2,258.49,
133,56,553207.7971,4182728.183,553170.5137,4182690.495,553122.3101,4182738.182,553159.5935,4182775.87,194.91,2,258.49,
140,507,552843.8968,4182948.961,552740.6217,4182931.745,552729.9381,4182995.834,552833.2132,4183013.05,207.06,2,258.49,
135,233,552547.7841,4182892.731,552454.984,4182877.256,552444.4609,4182940.358,552537.261,4182955.834,241.23,2,258.49,
142,692,552623.0248,4183226.654,552550.0143,4183214.38,552536.5867,4183294.256,552609.5972,4183306.53,258.49,2,258.49,
