index,x,y,connected,
4836,314.3125,126.5,TRUE,
4837,321.6666667,127,TRUE,
4838,322.9130435,127.4782609,TRUE,
4839,325,129.5,TRUE,
4840,333.5555556,126.7777778,TRUE,
4841,335.6071429,127.6785714,TRUE,
4842,339.3181818,128.5909091,TRUE,
4843,343.4444444,128.037037,TRUE,
4844,347.88,128.2,TRUE,
4845,351.5,127.5,TRUE,
4846,354.5652174,127.7826087,TRUE,
4847,360,129.6666667,TRUE,
4848,364.0714286,127.7857143,TRUE,
4849,366.7,126.7,TRUE,
4850,371.2727273,125.4545455,TRUE,
4851,376.3478261,127.0434783,TRUE,
4852,379.5,127.5,TRUE,
4853,383.5,127.5,TRUE,
4854,387.5,127.5,TRUE,
4855,391.5,127.5,TRUE,
4856,395.1,127.8,TRUE,
4857,399.4705882,128.5882353,TRUE,
4858,403.5555556,127.6111111,TRUE,
4859,407.9333333,127.3666667,TRUE,
4860,411.5,127.5,TRUE,
4861,415.5,127.5,TRUE,
4862,419.5,127.5,TRUE,
4863,423.5,127.5,TRUE,
4864,427.5,127.5,TRUE,
4865,430.6,127.6,TRUE,
4866,439,125.5,FALSE,
4867,449.6666667,127,TRUE,
4868,450.4117647,127.4705882,TRUE,
4869,461.6666667,129.6666667,TRUE,
4870,464,129.2142857,TRUE,
4871,468,128.25,TRUE,
4872,470.2,127.7,TRUE,
4873,476.75,125.25,TRUE,
4874,479.75,126.5,TRUE,
4875,481,126,TRUE,
4876,489.6,127.1,TRUE,
4877,490.5789474,127.6842105,TRUE,
4878,495.5,130,TRUE,
4879,499,126,FALSE,
4880,499.7777778,129.6666667,TRUE,
4881,501.6666667,129.6666667,TRUE,
4882,509.6,127.1,TRUE,
4883,510.4210526,127.5263158,TRUE,
4884,520.9230769,127.7692308,TRUE,
4885,523.5,128,TRUE,
4886,527.6176471,127.6470588,TRUE,
4887,530.2,127.7,TRUE,
4888,541.75,127,TRUE,
4889,542,127.1,TRUE,
4890,549.75,127.25,TRUE,
4891,551.4074074,127.5185185,TRUE,
4892,554.8461538,128.6923077,TRUE,
4893,559.7857143,129.2857143,TRUE,
4894,564,128.2,TRUE,
4895,567.25,127.75,TRUE,
4896,571.8,127.9,TRUE,
4897,575.5,127.5,TRUE,
4898,579.5,127.5,TRUE,
4899,583.5,127.5,TRUE,
4900,587.3823529,127.3529412,TRUE,
4901,591.5806452,127.0967742,TRUE,
4902,595.3225806,127.1612903,TRUE,
4903,598.4,126.4,TRUE,
4904,3.5,134,TRUE,
4905,8.111111111,129.7777778,TRUE,
4906,6.25,133.75,TRUE,
4907,12.38461538,130.3076923,TRUE,
4908,15.8125,131.375,TRUE,
4909,19.22580645,131.8387097,TRUE,
4910,23.78571429,132.0714286,TRUE,
4911,27.375,131.8125,TRUE,
4912,31.625,131.8125,TRUE,
4913,35.5,131.5,TRUE,
4914,39.5,131.5,TRUE,
4915,43.375,131.1875,TRUE,
4916,47.61764706,131.3529412,TRUE,
4917,51.5,131.5,TRUE,
4918,55.5,131.5,TRUE,
4919,59.5,131.5,TRUE,
4920,63.5,131.5,TRUE,
4921,67.5,131.5,TRUE,
4922,70.71428571,130.7142857,TRUE,
4923,75.1,129.4,TRUE,
4924,80.26923077,131.3076923,TRUE,
4925,83.5,131.5,TRUE,
4926,87.5,131.5,TRUE,
4927,91.5,131.5,TRUE,
4928,95.1,131.6,TRUE,
4929,98.9375,131.9375,TRUE,
4930,102,130.5,FALSE,
4931,103.5,130.7142857,FALSE,
4932,105,129.5,FALSE,
4933,110,131.5,TRUE,
4934,111.8928571,131.3214286,TRUE,
4935,115.4137931,130.9310345,TRUE,
4936,119.2916667,130.9166667,TRUE,
4937,123.3888889,131.8888889,TRUE,
4938,127.375,131.6875,TRUE,
4939,131.68,131.44,TRUE,
4940,135.2105263,131.2631579,TRUE,
4941,139.9,131.4,TRUE,
4942,143.4285714,131.4285714,TRUE,
4943,145.4545455,131.2727273,TRUE,
4944,153.125,131.25,TRUE,
4945,155.5,131.5,TRUE,
4946,158.6,131.6,TRUE,
4947,170,133,TRUE,
4948,172.4,132.2,TRUE,
4949,175.5714286,131.5142857,TRUE,
4950,179.5,131.5,TRUE,
4951,183.5,131.5,TRUE,
4952,187.5,131.5,TRUE,
4953,191.5,131.5,TRUE,
4954,195.5,131.5,TRUE,
4955,199.3823529,131.3529412,TRUE,
4956,203.5,131,TRUE,
4957,207.3461538,130.6923077,TRUE,
4958,211.3,130.2,TRUE,
4959,216,130.8846154,TRUE,
4960,218.7,130.7,TRUE,
4961,223,129.25,TRUE,
4962,226.6,129.2,TRUE,
4963,228.5,133,TRUE,
4964,230,134,TRUE,
4965,237.6,131.1,TRUE,
4966,239.6470588,131.3823529,TRUE,
4967,243.1,131.8,TRUE,
4968,247.9130435,132.173913,TRUE,
4969,251.4193548,131.0967742,TRUE,
4970,255.3333333,130.7777778,TRUE,
4971,259.4285714,131.0714286,TRUE,
4972,262.3333333,130.3333333,TRUE,
4973,268.5714286,131.1428571,TRUE,
4974,269.5,131.5,TRUE,
4975,280.7142857,131.2857143,TRUE,
4976,283.0357143,131.9642857,TRUE,
4977,287.7142857,132.7142857,TRUE,
4978,290.2307692,132.7692308,TRUE,
4979,296.5,129.5,TRUE,
4980,300.2857143,130.7619048,TRUE,
4981,303.2,131.9,TRUE,
4982,307.5769231,131.8076923,TRUE,
4983,310.4666667,130.2666667,TRUE,
4984,313.5,129,TRUE,
4985,322,131,TRUE,
4986,323.5652174,131.3913043,TRUE,
4987,325,131.5,TRUE,
4988,329.5,134,TRUE,
4989,334,130,TRUE,
4990,329.5,134,TRUE,
4991,336.2222222,131.3333333,TRUE,
4992,339.5,131.5,TRUE,
4993,343.5,131.5,TRUE,
4994,347.5,131.5,TRUE,
4995,351.5,131.5,TRUE,
4996,355.3823529,131.6470588,TRUE,
4997,359.6363636,131.7272727,TRUE,
4998,363.5,131.5,TRUE,
4999,366.7272727,132.2272727,TRUE,
5000,371.75,133.125,TRUE,
5001,375.9230769,131.9230769,TRUE,
5002,379.3333333,131.0333333,TRUE,
5003,383.5925926,130.8148148,TRUE,
5004,387.25,131.0357143,TRUE,
5005,391.6315789,130.1052632,TRUE,
5006,395.6896552,131.2068966,TRUE,
5007,398.3333333,130.7333333,TRUE,
5008,402.5,129,TRUE,
5009,408.6363636,131.3181818,TRUE,
5010,411.5,131.5,TRUE,
5011,415.5,131.5,TRUE,
5012,419.2142857,130.9285714,TRUE,
5013,423.3,130.2,TRUE,
5014,428,130.8,TRUE,
5015,430.9655172,131.5517241,TRUE,
5016,433.2,131.8,TRUE,
5017,440.6666667,132.3333333,FALSE,
5018,441,132.5,FALSE,
5019,450,131,TRUE,
5020,451.0588235,131.3529412,TRUE,
5021,461.2222222,131.4444444,TRUE,
5022,463.25,130.5,TRUE,
5023,467.6666667,130.1666667,TRUE,
5024,470.8421053,131.1578947,TRUE,
5025,480,130.5,TRUE,
5026,481,133.5,TRUE,
5027,481,133.5,TRUE,
5028,490,131.5,TRUE,
5029,491.72,131.64,TRUE,
5030,495.1052632,131.2105263,TRUE,
5031,499.8947368,130.7368421,TRUE,
5032,502,131.7,TRUE,
5033,510,131.5,TRUE,
5034,511.1052632,131.6315789,TRUE,
5035,521.75,131,TRUE,
5036,523.8125,131.375,TRUE,
5037,527.5,131.5,TRUE,
5038,530.9285714,131.7857143,TRUE,
5039,535.5,133.5,TRUE,
5040,540.1666667,132.6666667,TRUE,
5041,543.4583333,132.375,TRUE,
5042,547.6923077,132.2692308,TRUE,
5043,551.5757576,131.6969697,TRUE,
5044,555.5454545,131.7272727,TRUE,
5045,559.5,131.5,TRUE,
5046,563.3636364,131.2727273,TRUE,
5047,567.5,131,TRUE,
5048,571.6176471,131.3529412,TRUE,
5049,575.1034483,131.0689655,TRUE,
5050,579.2222222,130.0555556,TRUE,
5051,583.5,129.7142857,TRUE,
5052,587.4545455,131.0909091,TRUE,
5053,592.5,130,TRUE,
5054,589,133,TRUE,
5055,594.9444444,131.2222222,TRUE,
5056,3.5,136,TRUE,
5057,7.04,136.08,TRUE,
5058,12.38461538,136.6923077,TRUE,
5059,9.5,135,TRUE,
5060,15.8125,135.625,TRUE,
5061,19.5,135.5,TRUE,
5062,23.5,135.5,TRUE,
5063,27.25,135.25,TRUE,
5064,31.3,134.2,TRUE,
5065,35.25,133.875,TRUE,
5066,39.5,133.5,TRUE,
5067,43,133.25,TRUE,
5068,44.5,138,TRUE,
5069,48.07142857,135.5,TRUE,
5070,51.5,135.5,TRUE,
5071,55.5,135.5,TRUE,
5072,59.5,135.5,TRUE,
5073,63.5,135.5,TRUE,
5074,67.5,135.5,TRUE,
5075,69.5,135.5,TRUE,
5076,76,138,TRUE,
5077,80.43478261,135.6521739,TRUE,
5078,83.5,135.5,TRUE,
5079,87.5,135.5,TRUE,
5080,91.38235294,135.3529412,TRUE,
5081,95.34615385,134.6923077,TRUE,
5082,99.0952381,134.8571429,TRUE,
5083,103.5,133,FALSE,
5084,101,136,TRUE,
5085,104.5,138,FALSE,
5086,110,134.5,TRUE,
5087,111.7727273,135.4545455,TRUE,
5088,115,133,TRUE,
5089,115.8,137.2,TRUE,
5090,119.8571429,136.5714286,TRUE,
5091,122.5714286,135.2857143,TRUE,
5092,126,133,TRUE,
5093,132.7368421,135.4210526,TRUE,
5094,135.3333333,135.8333333,TRUE,
5095,139.6333333,135.3333333,TRUE,
5096,142.84,135.16,TRUE,
5097,145.3333333,133.3333333,TRUE,
5098,153.5,135.5,TRUE,
5099,155.5,135.5,TRUE,
5100,159.1290323,135.7096774,TRUE,
5101,163,137,TRUE,
5102,168.1666667,136.6666667,TRUE,
5103,171.7272727,135.6363636,TRUE,
5104,175.5,135.5,TRUE,
5105,179.5,135.5,TRUE,
5106,183.5,135.5,TRUE,
5107,187,134.75,TRUE,
5108,191.2,133.8,TRUE,
5109,196.0434783,134.9565217,TRUE,
5110,198.4375,134.6875,TRUE,
5111,203.5,133,TRUE,
5112,205.5,133,TRUE,
5113,209.5,137.5,TRUE,
5114,211.5,137.5,TRUE,
5115,216.2173913,136.1304348,TRUE,
5116,217.875,135.75,TRUE,
5117,224.5,138,TRUE,
5118,228.3888889,136.0555556,TRUE,
5119,230.2,135.6666667,TRUE,
5120,238,135.5,TRUE,
5121,240,135.5,TRUE,
5122,243.5,135.5,TRUE,
5123,247.2727273,135.5454545,TRUE,
5124,250.3076923,134.8461538,TRUE,
5125,254,133,TRUE,
5126,260.2352941,135.4117647,TRUE,
5127,261.1428571,135.8571429,TRUE,
5128,269.2857143,135.2142857,TRUE,
5129,269.7142857,135.7857143,TRUE,
5130,281,135.5,TRUE,
5131,283.5,135.5,TRUE,
5132,287.5,135.5,TRUE,
5133,291.1,135.8,TRUE,
5134,295.5,137,TRUE,
5135,300,136.25,TRUE,
5136,303.5,135.5,TRUE,
5137,306.2631579,134.9473684,TRUE,
5138,314,136.5,FALSE,
5139,314.75,136.25,FALSE,
5140,324.1666667,135.5833333,TRUE,
5141,326.9090909,135.8636364,TRUE,
5142,329.5,134.5,TRUE,
5143,336.4,135.6,TRUE,
5144,339.5,135.5,TRUE,
5145,343.5,135.5,TRUE,
5146,347.5,135.5,TRUE,
5147,351.3823529,135.3529412,TRUE,
5148,355.516129,135.0967742,TRUE,
5149,359.3461538,134.6923077,TRUE,
5150,363.6923077,134.7307692,TRUE,
5151,367.1153846,135,TRUE,
5152,371.3076923,133.6153846,TRUE,
5153,375.6428571,134,TRUE,
5154,378.1111111,134.1111111,TRUE,
5155,386,133.5,TRUE,
5156,387.95,135.75,TRUE,
5157,391.5,137,TRUE,
5158,395.9,135.8,TRUE,
5159,397.5,135.5,TRUE,
5160,408.8947368,135.4736842,TRUE,
5161,411.5,135.5,TRUE,
5162,415.5,135.5,TRUE,
5163,417.8,135.8,TRUE,
5164,429.5,135.5,TRUE,
5165,430.7307692,135.3076923,TRUE,
5166,433.5,133,TRUE,
5167,442.5,136,FALSE,
5168,451.7647059,135.5882353,TRUE,
5169,453,136.5,TRUE,
5170,461.1,135.3,TRUE,
5171,461.5555556,135.5555556,TRUE,
5172,471.7647059,135.5882353,TRUE,
5173,473,136.5,TRUE,
5174,480.2307692,136.1538462,TRUE,
5175,481,135.5,TRUE,
5176,490,133.5,TRUE,
5177,491.8,135.3,TRUE,
5178,493,135.5,TRUE,
5179,502,135.5,TRUE,
5180,503,136,TRUE,
5181,508.6153846,136.6923077,TRUE,
5182,511.5357143,135.8928571,TRUE,
5183,515.25,136.75,TRUE,
5184,519.9090909,136.5,TRUE,
5185,523.6470588,135.6176471,TRUE,
5186,527.5,135.5,TRUE,
5187,531.5,135.5,TRUE,
5188,535.5,135.5,TRUE,
5189,539.3636364,135.2727273,TRUE,
5190,543.5806452,135.0967742,TRUE,
5191,547.2758621,135,TRUE,
5192,551.8,135.1,TRUE,
5193,554.8695652,134.7391304,TRUE,
5194,559.3076923,133.6153846,TRUE,
5195,563,133.3333333,TRUE,
5196,565,137.5,FALSE,
5197,567.5,133,TRUE,
5198,565,137.5,FALSE,
5199,572.5,135.0909091,TRUE,
5200,574.2857143,135.7142857,TRUE,
5201,586,137.5,TRUE,
5202,587.5882353,135.4705882,TRUE,
5203,589,134,TRUE,
5204,595.7647059,135.5882353,TRUE,
5205,597,136.5,TRUE,
5206,3.181818182,138.5,TRUE,
5207,7.888888889,139.1851852,TRUE,
5208,11.54545455,139.7272727,TRUE,
5209,15.5,139.5,TRUE,
5210,19.5,139.5,TRUE,
5211,23.5,139.3529412,TRUE,
5212,27.25,139.75,TRUE,
5213,31.3,140.8,TRUE,
5214,35.7,140.8,TRUE,
5215,39.5,140.5,TRUE,
5216,43.48,139.92,TRUE,
5217,47.75,139.5,TRUE,
5218,51.5,139.5,TRUE,
5219,55.5,139.5,TRUE,
5220,59.5,139.5,TRUE,
5221,63.5,139.5,TRUE,
5222,67.5,139.5,TRUE,
5223,70.86956522,139.6086957,TRUE,
5224,75.4,138.9333333,TRUE,
5225,80.28571429,139,TRUE,
5226,83.5,139.5,TRUE,
5227,87.5,139.5,TRUE,
5228,90.73076923,139.3076923,TRUE,
5229,93.5,137,TRUE,
5230,101,137.5,TRUE,
5231,101.6666667,140.8333333,TRUE,
5232,101,137.5,TRUE,
5233,104.75,139.5,FALSE,
5234,101.6666667,140.8333333,TRUE,
5235,105.5,140,FALSE,
5236,112.5714286,139.2380952,TRUE,
5237,115.1538462,138.8076923,TRUE,
5238,119.3684211,138.1052632,TRUE,
5239,122.1666667,139.1666667,TRUE,
5240,133.125,139.25,TRUE,
5241,134.8695652,139.3043478,TRUE,
5242,139.95,139.65,TRUE,
5243,143.3333333,139.8888889,TRUE,
5244,147.5789474,140.7368421,TRUE,
5245,151.8333333,139.75,TRUE,
5246,155.5714286,139.4285714,TRUE,
5247,159.4545455,139.2727273,TRUE,
5248,163.34375,139.28125,TRUE,
5249,166.8947368,138.3684211,TRUE,
5250,171.5,137.5,TRUE,
5251,176.0714286,139.2142857,TRUE,
5252,179.5,139.5,TRUE,
5253,183.5,139.5,TRUE,
5254,186.8571429,140.2857143,TRUE,
5255,191.6470588,141.0588235,TRUE,
5256,196,140,TRUE,
5257,198.9545455,140.2727273,TRUE,
5258,203.5,141,TRUE,
5259,207.8333333,140,TRUE,
5260,211.4,139.0333333,TRUE,
5261,215.5925926,138.8148148,TRUE,
5262,219.2692308,139.8461538,TRUE,
5263,223.7407407,140.1851852,TRUE,
5264,227.2142857,139.6785714,TRUE,
5265,229.375,138.875,TRUE,
5266,238,138,TRUE,
5267,240.2222222,139.3333333,TRUE,
5268,243.5,139.5,TRUE,
5269,247.5,139.5,TRUE,
5270,250.1666667,140,TRUE,
5271,260.9411765,139.6470588,TRUE,
5272,261.4545455,139.7272727,TRUE,
5273,269.6,139.1,TRUE,
5274,270.4210526,139.5263158,TRUE,
5275,281.2857143,139.2142857,TRUE,
5276,283.25,139.25,TRUE,
5277,287.3181818,138.3636364,TRUE,
5278,291.5,138,TRUE,
5279,295.25,137.875,TRUE,
5280,300.125,138.25,TRUE,
5281,303.8125,139.375,TRUE,
5282,306.45,140.15,TRUE,
5283,311.5714286,141.8571429,TRUE,
5284,316.2,141.5,TRUE,
5285,319.7894737,140.8421053,TRUE,
5286,323.8387097,139.7741935,TRUE,
5287,327.1612903,139.6774194,TRUE,
5288,331.5,140,TRUE,
5289,335.5833333,138.9583333,TRUE,
5290,339.3913043,138.4347826,TRUE,
5291,343.88,138.8,TRUE,
5292,346.75,139,TRUE,
5293,351.1,137.4,TRUE,
5294,355.6666667,137.6666667,TRUE,
5295,357,141.5,FALSE,
5296,357.5,137,TRUE,
5297,357,141.5,FALSE,
5298,366,139.5,TRUE,
5299,367,139.5,TRUE,
5300,378,140.5,TRUE,
5301,379.9285714,141,TRUE,
5302,383.6315789,140.8947368,TRUE,
5303,387.8387097,139.7741935,TRUE,
5304,391.5,139.5,TRUE,
5305,395.5,139.5,TRUE,
5306,397.875,139.75,TRUE,
5307,409.2,139.2,TRUE,
5308,411.5,139.5,TRUE,
5309,415.5,139.5,TRUE,
5310,418.2,139.5,TRUE,
5311,429.75,139,TRUE,
5312,431.28,139.52,TRUE,
5313,433.2,140.4,TRUE,
5314,452.4210526,139.5263158,TRUE,
5315,453.3333333,140,TRUE,
5316,461,137,TRUE,
5317,462,137,TRUE,
5318,472.2352941,139.4117647,TRUE,
5319,473.1428571,139.8571429,TRUE,
5320,480.6666667,139.5,TRUE,
5321,482.7647059,140.5882353,TRUE,
5322,487.6923077,141.3846154,TRUE,
5323,491.8518519,139.962963,TRUE,
5324,495.2916667,140.375,TRUE,
5325,499.6923077,140.2692308,TRUE,
5326,503.516129,139.8709677,TRUE,
5327,507.6363636,139.7272727,TRUE,
5328,511.5,139.5,TRUE,
5329,515.3823529,139.3529412,TRUE,
5330,519.5,139,TRUE,
5331,523.3461538,138.6923077,TRUE,
5332,527.3913043,138.4347826,TRUE,
5333,531.8928571,139.0357143,TRUE,
5334,535.5,139.5,TRUE,
5335,538.5652174,139.3478261,TRUE,
5336,544.6363636,138.3636364,TRUE,
5337,546.875,139.8125,TRUE,
5338,552.5714286,139.8571429,TRUE,
5339,554.875,140.125,TRUE,
5340,558.5,140.5,TRUE,
5341,565,138.5,FALSE,
5342,566,141.5,TRUE,
5343,565,138.5,FALSE,
5344,567.75,141.125,TRUE,
5345,572.2777778,139.2777778,TRUE,
5346,575.12,139.56,TRUE,
5347,579.5,141.5,TRUE,
5348,584.1052632,140.6315789,TRUE,
5349,587.4827586,139.9310345,TRUE,
5350,589.5,140.5,TRUE,
5351,596.5,139.5,TRUE,
5352,597.25,140,TRUE,
5353,3.65,144.5,TRUE,
5354,7.866666667,143.8666667,TRUE,
5355,11.5,143.5,TRUE,
5356,15.27272727,143.4545455,TRUE,
5357,18.82352941,142.4705882,TRUE,
5358,21.33333333,145.6666667,FALSE,
5359,23.72727273,141.5454545,TRUE,
5360,21.33333333,145.6666667,FALSE,
5361,28.07692308,142.9230769,TRUE,
5362,31.5,143.5,TRUE,
5363,35.5,143.5,TRUE,
5364,39.03448276,143.137931,TRUE,
5365,42.63636364,141.7272727,TRUE,
5366,48.45454545,142.9545455,TRUE,
5367,51.5,143.5,TRUE,
5368,55.5,143.5,TRUE,
5369,59.5,143.5,TRUE,
5370,63.5,143.5,TRUE,
5371,67.5,143.5,TRUE,
5372,70,143.5,TRUE,
5373,81.5,143.5,TRUE,
5374,83.5,143.5,TRUE,
5375,87.5,143.5,TRUE,
5376,90.77777778,143.6666667,TRUE,
5377,93,145,TRUE,
5378,101.5454545,143.2727273,TRUE,
5379,101.9333333,143.6,TRUE,
5380,105.5,141,FALSE,
5381,106,141,FALSE,
5382,109.5,146,TRUE,
5383,112.5,144,TRUE,
5384,114.7368421,144.4736842,TRUE,
5385,120.0625,144.9375,TRUE,
5386,123.3043478,144.3913043,TRUE,
5387,127.6818182,144.6363636,TRUE,
5388,131.7857143,144.0714286,TRUE,
5389,135.375,143.8125,TRUE,
5390,139.6176471,143.6470588,TRUE,
5391,143.1875,143.375,TRUE,
5392,146.6666667,142.2666667,TRUE,
5393,152,141.7,TRUE,
5394,155.72,143.08,TRUE,
5395,158.6153846,142.3076923,TRUE,
5396,163.2222222,141.4444444,TRUE,
5397,165,141.5,TRUE,
5398,168.2857143,144.4285714,FALSE,
5399,169.75,144.25,FALSE,
5400,176.7142857,143.2857143,TRUE,
5401,179,143,TRUE,
5402,183.2142857,141.7142857,TRUE,
5403,188.0714286,143.2142857,TRUE,
5404,191.5,143.5,TRUE,
5405,195.5,143.5,TRUE,
5406,199.5,143.5,TRUE,
5407,203.5,143.5,TRUE,
5408,206.3888889,142.7777778,TRUE,
5409,211,141.1666667,TRUE,
5410,218,143.5,TRUE,
5411,220,143.5,TRUE,
5412,223.5,143.5,TRUE,
5413,227.3529412,143.6176471,TRUE,
5414,229.4,143.9,TRUE,
5415,236.5,146,TRUE,
5416,240.2692308,143.6923077,TRUE,
5417,243.5,143.5,TRUE,
5418,247.1111111,143,TRUE,
5419,251,143.2857143,TRUE,
5420,253,145.5,TRUE,
5421,261.2857143,143.2142857,TRUE,
5422,261.8,143.8,TRUE,
5423,270,141.5,TRUE,
5424,271.4,142.7,TRUE,
5425,281.75,143,TRUE,
5426,283.0454545,143.5454545,TRUE,
5427,287.5,146,TRUE,
5428,292,145.4545455,TRUE,
5429,295.5,145.2857143,TRUE,
5430,300,144.6,TRUE,
5431,303.7272727,143.6363636,TRUE,
5432,307.3823529,143.6470588,TRUE,
5433,311.516129,143.9032258,TRUE,
5434,315.3333333,143.3333333,TRUE,
5435,319.3181818,142.3636364,TRUE,
5436,324,142.8846154,TRUE,
5437,326.5714286,143,TRUE,
5438,331.1428571,141.1428571,TRUE,
5439,334,141,TRUE,
5440,345.6,143.1,TRUE,
5441,346.4210526,143.5263158,TRUE,
5442,357,143.5,FALSE,
5443,357,143.5,FALSE,
5444,366,141.5,TRUE,
5445,367.6666667,143.5,TRUE,
5446,369,144.5,TRUE,
5447,378,142.5,TRUE,
5448,379.875,142.125,TRUE,
5449,383.2,141.8,TRUE,
5450,388.25,143,TRUE,
5451,391.5,143.5,TRUE,
5452,395.5,143.5,TRUE,
5453,398.2,143.7,TRUE,
5454,409.5,143.5,TRUE,
5455,411.5,143.5,TRUE,
5456,415.3529412,143.4411765,TRUE,
5457,417.7692308,143.2307692,TRUE,
5458,423.9090909,144.6363636,TRUE,
5459,430,142,TRUE,
5460,425,145,TRUE,
5461,431.9130435,143.4782609,TRUE,
5462,433.25,144,TRUE,
5463,453,143.5,TRUE,
5464,454.25,144.125,TRUE,
5465,460,145.75,TRUE,
5466,463.6923077,145.3846154,TRUE,
5467,467.6470588,145.0588235,TRUE,
5468,471.9230769,144.1153846,TRUE,
5469,475.2592593,144.1851852,TRUE,
5470,479.8,143.9,TRUE,
5471,483.5142857,143.5714286,TRUE,
5472,487.5,143.5,TRUE,
5473,491.5,143.5,TRUE,
5474,495.3636364,143.2727273,TRUE,
5475,499.3333333,142.7777778,TRUE,
5476,503.8,143.1,TRUE,
5477,507,142.75,TRUE,
5478,512,143,TRUE,
5479,514.3888889,142.7777778,TRUE,
5480,519.5,141,TRUE,
5481,521.5,141,TRUE,
5482,533.0588235,143.3529412,TRUE,
5483,535.3636364,143.2727273,TRUE,
5484,538.4210526,142.8947368,TRUE,
5485,546,141.5,TRUE,
5486,545.5,145,TRUE,
5487,547.8,143.25,TRUE,
5488,551.8846154,143.2307692,TRUE,
5489,554.6666667,143.1666667,TRUE,
5490,558.2,141.2,TRUE,
5491,566,143,TRUE,
5492,567.65,143.6,TRUE,
5493,570.5,141,TRUE,
5494,570.625,144.875,TRUE,
5495,576.4,143.4,TRUE,
5496,579.5,143.5,TRUE,
5497,583.5,143.5,TRUE,
5498,587.5,143.5,TRUE,
5499,591.2142857,144.0714286,TRUE,
5500,595.6428571,143.9285714,TRUE,
5501,597.75,143.9166667,TRUE,
5502,3.571428571,147.5714286,TRUE,
5503,7.5,147.5,TRUE,
5504,11.5,147.5,TRUE,
5505,15.42857143,147.5714286,TRUE,
5506,18.26666667,148.3333333,TRUE,
5507,21.33333333,145.6666667,FALSE,
5508,21.33333333,145.6666667,FALSE,
5509,23.5,150,TRUE,
5510,29.33333333,145.6666667,TRUE,
5511,27.875,149.75,TRUE,
5512,31.78125,147.4375,TRUE,
5513,35.5,147.5,TRUE,
5514,38.11111111,147.5,TRUE,
5515,49.38461538,147.3076923,TRUE,
5516,51.5,147.5,TRUE,
5517,55.22580645,147.1612903,TRUE,
5518,59.78571429,146.9285714,TRUE,
5519,63.5,147.5,TRUE,
5520,67.5,147.5,TRUE,
5521,70.36363636,147.6818182,TRUE,
5522,81.75,147,TRUE,
5523,83.8125,147.375,TRUE,
5524,87.5,147.5,TRUE,
5525,91.1875,147.625,TRUE,
5526,95.16666667,148.6666667,TRUE,
5527,99.90909091,148.4090909,TRUE,
5528,103.16,147.76,TRUE,
5529,107.8636364,148,TRUE,
5530,111.6363636,147.7272727,TRUE,
5531,115,147,TRUE,
5532,119.25,145.875,TRUE,
5533,124.2608696,146.8695652,TRUE,
5534,127.5,147.5,TRUE,
5535,131.5,147.5,TRUE,
5536,135.5,147.5,TRUE,
5537,139.5,147.5,TRUE,
5538,143.0967742,147.5806452,TRUE,
5539,145.6666667,148.3333333,TRUE,
5540,156.2,147.7,TRUE,
5541,157.25,148,TRUE,
5542,168,145,FALSE,
5543,177.125,147.25,TRUE,
5544,177.9411765,147.5294118,TRUE,
5545,188.6363636,147.3181818,TRUE,
5546,191.5,147.5,TRUE,
5547,195.5,147.5,TRUE,
5548,199.5,147.5,TRUE,
5549,203.5,147.5,TRUE,
5550,206.1176471,148.0588235,TRUE,
5551,213.5,148,FALSE,
5552,218,145.5,TRUE,
5553,213.5,148,FALSE,
5554,220.3076923,147.3461538,TRUE,
5555,223.5,147.5,TRUE,
5556,227.5,147.5,TRUE,
5557,230.3684211,147.6315789,TRUE,
5558,235.5,146.5,TRUE,
5559,240.5,147.1818182,TRUE,
5560,243.5,147.5,TRUE,
5561,246,147.5,TRUE,
5562,251.7142857,147.2142857,TRUE,
5563,253,145.5,TRUE,
5564,261.6,147.1,TRUE,
5565,262.5789474,147.6842105,TRUE,
5566,267.8571429,149.8571429,TRUE,
5567,272,145.5,TRUE,
5568,272.0714286,149.1428571,TRUE,
5569,275.3684211,148.8947368,TRUE,
5570,279.75,148.35,TRUE,
5571,283.5862069,147.5517241,TRUE,
5572,287.4,147.6,TRUE,
5573,291.6666667,147.1111111,TRUE,
5574,295.1818182,146.5,TRUE,
5575,299.2142857,145.7142857,TRUE,
5576,304.25,147,TRUE,
5577,307.5,147.5,TRUE,
5578,311.5,147.5,TRUE,
5579,314.1052632,147.6315789,TRUE,
5580,325.3846154,147.3076923,TRUE,
5581,326,147.5,TRUE,
5582,346,147.5,TRUE,
5583,347.2,147.7,TRUE,
5584,349,149.5,TRUE,
5585,356.6875,148.3125,FALSE,
5586,357.5454545,148.0909091,FALSE,
5587,368.2352941,147.4117647,TRUE,
5588,369.1428571,147.8571429,TRUE,
5589,379,148,FALSE,
5590,389.2,147.2,TRUE,
5591,391.3636364,147.2727273,TRUE,
5592,395.3461538,146.6923077,TRUE,
5593,398.4666667,146.4,TRUE,
5594,409.625,146.625,TRUE,
5595,411.78125,147.28125,TRUE,
5596,415.4285714,147.5714286,TRUE,
5597,417.9375,147.8125,TRUE,
5598,424.3125,147.375,TRUE,
5599,425.1428571,147.8571429,TRUE,
5600,432.5,147.5,TRUE,
5601,434.6111111,148.2222222,TRUE,
5602,439.5,149.5,TRUE,
5603,443.75,149.125,TRUE,
5604,447.7142857,148.7142857,TRUE,
5605,451.8,147.9,TRUE,
5606,455.375,147.8125,TRUE,
5607,459.625,147.8125,TRUE,
