1556400954,1873.338134,1659.944007,3.845417976,7.813023806,50,0.05,51.78,553580,4182968,552182,4182354
1556401015,2588.449935,2302.931983,4.102048159,9.485061169,50,0.05,51.78,553580,4182968,552182,4182354
1556401029,2493.781451,2278.52214,4.929588079,10.1786561,50,0.05,51.78,553580,4182968,552182,4182354
1556401060,2486.425654,2251.695047,4.715499163,10.04406619,50,0.05,51.78,553580,4182968,552182,4182354
1556401089,2447.254385,2241.8386,6.071268082,11.64096189,50,0.05,51.78,553580,4182968,552182,4182354
1556401100,1845.507325,1634.385989,3.12175703,6.747174978,50,0.05,65.71,553580,4182968,552182,41823541556401316.365723,1625.0694350044885,1625.0694350044885,0.10519909858703613,0.6293981075286865,50,0.05,82.59,553580,4182968,552182,4182354
1556401421.3281,1685.8846925288199,1628.1812003319453,1.4337389469146729,5.77577805519104,50,0.05,43.78,553580,4182968,552182,4182354
1556401493.808304,2118.788954142217,1778.9407783418856,6.611155986785889,9.388098001480103,50,0.05,43.78,553580,4182968,552182,4182354
1556402167.378245,1812.7238706307298,1626.33627083616,6.9182658195495605,11.861303806304932,10,0.05,65.71,553580,4182968,552182,4182354
1556402184.865304,2594.4712833241024,2478.6572940875376,5.746001958847046,10.647600889205933,50,0.05,65.71,553580,4182968,552182,4182354
1556402660.572299,1850.0786733106354,1580.850644306599,4.315377950668335,7.4946959018707275,50,0.05,65.71,553580,4182968,552182,4182354
1556402678.683864,2083.103272964884,1664.7857553164051,11.065261840820312,15.869157791137695,50,0.05,65.71,553580,4182968,552182,4182354
1556402797.063712,1874.6513534435446,1571.0512129093388,4.455576181411743,7.382753133773804,50,0.05,65.71,553580,4182968,552182,4182354
1556402870.876707,1762.0354026051539,1642.9371989805832,5.120340824127197,8.249078035354614,50,0.05,65.71,553580,4182968,552182,4182354
1556402927.570566,1675.6646887098605,1497.8677216223375,5.502638101577759,9.761635065078735,50,0.05,65.71,552800,4183680,551967,4182657
1556402982.14212,1841.7757379620095,1534.3838229294274,10.855057001113892,16.48545217514038,50,0.05,65.71,552800,4183680,551967,4182657
