2617.2651271119,3230.755959033,258.49
2605.4953814064,3300.769443271,258.49
2542.3465430596,3290.153691506,258.49
2554.1162887651,3220.140207267,258.49
2617.2651271119,3230.755959033,258.49
2450.2287136598,2936.244697002,241.23
2459.1022211864,2883.02340386,241.23
2542.0194001045,2896.848062521,241.23
2533.1458925779,2950.069355663,241.23 
2450.2287136598,2936.244697002,241.23
2735.6912444361,2991.724820668,207.06
2744.7306621436,2937.498986846,207.06
2838.1428483892,2953.070748697,207.06
2829.1034306817,3007.296582519,207.06
2735.6912444361,2991.724820668,207.06
3200.7263546761,2728.145051345,194.91
3159.6322232068,2768.798878158,194.91
3129.3814787327,2738.220500477,194.91
3170.4756102019,2697.566673664,194.91
3200.7263546761,2728.145051345,194.91
3047.0861309303,2974.795326372,188.85
3032.5069758241,3067.022421914,188.85
2940.3381028875,3052.452470572,188.85
2954.9172579937,2960.225375029,188.85
3047.0861309303,2974.795326372,188.85
3030.6161999931,2748.244629692,185.81
3074.9490525487,2704.572506371,185.81
3108.938298661,2739.075986436,185.81
3064.6054461054,2782.748109757,185.81
3030.6161999931,2748.244629692,185.81
3191.4033095492,3311.686744811,179.05
3113.4288229439,3298.499690185,179.05
3123.3117674463,3240.062264572,179.05
3201.2862540516,3253.249319198,179.05
3191.4033095492,3311.686744811,179.05
2897.7404951409,3221.1178881,178.59
2811.8903487015,3206.237458476,178.59
2820.8125361883,3154.76239212,178.59
2906.6626826277,3169.642821744,178.59
2897.7404951409,3221.1178881,178.59
2639.4050120097,2684.591043176,177.66
2649.4256339089,2625.344799486,177.66
2708.8035940493,2635.387699266,177.66
2698.78297215,2694.633942956,177.66
2639.4050120097,2684.591043176,177.66
3271.0084627029,3060.019309304,177.56
3316.1582194297,3016.046035792,177.56
3348.087287155,3048.829349954,177.56
3302.9375304282,3092.802623467,177.56
3271.0084627029,3060.019309304,177.56
2735.0875855822,2758.045483765,177.29
2686.412939043,2749.976339894,177.29
2693.9834273726,2704.309680647,177.29
2742.6580739118,2712.378824518,177.29
2735.0875855822,2758.045483765,177.29
2789.9527086795,2669.860103076,176.29
2764.9950558755,2644.69603241,176.29
2805.6707879861,2604.353958466,176.29
2830.6284407901,2629.518029132,176.29
2789.9527086795,2669.860103076,176.29
