id,path length,smoothed path length,runtime,runtime with smoothing,step size,goal bias,altitude,origin_x,origin_y,destination_x,destination_y
1554406935.363336,2452.0157362993054,2072.966364649843,5.098924875259399,8.449234962463379,100,0.2,51.78,552528,4181963,552751,4183657
1554495565.99513,3045.28420030909,2641.0279144093192,4.754324913024902,9.266502857208252,50,0,65.71,552528,4181963,552751,4183657
1554495602.093748,2122.3271923720804,1892.6323445737648,2.5612659454345703,5.472750902175903,50,0,65.71,552528,4181963,552751,4183657
1554495613.518863,2285.522351774811,2137.148905573613,0.9239201545715332,3.3871049880981445,50,0,65.71,552528,4181963,552751,4183657
1554495624.445268,2399.5656925133176,2114.6289211616127,4.538624048233032,7.567511081695557,50,0,65.71,552528,4181963,552751,4183657
1554495641.314214,2200.1498121686964,1820.1591675552297,2.7811009883880615,5.811233997344971,50,0,65.71,552528,4181963,552751,4183657
1554495654.877621,2268.558634030652,1932.033529468855,2.755669116973877,6.610839128494263,50,0,65.71,552528,4181963,552751,4183657
1554495665.424054,2023.9747609255305,1905.871741716223,1.432913064956665,4.7411580085754395,50,0,65.71,552528,4181963,552751,4183657
1554495673.531727,2742.6087079503104,2224.358191297299,5.301369905471802,9.66884183883667,50,0,65.71,552528,4181963,552751,4183657
1554495686.309537,2627.790627990459,2497.717182299616,4.4807751178741455,8.77240800857544,50,0,65.71,552528,4181963,552751,4183657
1554495698.183743,2149.869906926705,1862.151915264629,2.570307970046997,6.20064902305603,50,0,65.71,552528,4181963,552751,4183657
1554495764.047113,2992.104958309068,2552.1465885684784,2.700914144515991,5.794764041900635,50,0.1,65.71,552528,4181963,552751,4183657
1554495776.40093,2182.521301721707,2057.205904642149,1.7380750179290771,4.421717166900635,50,0.1,65.71,552528,4181963,552751,4183657
1554495784.790856,2262.792937592089,2048.4666766033056,2.720663070678711,5.439640998840332,50,0.1,65.71,552528,4181963,552751,4183657
1554495792.635198,2675.1646637919243,2434.7466457378596,2.0206308364868164,5.846080780029297,50,0.1,65.71,552528,4181963,552751,4183657
1554495801.722393,3251.1179755171866,2963.8783135517842,6.053541898727417,10.750779867172241,50,0.1,65.71,552528,4181963,552751,4183657
1554495816.148135,1984.0416482404862,1839.608108609833,1.672132968902588,4.029833078384399,50,0.1,65.71,552528,4181963,552751,4183657
1554495823.971714,2624.4841584835913,2302.5735608976584,4.354264974594116,7.491297006607056,50,0.1,65.71,552528,4181963,552751,4183657
1554495834.880758,2162.6214026971506,1896.0889387795712,3.235028028488159,6.426615953445435,50,0.1,65.71,552528,4181963,552751,4183657
